Jul.Day,YYYY/MM/DD,Wdy,PAB/USD,PEN/USD,PHP/USD,XPT/USD,PLN/USD,PTE/USD,RON/USD,RUB/USD,SAR/USD,RSD/USD,XAG/USD,SGD/USD,SKK/USD,SIT/USD,ZAR/USD,KRW/USD,ESP/USD,XDR/USD,LKR/USD,SDD/USD
2457304,10/8/2015,Thu,1,3.2271,46.065,0.00121007,3.744,177.68,3.914,62.109,3.7505,106.7,0.064061,1.4093,26.699,212.38,13.385,1156.1,147.46,0.71016,140.99,
2457305,10/9/2015,Fri,1,3.2116,45.713,0.00116393,3.7191,176.43,3.883,61.53,3.7503,105.42,0.062539,1.3947,26.512,210.89,13.32,1146.7,146.42,0.70861,140.99,
2457309,10/13/2015,Tue,1,3.2368,46.033,0.00115988,3.7177,176.16,3.8787,62.674,3.7342,105.58,0.064062,1.4012,26.471,210.57,13.438,1148.2,146.2,0.70843,141,648.23
2457310,10/14/2015,Wed,1,3.2398,45.922,0.00115021,3.6986,175.31,3.8614,62.928,3.7616,104.95,0.063131,1.384,26.344,209.55,13.34,1141.8,145.5,0.70588,141,648.23
2457311,10/15/2015,Thu,1,3.2357,45.824,0.00114257,3.7123,175.61,3.8739,62.338,3.7616,105.17,0.061805,1.3786,26.388,209.9,13.081,1122.1,145.74,0.70572,140.6,648.23
2457312,10/16/2015,Fri,1,3.2414,46.041,0.00113942,3.7303,176.49,3.8884,61.41,3.7541,105.58,0.062344,1.3844,26.521,210.96,13.11,1131.5,146.48,0.7077,140.81,648.23
2457315,10/19/2015,Mon,1,3.2536,46.158,0.00112365,3.7512,177.15,3.9033,62.221,3.742,105.85,0.063052,1.3872,26.62,211.75,13.278,1131.2,147.02,0.70836,140.79,648.23
2457316,10/20/2015,Tue,1,3.2582,46.303,0.00112537,3.7497,176.5,3.8949,62.047,3.7494,105.65,0.063052,1.3903,26.522,210.97,13.262,1129.2,146.48,0.70762,141.02,648.23
2457317,10/21/2015,Wed,1,3.2627,46.527,0.00112142,3.782,176.73,3.9036,62.876,3.7439,105.77,0.063492,1.3943,26.556,211.25,13.495,1138.5,146.67,0.70801,141.05,648.23
2457318,10/22/2015,Thu,1,3.2557,46.346,0.001131,3.8314,179.95,3.9697,62.742,3.7501,107.9,0.063412,1.3943,27.041,215.1,13.428,1132.2,149.35,0.71297,141.08,648.23
2457319,10/23/2015,Fri,1,3.2628,46.61,0.00110089,3.8662,181.97,4.0195,62.338,3.7497,109.04,0.062578,1.3973,27.344,217.51,13.658,1135.5,151.02,0.71625,140.8,648.23
2457322,10/26/2015,Mon,1,3.2696,46.558,0.00111816,3.8641,181.43,4.0116,62.842,3.7439,108.91,0.062112,1.3916,27.263,216.87,13.606,1130.3,150.58,0.71528,141.1,648.23
2457323,10/27/2015,Tue,1,3.2775,46.755,0.00111678,3.875,181.41,4.0136,64.748,3.7418,108.98,0.063291,1.3951,27.26,216.84,13.662,1135.6,150.56,0.71529,141.12,648.23
2457324,10/28/2015,Wed,1,3.278,46.79,0.00110833,3.8682,181.21,4.0012,63.702,3.738,109.02,0.062383,1.3926,27.231,216.61,13.553,1132.5,150.39,0.71514,141.1,648.23
2457325,10/29/2015,Thu,1,3.2884,47.002,0.0010999,3.9011,182.93,4.0448,64.181,3.7496,109.93,0.063211,1.4044,27.488,218.65,13.84,1143.2,151.82,0.71776,141.11,
2457326,10/30/2015,Fri,1,3.2839,46.742,0.00110714,3.8525,181.57,4.0169,63.82,3.7525,108.93,0.06398,1.4004,27.284,217.03,13.817,1140.6,150.69,0.71493,141.1,
2457329,11/2/2015,Mon,1,3.2869,46.818,0.00112937,3.864,181.86,4.0218,64.034,3.7503,109.22,0.064935,1.4014,27.328,217.38,13.79,1137.7,150.93,0.71541,141.11,
2457330,11/3/2015,Tue,1,3.2864,46.841,0.00113182,3.8867,183.17,4.0501,62.828,3.7627,109.77,0.06502,1.3995,27.524,218.94,13.8,1131.8,152.02,0.71748,141.14,
2457331,11/4/2015,Wed,1,3.2885,46.83,0.00113631,3.8958,184.62,4.0933,63.106,3.7535,110.71,0.065531,1.4037,27.742,220.68,13.967,1137.8,153.22,0.71964,141.52,
2457332,11/5/2015,Thu,1,3.3017,46.874,0.00114181,3.9106,184.46,4.1006,63.303,3.75,111.02,0.066578,1.4072,27.718,220.48,13.904,1141,153.09,0.72032,141.44,
2457333,11/6/2015,Fri,1,3.3162,47.158,0.0010627,3.9761,186.59,4.151,64.602,3.7507,112.3,0.066313,1.4203,28.038,223.03,14.197,1154.2,154.85,0.72466,141.61,
2457336,11/9/2015,Mon,1,3.308,47.242,0.00108696,3.9521,186.2,4.142,64.536,3.7464,111.93,0.067659,1.4219,27.98,222.57,14.306,1161.4,154.54,0.72378,141.99,
2457337,11/10/2015,Tue,1,3.3147,47.286,0.00110497,3.9733,187.62,4.159,64.489,3.7455,112.56,0.068729,1.4223,28.193,224.26,14.268,1160,155.71,0.72574,142.01,
2457339,11/12/2015,Thu,1,3.3226,47.021,0.00113507,3.93,186.2,4.1236,66.336,3.7547,112.01,0.069493,1.4193,27.979,222.56,14.281,1160.2,154.53,0.72322,142,
2457340,11/13/2015,Fri,1,3.3363,47.16,0.00115207,3.9561,187,4.1455,66.827,3.7549,112.32,0.069493,1.4241,28.1,223.53,14.39,1170.5,155.2,0.72424,142.06,
2457343,11/16/2015,Mon,1,3.3466,47.2,0.00115741,3.9682,187.24,4.143,66.235,3.7567,112.4,0.069638,1.4225,28.137,223.82,14.391,1173.4,155.4,0.72465,142.14,
2457344,11/17/2015,Tue,1,3.3469,47.198,0.00115875,3.9964,188.53,4.1742,65.027,3.7504,113.49,0.070175,1.4234,28.329,225.35,14.289,1169.8,156.46,0.72638,142.35,
2457345,11/18/2015,Wed,1,3.3559,47.184,0.00118203,3.9943,188.46,4.182,65.105,3.7641,113.64,0.070572,1.4242,28.319,225.27,14.205,1168.2,156.41,0.72635,142.36,
2457346,11/19/2015,Thu,1,3.357,47.013,0.00117647,3.9556,186.56,4.1356,64.717,3.745,112.43,0.070373,1.413,28.034,223,14.014,1156.7,154.83,0.72292,142.35,
2457347,11/20/2015,Fri,1,3.3605,46.998,0.00116279,3.9791,188.09,4.172,64.653,3.7467,113.13,0.069979,1.4132,28.263,224.82,13.942,1152.8,156.1,0.72563,142.2,
2457350,11/23/2015,Mon,1,3.3773,47.131,0.00117786,4.0075,189.11,4.1937,65.508,3.7483,113.87,0.071531,1.4188,28.418,226.05,14.087,1160.5,156.95,0.72743,142.79,
2457351,11/24/2015,Tue,1,3.3742,47.058,0.00118765,4.0012,188.21,4.177,65.492,3.7568,113.36,0.070721,1.4118,28.281,224.97,14.003,1151.2,156.2,0.72645,142.93,
2457352,11/25/2015,Wed,1,3.3853,47.05,,4.0209,188.85,4.1814,65.684,3.7597,113.98,,1.4047,28.379,225.74,14.145,1145.6,156.74,0.7271,142.93,
2457353,11/26/2015,Thu,1,3.3791,47.146,,4.0291,189.01,4.189,65.874,3.7546,114.26,0.069979,1.4079,28.403,225.93,14.283,1149.5,156.87,0.72718,143.06,
2457354,11/27/2015,Fri,1,3.3754,47.192,,4.0302,189.22,4.1986,66.435,3.7504,114.48,0.070872,1.4135,28.434,226.18,14.389,1155.7,157.04,0.728,143.22,
2457357,11/30/2015,Mon,1,3.3737,47.18,0.00120048,4.0403,189.83,4.218,66.234,3.7441,114.74,0.071023,1.4097,28.526,226.91,14.477,1157.4,157.55,0.72891,143.32,
2457358,12/1/2015,Tue,1,3.3776,47.168,0.00118343,4.0326,188.82,4.2077,66.56,3.7554,114.49,0.070373,1.4071,28.373,225.7,14.436,1157.7,156.71,0.72733,142.99,
2457359,12/2/2015,Wed,1,3.3703,47.242,0.00119617,4.0473,189.61,4.2212,67.102,3.7565,115.07,0.070721,1.4123,28.492,226.65,14.376,1164.8,157.36,0.72943,142.98,
2457360,12/3/2015,Thu,1,3.3704,47.062,0.00118064,3.9604,183.92,4.096,68.059,3.7629,111.71,0.071788,1.3986,27.638,219.85,14.371,1162.7,152.64,0.72106,143.25,
2457361,12/4/2015,Fri,1,3.3707,47.027,0.00116144,3.96,184.2,4.1174,67.981,3.753,111.56,0.070771,1.3961,27.68,220.18,14.334,1164.2,152.88,0.72135,143.25,644.6
2457364,12/7/2015,Mon,1,3.3753,47.066,0.00113636,3.9823,184.94,4.1334,69.13,3.7542,112.38,0.069013,1.4045,27.791,221.07,14.545,1173.6,153.49,0.72257,143.23,644.6
2457365,12/8/2015,Tue,1,3.3671,47.116,0.00117096,3.9944,184.36,4.1228,69.565,3.7514,112.15,0.070225,1.409,27.703,220.36,14.603,1179.9,153,0.7221,143.25,644.6
2457366,12/9/2015,Wed,1,3.3734,47.205,0.00116686,3.9543,182.54,4.0912,69.398,3.7554,111.43,0.070077,1.4049,27.43,218.2,14.581,1183.2,151.5,0.71827,143.23,644.6
2457367,12/10/2015,Thu,1,3.3753,47.235,0.00116414,3.9705,183.14,4.1272,69.066,3.7448,111.74,0.070572,1.4014,27.52,218.91,15.256,1177.4,151.99,0.71883,143.22,644.6
2457368,12/11/2015,Fri,1,3.3809,47.457,0.00119332,3.9664,182.24,4.1104,69.985,3.7351,111.35,0.071839,1.4122,27.385,217.83,15.768,1188.9,151.25,0.71726,143.25,644.6
2457371,12/14/2015,Mon,1,3.3808,47.453,0.00116822,3.9576,181.86,4.0872,70.57,3.7514,111.11,0.072939,1.4076,27.328,217.38,15.149,1186.9,150.93,0.71705,143.65,644.6
2457372,12/15/2015,Tue,1,3.3746,47.387,0.00117096,3.9711,183.78,4.1188,69.934,3.7498,112.34,0.07278,1.4089,27.616,219.67,14.984,1177.4,152.52,0.72053,143.64,644.6
2457373,12/16/2015,Wed,1,3.3712,47.229,0.00113895,3.9353,183.31,4.1258,70.47,3.7584,111.69,0.07278,1.4094,27.546,219.12,15.074,1177.9,152.14,0.72017,143.7,644.6
2457374,12/17/2015,Thu,1,3.3752,47.468,0.00117647,3.9778,185.55,4.1739,70.914,3.7584,113.21,0.071023,1.4219,27.883,221.79,15.215,1187.9,154,0.72426,143.44,644.6
2457375,12/18/2015,Fri,1,3.3768,47.298,0.00117096,3.9304,184.85,4.1588,70.754,3.7322,111.95,0.072359,1.4119,27.777,220.95,15.05,1178.4,153.41,0.7225,143.63,644.6
2457378,12/21/2015,Mon,1,3.3817,47.327,0.00114286,3.8915,183.6,4.1305,71.232,3.7594,111.65,0.070422,1.408,27.59,219.47,15.113,1175.6,152.38,0.72082,143.62,644.6
2457379,12/22/2015,Tue,1,3.3907,47.185,0.00114811,3.8789,182.65,4.1186,71.248,3.7542,110.99,0.070225,1.4038,27.446,218.32,15.188,1170.5,151.59,0.72006,143.75,644.6
2457380,12/23/2015,Wed,1,3.3979,47.207,0.00115207,3.8998,184.36,4.1597,69.824,3.7532,112.05,0.069784,1.4065,27.703,220.37,15.189,1173.6,153.01,0.72202,143.7,644.6
2457381,12/24/2015,Thu,1,3.3959,47.14,,3.8673,183.03,4.1341,70.03,3.7594,111.29,0.070422,1.405,27.504,218.78,15.281,1169.3,151.9,0.71954,143.69,644.6
2457386,12/29/2015,Tue,1,3.4088,46.933,0.00111483,3.8763,183.65,4.1554,72.324,3.7508,111.07,0.071788,1.4125,27.597,219.53,15.292,1170.8,152.42,0.72127,144.05,644.6
2457387,12/30/2015,Wed,1,3.4096,46.937,0.00114943,3.8989,183.73,4.1494,73.228,3.7533,111.52,0.072359,1.4154,27.609,219.61,15.586,1178.6,152.48,0.72124,144.2,644.6
2457388,12/31/2015,Thu,1,3.4122,46.868,0.00112613,3.9464,184.62,4.1612,73.15,3.7538,111.88,0.072359,1.4169,27.743,220.68,15.471,1175.9,153.22,0.72273,144.26,644.6
2457392,1/4/2016,Mon,1,3.4356,47.129,0.00111732,3.9843,185.58,4.1911,73.213,3.7562,113.38,0.071429,1.4267,27.886,221.82,15.627,1191.9,154.02,0.7239,143.94,644.6
2457393,1/5/2016,Tue,1,3.4171,46.909,0.00111857,4.0095,186.64,4.2097,73.3,3.7514,113.49,0.071378,1.4283,28.046,223.09,15.631,1190.9,154.9,0.72527,144.3,644.6
2457394,1/6/2016,Wed,1,3.4184,47.056,0.00114417,4.0448,186.3,4.2017,74.519,3.755,113.49,0.071403,1.436,27.995,222.69,15.791,1200.7,154.62,0.72484,144.05,644.6
2457395,1/7/2016,Thu,1,3.4228,46.964,0.00115473,3.9946,184.61,4.1724,74.436,3.7393,112.49,0.071276,1.4308,27.741,220.67,15.991,1193.6,153.21,0.72267,144.01,644.6
2457396,1/8/2016,Fri,1,3.4297,47.28,0.00114286,4.0065,184.19,4.1584,74.913,3.7475,112.13,0.071225,1.4413,27.677,220.16,16.187,1208.5,152.86,0.72235,143.78,644.6
2457399,1/11/2016,Mon,1,3.427,47.256,0.00117096,4.0116,184.31,4.1669,76.044,3.7519,112.2,0.071582,1.4353,27.697,220.31,16.809,1207.9,152.97,0.72217,144.01,644.6
2457400,1/12/2016,Tue,1,3.4255,47.415,0.00118483,4.0268,185.02,4.1823,77.082,3.7586,113.06,0.072046,1.4383,27.803,221.16,16.717,1210.1,153.56,0.72417,144,644.6
2457401,1/13/2016,Wed,1,3.4237,47.362,0.00118483,3.9994,184.57,4.1759,76.561,3.7411,113.09,0.072307,1.434,27.735,220.62,16.404,1205.2,153.18,0.72329,143.95,644.6
2457402,1/14/2016,Thu,1,3.4246,47.83,0.00119617,4.0419,184.57,4.177,76.33,3.7522,113.08,0.071327,1.4374,27.735,220.62,16.441,1211.9,153.18,0.72362,143.87,644.6
2457403,1/15/2016,Fri,1,3.4313,47.884,0.00119048,4.0878,182.86,4.1414,77.69,3.7463,112.27,0.072464,1.4404,27.478,218.58,16.809,1217.8,151.76,0.72152,143.84,644.6
2457406,1/18/2016,Mon,1,3.4287,47.783,,4.0957,184.18,4.1663,79.273,3.7366,113.34,0.072046,1.439,27.676,220.15,16.783,1209.9,152.86,0.72364,144.06,644.6
2457407,1/19/2016,Tue,1,3.4328,47.649,0.00119617,4.0747,183.85,4.1552,78.539,3.7334,113.04,0.071276,1.4363,27.627,219.76,16.698,1206.5,152.58,0.72393,143.85,644.6
2457408,1/20/2016,Wed,1,3.4465,47.88,0.00121803,4.127,183.81,4.1564,81.961,3.7734,112.74,0.071174,1.439,27.621,219.72,16.907,1215.7,152.55,0.72331,143.88,644.6
2457409,1/21/2016,Thu,1,3.4453,47.763,0.00122549,4.1368,185.07,4.1805,82.76,3.7466,113.4,0.071378,1.4349,27.81,221.22,16.521,1205,153.6,0.72533,143.88,644.6
2457410,1/22/2016,Fri,1,3.4473,47.711,0.0011976,4.1197,185.41,4.1892,78.442,3.7593,113.66,0.070572,1.4279,27.862,221.63,16.474,1196.2,153.88,0.72551,143.88,644.6
2457413,1/25/2016,Mon,1,3.4584,48.003,0.00115741,4.1274,185.1,4.1831,79.754,3.7391,113.92,0.070323,1.4282,27.815,221.26,16.455,1195.6,153.62,0.72553,143.95,644.6
2457414,1/26/2016,Tue,1,3.4704,47.944,0.00115075,4.1129,184.86,4.1826,78.867,3.7352,113.59,0.069784,1.426,27.779,220.97,16.359,1200.9,153.42,0.72461,143.99,644.6
2457415,1/27/2016,Wed,1,3.4648,47.961,0.00113895,4.1194,184.48,4.177,77.543,3.7354,113.52,0.069541,1.4284,27.722,220.51,16.342,1200.3,153.11,0.72477,143.94,644.6
2457416,1/28/2016,Thu,1,3.4662,47.77,0.00112867,4.0827,183.04,4.1489,76.525,3.7623,112.85,0.073638,1.4274,27.505,218.79,16.208,1204.9,151.91,0.72226,143.94,644.6
2457417,1/29/2016,Fri,1,3.4706,47.68,0.00115207,4.0871,185.09,4.1892,75.74,3.7782,113.37,0.071023,1.4241,27.813,221.24,15.96,1210.7,153.61,0.72698,143.95,644.6
2457420,2/1/2016,Mon,1,3.491,47.656,0.00114943,4.0433,184.13,4.1536,76.829,3.7644,112.86,0.069784,1.4239,27.669,220.09,15.954,1205.3,152.81,0.72464,144.01,644.6
2457421,2/2/2016,Tue,1,3.4943,47.918,0.00115473,4.0391,183.79,4.1355,79.01,3.7465,112.5,0.070126,1.427,27.618,219.69,16.186,1213.5,152.53,0.72369,143.97,644.6
2457422,2/3/2016,Wed,1,3.4929,47.86,0.00115741,3.9948,181.38,4.082,78.138,3.7676,111.21,0.069396,1.4222,27.256,216.81,16.149,1212.4,150.53,0.71843,144.02,644.6
2457423,2/4/2016,Thu,1,3.4776,47.561,0.00111111,3.9465,179.03,4.0252,76.553,3.7425,109.28,0.067843,1.3955,26.902,213.99,15.833,1185.3,148.58,0.71471,144.01,644.6
2457424,2/5/2016,Fri,1,3.4821,47.717,0.00110865,3.9657,180.13,4.0372,77.39,3.7392,110.13,0.067069,1.4063,27.067,215.31,15.984,1205.6,149.49,0.71695,144.09,644.6
2457427,2/8/2016,Mon,1,3.4925,47.839,0.0010917,3.9843,179.5,4.0188,78.428,3.7481,109.44,0.066934,1.403,26.974,214.56,16.148,1205.3,148.97,0.71581,144.08,644.6
2457428,2/9/2016,Tue,1,3.5014,47.655,0.00106952,3.9295,177.15,3.9678,78.881,3.7372,108.22,0.065189,1.3967,26.62,211.75,16.021,1200.7,147.02,0.71182,144.08,644.6
2457429,2/10/2016,Wed,1,3.506,47.43,0.00107643,3.9391,178.64,3.9897,78.782,3.7615,108.95,0.066138,1.3946,26.844,213.53,15.858,1190.8,148.26,0.71353,144.05,644.6
2457430,2/11/2016,Thu,1,3.515,47.526,0.00105152,3.8922,176.45,3.9406,80.012,3.7479,108.07,0.063898,1.3883,26.515,210.92,15.822,1198.8,146.44,0.70957,144.05,644.6
2457431,2/12/2016,Fri,1,3.5079,47.494,0.00104167,3.9204,178.46,3.9847,78.519,3.7469,109.37,0.063939,1.3965,26.817,213.32,15.831,1206.2,148.11,0.71286,144.21,644.6
2457435,2/16/2016,Tue,1,3.5106,47.58,0.00106838,3.9555,179.98,4.0035,77.603,3.7497,109.05,0.065147,1.4057,27.045,215.13,15.707,1220.1,149.37,0.71631,144.18,644.6
2457436,2/17/2016,Wed,1,3.5033,47.58,0.00106157,3.9515,179.97,4.0023,75.063,3.7536,110.18,0.065574,1.4055,27.043,215.12,15.474,1222.9,149.36,0.71625,144.1,644.6
2457437,2/18/2016,Thu,1,3.5047,47.593,0.00106838,3.953,180.75,4.0238,76.355,3.7494,111.01,0.065574,1.4045,27.161,216.05,15.374,1232.8,150.01,0.717,144.13,644.6
2457438,2/19/2016,Fri,1,3.5144,47.623,0.00105932,3.9286,180.19,4.0283,77.403,3.7597,110.67,0.065062,1.4058,27.077,215.39,15.413,1232.2,149.55,0.71562,144.09,644.6
2457441,2/22/2016,Mon,1,3.5216,47.583,0.00108108,3.9552,181.97,4.0584,75.234,3.744,111.9,0.066667,1.3997,27.345,217.52,15.187,1224.1,151.02,0.71935,144.04,644.6
2457442,2/23/2016,Tue,1,3.5328,47.657,0.00107296,3.9723,182.01,4.0565,76.031,3.7494,111.95,0.065746,1.4085,27.35,217.56,15.216,1230.3,151.05,0.71963,144.07,644.6
2457443,2/24/2016,Wed,1,3.537,47.666,0.00104932,3.9683,181.9,4.0656,76.478,3.7673,112.19,0.065274,1.4066,27.334,217.43,15.649,1235.7,150.97,0.71969,144.01,644.6
2457444,2/25/2016,Thu,1,3.5287,47.615,0.00107181,3.9554,181.82,4.0498,75.796,3.7623,112.01,0.065963,1.4028,27.322,217.34,15.589,1237.5,150.9,0.72021,144.31,644.6
2457445,2/26/2016,Fri,1,3.5233,47.517,0.00107411,3.995,183.41,4.0878,75.936,3.7606,112.89,0.06592,1.4078,27.561,219.23,16.164,1242.8,152.22,0.72324,144.66,644.6
2457448,2/29/2016,Mon,1,3.5253,47.383,0.0010846,3.9997,184.48,4.1153,75.086,3.7446,113.54,0.067797,1.4057,27.721,220.51,15.763,1239.5,153.11,0.72388,144.82,644.6
2457449,3/1/2016,Tue,1,3.5207,47.224,0.00105708,3.9949,184.82,4.1189,73.503,3.7496,113.91,0.066711,1.4015,27.773,220.92,15.553,1231.1,153.39,0.7247,144.55,644.6
2457450,3/2/2016,Wed,1,3.5027,47.157,0.00107066,3.9941,184.87,4.1073,73.515,3.764,114.04,0.067476,1.4,27.781,220.98,15.619,1227.7,153.43,0.7241,144.6,644.6
2457451,3/3/2016,Thu,1,3.451,46.96,0.00106045,3.9713,183.15,4.0763,73.463,3.7501,112.66,0.0668,1.3899,27.521,218.92,15.6,1211.1,152,0.72114,144.47,644.6
2457452,3/4/2016,Fri,1,3.448,46.715,0.00103842,3.9261,182.1,4.0501,71.936,3.7565,112.08,0.064809,1.3748,27.364,217.67,15.321,1196.1,151.13,0.71952,145.06,644.6
2457455,3/7/2016,Mon,1,3.4602,46.884,0.00099503,3.9375,182.2,4.0552,71.319,3.7541,112.24,0.063857,1.3789,27.378,217.78,15.29,1201.5,151.21,0.71933,145.06,644.6
2457456,3/8/2016,Tue,1,3.4705,46.946,0.00099206,3.9195,181.82,4.0499,72.806,3.7441,112.04,0.063857,1.3836,27.322,217.34,15.386,1207.3,150.9,0.71852,144.9,644.6
2457457,3/9/2016,Wed,1,3.4317,46.803,0.00101833,3.9125,181.91,4.0465,71.238,3.7467,111.89,0.065488,1.3789,27.336,217.45,15.146,1207.7,150.98,0.71879,144.97,644.6
2457458,3/10/2016,Thu,1,3.4378,46.775,0.00101937,3.8819,179.67,3.9991,71.782,3.7579,110.61,0.065488,1.3821,26.999,214.76,15.385,1206.9,149.11,0.71548,144.92,644.6
2457459,3/11/2016,Fri,1,3.3617,46.45,0.00102354,3.8405,179.35,3.9924,69.81,3.7515,110.4,0.064516,1.3714,26.951,214.38,15.211,1185.2,148.85,0.71458,145.04,644.6
2457462,3/14/2016,Mon,1,3.3721,46.593,0.00102564,3.8564,180.52,4.0221,70.783,3.7592,111.05,0.064103,1.3767,27.126,215.78,15.584,1189,149.82,0.71672,144.99,644.6
2457463,3/15/2016,Tue,1,3.3532,46.742,0.00103842,3.8688,180.41,4.0238,71.059,3.7508,110.77,0.065274,1.3809,27.11,215.65,15.943,1197,149.73,0.71709,145,644.6
2457464,3/16/2016,Wed,1,3.3811,46.769,0.00103306,3.8787,181.03,4.0491,70.326,3.8254,111.35,0.065402,1.3835,27.203,216.39,16.149,1192,150.24,0.71872,145.05,644.6
2457465,3/17/2016,Thu,1,3.3777,46.19,0.00100604,3.7865,177.16,3.9597,68.086,3.7521,108.65,0.063573,1.3507,26.622,211.77,15.182,1156.2,147.03,0.71009,144.86,644.6
2457466,3/18/2016,Fri,1,3.3763,46.447,0.00102041,3.776,177.55,3.9615,68.111,3.7434,108.82,0.062735,1.3571,26.68,212.23,15.26,1161.2,147.35,0.71056,145.03,644.6
2457469,3/21/2016,Mon,1,3.3884,46.426,0.00102145,3.7793,178.04,3.9675,67.891,3.7414,109.09,0.063251,1.3584,26.754,212.82,15.158,1158.6,147.76,0.71196,145.37,644.6
2457470,3/22/2016,Tue,1,3.4102,46.247,0.00100502,3.7939,178.58,3.9814,67.377,3.7508,109.58,0.062933,1.3613,26.834,213.45,15.223,1156,148.21,0.71383,145.37,644.6
2457471,3/23/2016,Wed,1,3.4002,46.408,0.00103093,3.8104,179.41,3.9936,68.374,3.7496,109.93,0.064185,1.3664,26.959,214.45,15.324,1166.3,148.89,0.71596,146.34,644.6
2457472,3/24/2016,Thu,1,3.3798,46.395,0.00103734,3.8239,179.6,3.9991,69.399,3.7558,110.21,0.065445,1.3708,26.988,214.68,15.528,1168,149.05,0.71603,147.06,644.6
2457476,3/28/2016,Mon,1,3.359,46.325,0.00104603,3.7918,178.87,3.9795,68.524,3.7492,109.41,,1.3695,26.878,213.81,15.595,1164.7,148.45,0.71475,147.95,644.6
2457477,3/29/2016,Tue,1,3.3946,46.284,0.00105152,3.7973,178.96,3.9873,68.869,3.7731,109.71,0.066401,1.3637,26.892,213.91,15.374,1166.1,148.52,0.7147,148.2,644.6
2457478,3/30/2016,Wed,1,3.3615,45.899,0.00102669,3.7604,176.95,3.9434,67.651,3.7488,108.56,0.065019,1.3516,26.589,211.51,14.894,1143,146.85,0.71102,149.16,644.6
2457479,3/31/2016,Thu,1,3.3191,45.948,0.00102145,3.7284,176,3.9282,67.242,3.7408,107.82,0.06502,1.3465,26.448,210.38,14.715,1139.8,146.07,0.70967,146,644.6
2457480,4/1/2016,Fri,1,3.336,46.086,0.00104167,3.7309,176.09,3.9274,67.882,3.7602,107.83,0.06502,1.3487,26.461,210.49,14.766,1148.5,146.14,0.71063,146.01,644.6
2457483,4/4/2016,Mon,1,3.3581,46.211,0.00104493,3.7256,176.08,3.9218,68.251,3.7348,107.74,0.066845,1.3517,26.458,210.47,14.698,1151.6,146.13,0.70978,145.2,644.6
2457484,4/5/2016,Tue,1,3.3648,46.292,0.00103734,3.7415,176.19,3.9185,69.17,3.7585,107.51,0.065833,1.3569,26.475,210.6,15.079,1160.4,146.22,0.71009,144.63,644.6
2457485,4/6/2016,Wed,1,3.3747,46.16,0.0010582,3.7352,175.44,3.9118,67.897,3.7464,107.45,0.066357,1.3463,26.362,209.7,15.121,1156.2,145.6,0.70873,144.75,644.6
2457486,4/7/2016,Thu,1,3.3951,46.267,0.00104384,3.7695,176.08,3.9234,68.131,3.7555,107.89,0.065703,1.3519,26.46,210.47,15.154,1158.7,146.14,0.70923,144.7,644.6
2457487,4/8/2016,Fri,1,3.3885,46.147,0.00104167,3.7645,175.78,3.9201,67.227,3.7522,107.66,0.065963,1.3477,26.414,210.12,14.976,1150,145.89,0.70891,144.74,644.6
2457490,4/11/2016,Mon,1,3.2925,46.118,0.00101626,3.7505,175.7,3.9107,66.631,3.7564,107.61,0.064267,1.345,26.403,210.02,14.721,1142.7,145.82,0.70783,144.89,644.6
2457491,4/12/2016,Tue,1,3.2592,46.089,0.00100705,3.77,175.94,3.9225,65.636,3.7606,107.92,0.062657,1.345,26.439,210.31,14.693,1145.8,146.02,0.70844,146.19,644.6
2457492,4/13/2016,Wed,1,3.2666,46.064,0.00103093,3.806,177.74,3.9628,66.04,3.7418,109.05,0.062578,1.3521,26.708,212.45,14.584,1147.3,147.51,0.71136,146.19,644.6
2457493,4/14/2016,Thu,1,3.2712,46.123,0.00100402,3.818,178,3.9703,66.029,3.7469,109.15,0.061996,1.3631,26.748,212.77,14.532,1153.3,147.73,0.71209,146.18,644.6
2457494,4/15/2016,Fri,1,3.2776,46.086,0.00101112,3.8008,177.52,3.9624,66.347,3.7599,108.78,0.061843,1.3565,26.676,212.2,14.583,1146,147.33,0.71086,145.26,644.6
2457497,4/18/2016,Mon,1,3.2733,46.18,0.00101937,3.8072,177.07,3.954,66.262,3.7594,108.69,0.061728,1.3526,26.609,211.66,14.492,1145.2,146.96,0.70998,145.25,644.6
2457498,4/19/2016,Tue,1,3.2485,46.089,0.000998,3.7745,176.24,3.9414,65.609,3.7462,108.08,0.060169,1.337,26.483,210.66,14.301,1126,146.27,0.70833,146.55,644.6
2457499,4/20/2016,Wed,1,3.2469,46.287,0.00097943,3.7794,176.98,3.9533,65.459,3.7415,108.48,0.058928,1.3429,26.594,211.54,14.22,1131.5,146.88,0.70962,146.04,644.6
2457500,4/21/2016,Thu,1,3.259,46.54,0.00095785,3.8122,177.42,3.9632,66.026,3.7436,108.73,0.057737,1.3491,26.661,212.08,14.273,1136.9,147.25,0.71036,146.04,644.6
2457501,4/22/2016,Fri,1,3.2724,46.733,0.00096993,3.8877,178.38,3.9843,66.46,3.7527,109.35,0.058173,1.3535,26.805,213.23,14.407,1148,148.05,0.71244,146.45,644.6
2457504,4/25/2016,Mon,1,3.2841,46.893,0.00098232,3.9136,177.84,3.9737,66.457,3.7512,108.93,0.059312,1.3521,26.724,212.58,14.526,1148.5,147.6,0.7109,145.95,644.6
