,Date,BCHUSD,BTCUSD,DASHUSD,ETCUSD,ETHUSD,GASUSD_e,GNOUSD_e,LSKUSD_b,LTCUSD,NXTUSD_b,OMGUSD_e,POTUSD_b,REPUSD_e,XEMUSD_b,XMRUSD,XRPUSD_b,ZECUSD_e,ZRXUSD_e
4261,2017-12-26 00,2727,13740.39,1117.6,29.53,719.5,29.85925,232.3985,24.49911537,263.5,1.695564126,15.260595,0.321387722,76.1231,0.950834988,336.25,0.97309442,516.601,0.674891
4262,2017-12-26 01,2707.11,13660.52,1111.63,29.61,719.03,28.9481478,230.736727,24.62991756,261.5,1.7758676,15.0492979,0.321705246,78.446173,0.969487104,333.09,0.970989762,514.10645,0.67301208
4263,2017-12-26 02,2719,13700,1129.02,29.5,730,28.8715,227.395,26.304,263,1.74812,15.0745,0.319347,81.979,0.956397,333.61,0.969275,516.913,0.679046
4264,2017-12-26 03,2798,14375,1138.81,30.01,741,29.86971,229.71,25.32875,272.66,1.7925625,15.79071,0.3320625,81.9546,0.99431875,343,1.0013625,529.815,0.6719388
4265,2017-12-26 04,2811,14746.88,1150.41,29.6,730,28.6014,214.255,24.39133952,270.85,1.6958912,15.3957,0.314256013,82.49,0.963708608,351.45,0.997184026,533.046,0.62561
4266,2017-12-26 05,2820,14850,1160,29.41,735,28.92225,212.7825,24.7995,273.61,1.670625,15.78045,0.310365,82.614,0.9514395,350.44,0.9847035,535.962,0.6174
4267,2017-12-26 06,2835.78,15224,1156,29.53,736,28.2624,204.1664,24.343176,275.5,1.6152664,14.99968,0.30478448,82.7264,0.95667616,354.24,0.98895104,530.9504,0.6251584
4268,2017-12-26 07,2825,15080,1157.91,29.52,740,29.3188,200.762,24.32404,273.68,1.661816,15.133,0.3029572,80.66,0.9593896,350,0.9951292,529.544,0.643134
4269,2017-12-26 08,2775.42,14811,1151,29.03,736.84,28.3462348,203.220472,24.88248,270,1.658832,14.8031156,0.30703203,80.31556,0.95590194,346.45,0.99840951,523.1564,0.61931402
4270,2017-12-26 09,2845,15179.5,1152,29.6,747.68,28.710912,206.210144,24.89438,274.3,1.6272424,15.2825792,0.318617705,83.216784,0.9563085,349.28,1.00154341,530.8528,0.61234992
4271,2017-12-26 10,2804,15000,1143.42,29.28,740.5,28.24267,197.1211,24.54,271.84,1.6185,14.88405,0.3075,85.67585,0.93585,347.4,0.9945,525.755,0.5950658
4272,2017-12-26 11,2798,14815.34,1138.5,29,731,27.69759,201.6098,23.97122012,269,1.557092234,15.00012,0.306084924,82.603,0.914106478,345.38,0.989516559,519.3755,0.5785865
4273,2017-12-26 12,2800.54,15060,1133.92,28.82,733,27.77337,198.8629,24.096,272.49,1.57377,15.16577,0.31626,83.1955,0.9353766,347,0.9956166,527.3935,0.5958557
4274,2017-12-26 13,2789,15150,1140,28.94,735,27.489,203.6685,24.2703,271.08,1.55136,15.06015,0.3276945,83.79,0.9476325,346,0.9955065,528.318,0.604611
4275,2017-12-26 14,2810.1,15850,1170,29.2,740,27.9646,214.156,23.50555,278,1.326645,14.9998,0.3162075,83.99,0.9280175,359,0.9827,537.684,0.5735
4276,2017-12-26 15,2826,15780.39,1147.42,29,742,27.22398,197.0752,22.83422433,273.25,1.446272744,15.15164,0.313714153,81.3232,0.938617597,353,0.993059943,531.3462,0.5841766
4277,2017-12-26 16,2834.99,15930,1154.5,29.33,742.5,26.158275,191.04525,23.68791,281.3,1.422549,14.89455,0.3015549,84.051,0.9162936,352,0.9841554,527.24925,0.59897475
4278,2017-12-26 17,2800.4,15644,1153,29.35,736.77,26.7889572,204.969414,23.497288,278.5,1.51246192,14.661723,0.3066224,85.833705,0.92127516,352,0.9847898,532.095294,0.596488992
4279,2017-12-26 18,2786.21,15585,1144.93,29.63,739.4,26.87719,208.5108,23.860635,278.48,1.49226375,14.965456,0.3076479,86.06616,0.94211325,348.08,0.981855,525.04794,0.58863634
4280,2017-12-26 19,2788,15820,1160,29.38,742.41,26.9866035,210.695958,23.28704,280.54,1.4967302,14.7368385,0.3081736,85.822596,0.937335,351.79,0.9885918,528.892884,0.591403806
4281,2017-12-26 20,2798,15722.59,1144.93,29.3,738.84,26.9602716,206.727432,23.15937507,276,1.455440156,14.6585856,0.29951534,84.449412,0.91191022,350,0.986906974,526.05408,0.6206256
4282,2017-12-26 21,2800,15812.9,1156.9,29.31,742.99,29.2886658,215.021306,23.2607759,276.75,1.432016224,15.0158279,0.308193421,85.518149,0.926952198,350,1.019457663,531.98084,0.624185899
4283,2017-12-26 22,2831.47,15650,1148.43,29.29,740,27.676,205.054,23.2246,276,1.422272,14.874,0.3090875,83.102,0.9416605,349,1.052619,533.022,0.645058
4284,2017-12-26 23,2922,15700.09,1177.93,29.84,749.75,28.04065,210.67975,24.85324247,278.61,1.492607556,15.26491,0.316199813,85.02165,0.98219763,356.52,1.067763121,541.394475,0.651457775
4285,2017-12-27 00,2878,15673,1174.82,30,755.89,28.648231,214.521582,23.634884,278.72,1.3870605,15.6015696,0.3369695,83.223489,0.97580098,366,1.1723404,542.199897,0.638651461
4286,2017-12-27 01,2865,15879.41,1182,30.28,756,28.8792,209.4876,23.73971795,279.1,1.399928786,15.33168,0.356016372,82.782,0.954670129,371.25,1.154909489,544.7736,0.62748
4287,2017-12-27 02,2867.72,15804.7,1205,30.3,754.5,28.995435,214.1271,23.865097,278.16,1.416891355,15.12018,0.348335588,83.37225,0.959187243,386,1.121817606,554.5575,0.64653105
4288,2017-12-27 03,2858.11,15830,1190,30.23,758,29.15268,213.377,23.68168,277.6,1.378793,15.64512,0.3354377,82.1672,0.9697458,392,1.1331114,544.7746,0.656807
4289,2017-12-27 04,2879.44,16350,1194.9,30.22,760.99,28.7197626,210.413735,24.0018,279.5,1.302114,15.3643881,0.325692,82.94791,0.9533685,405.5,1.106895,547.380107,0.668225319
4290,2017-12-27 05,2880,16398,1189.01,30.3,763.51,27.7841289,208.361879,24.088662,282,1.33135362,15.5374285,0.34550586,82.764484,0.94960818,395.75,1.12703454,557.3623,0.649823361
4291,2017-12-27 06,2875,16395.55,1208,30.14,764,32.088,203.6824,24.0686674,280.41,1.448218932,15.5474,0.342011173,82.13,0.958319897,392.16,1.132276683,559.63,0.6277788
4292,2017-12-27 07,2875.52,16184.88,1196.04,30.11,761.74,30.241078,202.24197,24.13165608,281,1.553910329,15.5852004,0.344576095,80.896788,0.95215649,390.02,1.13973925,550.433324,0.621732188
4293,2017-12-27 08,2870,16030,1196.04,30.29,763,29.9859,202.5765,24.33354,280,1.5013698,15.37445,0.3489731,81.641,0.9566704,382.63,1.1219397,546.3843,0.6387836
4294,2017-12-27 09,2817,15810,1181,30,753,30.46638,213.7014,24.22092,276.5,1.5326214,15.15789,0.3460809,80.6463,0.9538173,378,1.1157117,537.642,0.6252912
4295,2017-12-27 10,2779.55,15554,1163.64,29.2,741,30.18093,210.2958,23.87539,271,1.6113944,14.84964,0.3406326,81.0654,0.94366118,373.4,1.09484606,529.2963,0.61503
4296,2017-12-27 11,2811,15665,1185.99,29.67,751.79,29.9437957,207.794756,24.59405,275,1.5711995,14.9982105,0.3389906,80.516709,0.94287635,378,1.12647015,536.77806,0.631804316
4297,2017-12-27 12,2820,15890,1186.59,29.96,753,30.31578,208.1292,24.69306,276.6,1.5006516,15.35367,0.3402049,80.6463,0.9394168,379,1.140902,542.16,0.6408783
4298,2017-12-27 13,2813.95,15752.66,1179.45,29.58,757,30.47682,208.5535,24.36936502,275.51,1.490359163,15.49579,0.340414983,81.6803,0.946734866,377.7,1.144273222,540.6494,0.6615423
4299,2017-12-27 14,2745.81,15260,1145,29,732.77,28.7685502,201.878135,24.30918,268,1.4269626,14.9191972,0.3360252,77.820174,0.9310126,368.8,1.1324446,526.641799,0.647695403
4300,2017-12-27 15,2711.11,15279.37,1130,28.92,736.58,28.7929122,206.463374,24.79841751,266.67,1.367503615,14.7831606,0.33492379,79.035034,0.936167,361.55,1.13602116,523.045458,0.651063062
4301,2017-12-27 16,2613.58,14745,1120,28.3,713.7,28.40526,205.97382,23.62149,257,1.3400256,14.252589,0.3229155,77.36508,0.91876095,346.5,1.108824,504.65727,0.64575576
4302,2017-12-27 17,2620.03,14902.25,1132,28.48,726.56,28.2849808,211.283648,23.783991,263.8,1.326151228,14.6547152,0.320249353,79.485664,0.91261379,353.66,1.130037618,513.823232,0.683838272
4303,2017-12-27 18,2650,14970,1125.67,28.36,727.8,28.3842,210.77088,23.952,263.34,1.31736,14.745228,0.3350286,79.3302,0.9137688,354.6,1.1464026,514.70016,0.64803312
4304,2017-12-27 19,2602.5,14803,1110,28.06,719.6,27.7046,204.22248,23.285119,259.85,1.1768385,14.392,0.33691628,78.00464,0.89336105,350,1.1768385,507.318,0.6731858
4305,2017-12-27 20,2591,14773.16,1112.4,28.1,719.31,27.5136075,204.140178,23.4154586,258.97,1.180375484,14.5228689,0.336828048,76.102998,0.899094518,352.34,1.214058289,505.459137,0.680395329
4306,2017-12-27 21,2650,15176.85,1129,28.57,730.01,28.689393,202.504774,23.69106285,262.15,1.179848319,14.7535021,0.345273338,77.527062,0.916074666,363,1.274400095,514.292045,0.693655502
4307,2017-12-27 22,2667.9,15300,1135.99,28.62,734,29.30128,203.0978,23.6538,262.66,1.284282,14.83414,0.336447,79.5656,0.925344,367.04,1.221705,517.47,0.6524526
4308,2017-12-27 23,2702,15370.01,1130,28.75,736.2,29.389104,208.78632,23.6698154,263.93,1.26034082,14.98167,0.33767912,79.95132,0.930807806,374,1.209158687,512.61606,0.67590522
4309,2017-12-28 00,2671,15174.02,1119.8,28.4,730.56,29.806848,207.332928,23.4438609,261,1.174924369,14.6988672,0.347485058,77.585472,0.922580416,364.04,1.233040865,522.3504,0.646983936
4310,2017-12-28 01,2671.01,15435.21,1124.5,28.92,736,30.12448,205.6384,23.63130651,262.5,1.213207506,14.95552,0.336487578,78.3104,0.940776049,368,1.256426094,522.56,0.69552
4311,2017-12-28 02,2455,14112,1038.4,26,683.99,28.453984,179.88937,21.30912,242.98,1.00844352,13.337805,0.30397248,73.528925,0.85010688,331.72,1.11075552,485.6329,0.622362501
4312,2017-12-28 03,2520.39,14276.96,1062.08,26.63,696,27.15096,173.8608,22.10073408,245,1.093757906,13.79472,0.305384174,72.4536,0.862042845,347.17,1.15643376,488.3832,0.6255648
4313,2017-12-28 04,2492.55,14237.27,1047.67,26.7,700,27.244,183.54,21.9253958,245.4,1.056405434,13.874,0.305247069,72.73,0.855944672,343,1.157774796,484.82,0.63861
4314,2017-12-28 05,2400,13656,1000,25.67,681.37,26.1782354,174.566994,21.221424,238.05,0.996888,12.877893,0.29278464,69.49974,0.84435048,324,1.12375224,468.033053,0.621136892
4315,2017-12-28 06,2400,13761,1002.1,25.7,681.75,25.238385,179.30025,21.384594,239.89,1.03812984,13.2464025,0.3054942,68.7204,0.85510854,329.5,1.12826439,466.657875,0.610507125
4316,2017-12-28 07,2470,14090.15,1037.06,26.69,694.1,25.95934,186.92113,22.4033385,243.66,1.086491467,13.493304,0.319846405,72.25581,0.861049067,340.5,1.170186958,478.929,0.63794731
4317,2017-12-28 08,2447,14112,1025.19,26.61,690.47,25.9754814,180.281717,22.409856,243.44,1.10934432,13.2708334,0.31159296,69.73747,0.8615376,338.31,1.1656512,476.4243,0.630053875
4318,2017-12-28 09,2452.86,14175.16,1040.07,27.15,689.47,25.855125,180.089564,22.2550012,246.51,1.07731216,13.513612,0.318515845,71.842774,0.8505096,341.88,1.166615668,473.734837,0.637828697
4319,2017-12-28 10,2262.68,13345.65,991,25.25,656,23.616,173.9712,20.64572055,230.63,0.959418779,12.75264,0.30428082,68.2896,0.790863219,325.7,1.098613908,450.016,0.589744
4320,2017-12-28 11,2370,13751.94,999.98,25.88,670,23.9324,169.979,21.74181714,237.1,0.871460438,12.864,0.307768417,68.34,0.833780122,331.41,1.137422957,458.95,0.577875
4321,2017-12-28 12,2370,13830.42,1015.92,26.03,682.11,24.6309921,173.051307,22.128672,241,0.844347141,13.3488927,0.313259013,70.189119,0.843517316,336.27,1.149307902,467.24535,0.586205334
4322,2017-12-28 13,2430.58,13967,1017,26.1,692,24.59368,179.8508,22.724309,242.6,0.75505602,13.36252,0.31593354,70.3764,0.8589705,336.6,1.17280899,474.02,0.6055692
4323,2017-12-28 14,2436.04,14120,1038.94,26.72,697,25.092,182.1958,22.93088,245.83,0.7202612,13.61938,0.3340792,69.20513,0.872616,346.1,1.231264,474.7267,0.6057627
4324,2017-12-28 15,2450,14094,1036,26.73,703.04,25.6539296,183.774656,22.860468,244.24,0.68271336,13.7233408,0.3368466,69.9313888,0.86142528,346.87,1.2339297,476.942336,0.608973248
4325,2017-12-28 16,2400,13891.02,1032.02,26.15,689.58,24.7766094,180.601002,22.40621526,240,0.686077478,13.5088722,0.336023774,69.64758,0.855686832,337.26,1.259082053,464.77692,0.595038582
4326,2017-12-28 17,2426,14063.8,1027.13,26.6,699.37,24.9745027,181.696326,22.3755058,240.31,0.68068792,13.6586961,0.35651733,69.9300063,0.871814962,346.93,1.252100114,469.207333,0.589009414
4327,2017-12-28 18,2320,13376.72,997,25.5,675.67,24.9051962,177.430942,21.75054672,225.33,0.638604613,13.3579959,0.351540202,67.0467341,0.82935664,335.56,1.219421795,452.901601,0.57769785
4328,2017-12-28 19,2368,13743,1018.4,26,687.99,25.3317918,183.280536,22.40109,234,0.6912729,13.8148392,0.3531951,66.8313486,0.8575632,341.57,1.2726018,460.196511,0.5847915
4329,2017-12-28 20,2408.92,13798,1043.55,26.14,694,25.12974,187.38,22.325164,236.4,0.7147364,14.03268,0.35640234,68.58108,0.85630388,340.73,1.26210306,464.0778,0.5894142
4330,2017-12-28 21,2481.54,13860,1051.47,26.37,694,27.08682,188.6292,22.60566,236.78,0.68607,14.89324,0.3702006,69.4,0.8661114,342.5,1.2410244,470.185,0.5991302
4331,2017-12-28 22,2421.5,13907.25,1080,26.5,700,26.95,199.22,22.6688175,240.48,0.74431602,14.567,0.367429545,69.881,0.87059385,348.45,1.251791573,472.5,0.61166
4332,2017-12-28 23,2467.88,14307.35,1095.25,26.86,710,27.1575,203.557,22.87745265,244.77,0.746986744,14.981,0.373421835,73.059,0.899503095,348.91,1.252036199,479.25,0.6461
4333,2017-12-29 00,2479,14250.2,1103.89,27.12,714,27.43902,199.92,22.7575694,244.98,0.704814892,14.61558,0.380765344,72.828,0.884509914,350.73,1.282518,471.24,0.6530244
4334,2017-12-29 01,2437.8,14260,1088.01,26.88,712,27.36216,197.1528,22.37394,244.16,0.675924,14.72416,0.4029876,71.912,0.8789864,344.05,1.2873928,468.9232,0.66928
4335,2017-12-29 02,2562,14901,1121,28.1,734,27.67914,209.9974,23.185956,255.5,0.6645846,15.16444,0.42646662,74.5744,0.93771993,357.25,1.3634415,487.6696,0.67161
4336,2017-12-29 03,2544,14827,1114,28.09,737.12,27.7820528,209.858064,23.189428,254.32,0.6598015,15.2436416,0.4196041,75.038816,0.93810429,354.94,1.38365564,489.226544,0.672769424
4337,2017-12-29 04,2540.19,14770,1110,27.91,737,27.85123,214.1722,22.83442,252,0.6653885,15.44752,0.420945,75.174,0.934941,357.58,1.3564768,493.79,0.6807669
4338,2017-12-29 05,2541,14900,1115,28.3,739.28,28.2183176,209.807664,23.2738,252.45,0.712071,15.4065952,0.425246,74.815136,0.940488,360.02,1.388084,495.3176,0.692187864
4339,2017-12-29 06,2549,14870,1110.4,28.11,741.17,28.8759832,215.606353,23.00389,253.24,0.6982952,15.1791616,0.4194827,74.85817,0.9421632,362.92,1.379936,500.586218,0.693661003
4340,2017-12-29 07,2465,14546.28,1080,27.51,728.21,27.5190559,204.991115,22.38672492,247,0.67538378,14.9137408,0.397986221,72.966642,0.918743045,351.55,1.367204857,483.53144,0.671263978
4341,2017-12-29 08,2450.98,14500,1077.69,27.28,733,27.20896,203.1143,22.011,246,0.64641,15.25373,0.394835,72.40574,0.906685,352,1.45145,485.246,0.6641713
4342,2017-12-29 09,2380.38,14199.63,1051.51,26.77,710.04,26.7898092,196.752084,21.79643205,241,0.637563387,14.6907276,0.377994151,70.6205784,0.884494953,347,1.478181483,472.1766,0.624764196
4343,2017-12-29 10,2300,13809.6,1010.14,26.02,701,26.02112,192.074,21.335832,235.5,0.562465008,14.36349,0.368578224,69.9598,0.868347648,336.71,1.59362784,457.1922,0.6132348
4344,2017-12-29 11,2430.12,14281,1043.42,26.74,722,27.19052,197.6836,22.221236,240,0.60208696,15.162,0.385587,70.96538,0.91498367,345.2,1.5180703,469.4444,0.6149274
4345,2017-12-29 12,2370.66,14172.53,1050.01,26.66,720,26.6544,201.168,22.29338969,237,0.610552592,14.9832,0.385634541,72.72,0.964440667,339.35,1.598661384,467.208,0.630216
4346,2017-12-29 13,2420,14210,1074.47,26.86,732,26.35932,195.9564,22.63653,239.61,0.6184192,14.98404,0.389354,74.664,0.9767954,344.64,1.611414,471.408,0.6417444
4347,2017-12-29 14,2447,14378.34,1094.34,27.25,734.09,26.5300126,197.249983,22.66026384,241.5,0.606047031,15.7682532,0.403887571,74.510135,1.009359468,347.66,1.62475242,491.8403,0.651798511
4348,2017-12-29 15,2869.85,14484.21,1130,28,744.28,27.7690868,200.58346,22.85608338,248.5,0.611957872,16.1359904,0.390928828,76.884124,0.963489649,355,1.548362049,526.20596,0.660846212
4349,2017-12-29 16,2740,14511.01,1119.83,27.81,738.6,27.62364,200.82534,23.15957196,247.76,0.623102769,16.345218,0.393828811,76.88826,0.975720312,360.7,1.632488625,527.7297,0.65210994
4350,2017-12-29 17,2630,14502.01,1104.45,27.88,739.99,27.8014243,208.233186,23.04369389,247.53,0.63808844,16.27978,0.381257843,75.47898,0.989762183,354.63,1.663380547,521.840948,0.671318928
4351,2017-12-29 18,2611.73,14450,1095,27.47,736.62,28.1683488,213.6198,22.64315,244.56,0.616726,15.9625554,0.3757,75.13524,0.9882355,358,1.80336,516.665268,0.6850566
4352,2017-12-29 19,2679,14650,1102.44,27.9,746.02,28.6919292,217.987044,22.6196,247,0.62995,16.2930768,0.3869065,75.72103,1.0183215,358.77,1.844435,514.082382,0.692754172
4353,2017-12-29 20,2560.17,14315,1082,27.39,731,27.95344,220.5427,22.059415,240.39,0.6026615,15.57761,0.3670366,74.6351,0.99245895,348,1.91821,509.1415,0.6809265
4354,2017-12-29 21,2559.31,14180,1074.86,27,725.4,27.739296,214.13808,21.8372,238,0.5915896,15.356718,0.3603138,72.9027,0.9914656,341.39,1.870342,504.8784,0.66091194
4355,2017-12-29 22,2700,14352.69,1072,27.3,730,27.5867,220.022,22.3901964,241.1,0.591330828,15.768,0.353650282,73.73,1.03109725,348,1.877331852,512.314,0.676272
4356,2017-12-29 23,2594,14305.53,1080,27.23,731.74,28.2963858,219.668348,22.6027374,239.76,0.591247555,15.768997,0.347767434,75.442394,1.027995386,350,1.91694102,513.974176,0.67173732
4357,2017-12-30 00,2538.41,14275.22,1056,26.7,722.54,27.6227042,216.762,21.2700778,235,0.587139799,15.4912576,0.32961483,70.7944692,0.982706145,341.38,2.19838388,497.685552,0.656861114
4358,2017-12-30 01,2419.38,13567,1013,25.98,701.5,26.41849,204.62755,20.038459,224.8,0.52843465,14.63329,0.3106843,67.491315,0.90017045,323,2.184287,480.31705,0.6498696
4359,2017-12-30 02,2350,13225.93,1000,25.21,683.37,24.8541669,191.685285,19.89179872,221,0.507875712,14.2687656,0.308693206,64.9816533,0.885476014,317.68,2.07647101,463.32486,0.628632063
4360,2017-12-30 03,2401,13346.56,1011.24,25.35,681.92,24.480928,194.960928,20.04653312,222.5,0.511306714,14.388512,0.325522598,65.12336,0.899157747,317.68,2.076724736,466.365088,0.631389728
4361,2017-12-30 04,2255.05,12873,976.7,24.81,661.68,23.754312,189.637488,19.69569,215.54,0.502047,14.0739336,0.30560502,64.3748472,0.90136746,312.32,2.0455197,455.169672,0.610929144
4362,2017-12-30 05,2346.96,13240,987.55,25.5,686,24.6274,196.6076,20.07184,222.94,0.5098724,14.38542,0.3201432,66.32934,0.9232252,318.4,2.1846,464.422,0.6506024
4363,2017-12-30 06,2313.78,13232.11,987.55,25.25,683.86,24.6736688,192.301432,19.91432555,220,0.501496969,14.155902,0.318629209,66.3480972,0.923336636,317.94,2.241519434,461.126798,0.633664676
4364,2017-12-30 07,2381.2,13430.19,991.73,25.86,697.1,25.200165,196.02452,20.0109831,222.03,0.504169333,14.520593,0.329173957,66.29421,0.972748662,325.86,2.250899844,468.4512,0.63777679
4365,2017-12-30 08,2384.12,13256.01,990,25.69,696.9,25.827114,196.59549,19.80447894,219.19,0.502137659,14.697621,0.33140025,67.94775,0.934018465,326.31,2.24026569,459.954,0.64978956
4366,2017-12-30 09,2360,13148.61,985,25.63,697.97,25.2036967,196.82754,19.722915,218.8,0.48952275,14.4200602,0.324113237,68.052075,0.937495893,326.47,2.027515662,464.15005,0.636897625
4367,2017-12-30 10,2307,12911.33,985.25,25.38,687.97,24.698123,192.700397,19.14750239,214.25,0.476298964,14.034588,0.320330097,64.6210221,0.908957632,316.99,2.10454679,447.1805,0.620961722
4368,2017-12-30 11,2336.16,13154.86,985,25.64,699,26.05872,198.5859,19.73229,217,0.503173395,14.5392,0.321110133,66.52383,0.949780892,320.32,1.970598028,456.3072,0.6379773
4369,2017-12-30 12,2233.82,12510.6,934.3,24.21,671,24.48479,190.6311,18.7283682,207.4,0.477529602,13.74208,0.321397314,63.52357,0.907518924,303,1.93538982,437.6933,0.6120862
4370,2017-12-30 13,2170.41,12321.58,915.42,23.7,669.3,23.539281,184.45908,18.56862106,207.48,0.471300435,13.298991,0.316911038,61.729539,0.880623323,299.65,1.89136253,421.79286,0.58864935
4371,2017-12-30 14,2159,12275.89,910,23.97,673.2,23.912064,183.1104,18.5365939,207.63,0.487107315,13.477464,0.320400729,63.031716,0.883741321,300,1.98869418,424.116,0.58925196
4372,2017-12-30 15,2172.5,12280,898,23.6,663,23.04588,179.6067,18.26036,204.1,0.5573892,13.30641,0.3287356,60.64461,0.8807216,298.11,2.086372,419.0823,0.582114
4373,2017-12-30 16,2090,11894.27,883.91,22.86,655,22.5189,176.1295,17.82951073,196.9,0.561409544,12.7987,0.314841327,60.0766,0.856030612,290.88,1.944713145,423.785,0.5764
4374,2017-12-30 17,2199.9,12586.82,924.77,24.03,681.22,24.9530886,189.174794,19.09420594,212.45,0.59158054,13.6788976,0.330278157,63.9938068,0.90902014,311.6,2.05794507,444.49605,0.608806314
4375,2017-12-30 18,2196.09,12495.91,940,23.95,682.5,25.873575,186.11775,18.95629547,209.99,0.56506505,13.766025,0.35688319,63.602175,0.898206011,309.54,2.005593555,441.441,0.60394425
4376,2017-12-30 19,2264.4,12989.17,965.5,24.47,694.9,26.385353,189.7077,19.44478749,218,0.567626729,14.419175,0.382660948,65.278906,0.928855547,318,1.947076583,469.33546,0.65640254
4377,2017-12-30 20,2230,12741,975,24.25,693.05,26.3151085,188.856125,19.1115,213.6,0.59220168,14.498606,0.37114533,64.5853295,0.92155653,313.67,1.9162464,464.551415,0.6445365
4378,2017-12-30 21,2205.7,12754.39,967.21,24.25,699.71,25.6303773,190.880888,19.27188329,213.3,0.568845794,15.2186925,0.364903098,63.5686535,0.911938885,314,1.864691818,456.980601,0.653319227
4379,2017-12-30 22,2270.97,12715.53,966,24.27,697,26.47903,188.2597,19.27674348,214.42,0.568511346,15.22248,0.380194347,63.99854,0.903947028,311.99,1.867911357,453.3288,0.6657744
4380,2017-12-30 23,2202.62,12351.93,940.32,23.78,685.57,26.0653714,185.172457,18.56495079,207.97,0.526192218,16.522237,0.365370089,63.7168758,0.875504798,304,1.834261605,446.168956,0.66705961
4381,2017-12-31 00,2239.5,12874.2,950.1,24.4,701.75,27.578775,189.823375,19.3113,213.41,0.55230318,15.8946375,0.411588174,64.3294225,0.926684916,313.35,1.89379482,462.8743,0.7228025
4382,2017-12-31 01,2323.36,12905.76,950.67,24.6,695,27.79305,188.4145,19.21667664,213.97,0.556238256,15.86685,0.40382123,64.58635,0.913727808,319.54,1.792610064,465.9975,0.731835
4383,2017-12-31 02,2425,13122,962.1,24.79,698.54,28.4445488,191.39996,18.987534,219.32,0.6423219,15.9476682,0.44194896,64.5660522,0.9073863,319.8,1.7268552,468.37107,0.7474378
4384,2017-12-31 03,2284,12957.05,952.42,24.21,694.41,27.7694559,184.01865,18.4249251,218.69,0.693202175,15.9505977,0.427193938,64.1843163,0.89662786,314.6,1.62481407,459.768861,0.71385348
4385,2017-12-31 04,2275,12881.66,966,24.3,695.08,26.58681,180.7208,18.5495904,214.2,0.640476135,15.8547748,0.424837147,63.7805408,0.891668505,315,1.77122825,458.613784,0.70481112
4386,2017-12-31 05,2262.02,12700.28,957.49,24.19,693.93,26.9314233,180.4218,18.44080656,209.5,0.658763524,15.6689394,0.417204198,64.0011639,0.895623746,313.51,1.757718752,453.83022,0.70850253
4387,2017-12-31 06,2231.85,12581.69,946.34,23.75,684.44,25.7623216,182.608592,18.34410402,207.44,0.655128598,15.5846988,0.405256235,63.1259012,0.881976469,310.46,1.904867866,442.901124,0.72755972
4388,2017-12-31 07,2251.25,12831.21,959,24.43,696.1,27.516833,181.61249,18.88754112,210,0.666709672,16.226091,0.444858051,64.479743,0.914480337,315.53,1.86052545,455.17979,0.7343855
4389,2017-12-31 08,2212,12539.75,947.93,24.3,691.69,27.1488325,182.260315,18.24533625,206.6,0.635138337,15.90887,0.43838966,64.0850785,0.90185882,304.69,1.89350225,448.076782,0.7401083
4390,2017-12-31 09,2221.23,12540.81,947.45,24.3,690.1,27.245148,179.426,18.39736827,205.1,0.65212212,16.100033,0.468900886,63.937765,0.910462806,306,1.840990908,445.1145,0.7308159
4391,2017-12-31 10,2249.76,12850,951.08,24.45,699,27.61749,181.4604,18.6068,209.45,0.70418,16.4265,0.48316,64.04238,0.933167,310,1.877385,451.2744,0.726261
4392,2017-12-31 11,2273.85,12913,961.94,24.86,702.75,27.4423875,184.4016,19.059588,210.88,0.70750327,18.116895,0.49469703,65.594685,0.94251987,316.05,1.9124153,455.311725,0.742104
4393,2017-12-31 12,2295.35,13000,973.97,24.88,708.76,28.279524,181.08818,19.188,217.4,0.676,17.9032776,0.442,64.8798904,0.93925,318,1.989,459.205604,0.72435272
4394,2017-12-31 13,2299.21,13058.6,982.86,25.4,714.49,27.86511,186.696237,19.1439076,216,0.691191698,19.4555627,0.4309338,65.9617168,0.934212244,319.5,2.02147128,471.277604,0.74378409
4395,2017-12-31 14,2360,13360,1004.37,25.41,720.59,28.9893357,190.23576,19.11816,218.7,0.68804,19.4126946,0.439544,65.8258965,0.9386736,325.87,1.982624,463.771724,0.74364888
4396,2017-12-31 15,2400,13300,1001.1,25.4,724.26,29.6367192,193.01529,19.8037,219,0.661675,21.5177646,0.427728,67.3996356,0.99617,325.51,1.92717,466.06131,0.77206116
4397,2017-12-31 16,2451.73,13950,1050.53,26.03,731.93,28.9478315,203.842505,21.3156,230,0.670437,19.835303,0.3912975,69.0356376,1.019745,337.54,1.934865,479.194571,0.79633984
4398,2017-12-31 17,2386,13849.64,1038,26.2,735.1,29.411351,202.8876,21.09300172,230.49,0.684864698,19.77419,0.413688747,69.187612,0.970721268,336.13,1.94587442,475.6097,0.8181663
4399,2017-12-31 18,2376,13771,1038.33,25.87,730.38,29.9382762,206.551464,20.477477,227.5,0.68634664,19.6326144,0.43998345,69.349581,0.97842955,335,1.9348255,473.797506,0.87134334
4400,2017-12-31 19,2400,13851,1042.87,26.15,735.34,30.2151206,206.336404,20.305566,228.43,0.6953202,19.449743,0.443232,70.59264,0.9764955,336.58,1.9474506,482.38304,0.92211636
4401,2017-12-31 20,2404.3,14070,1049.78,26.38,739.94,30.1821526,209.40302,20.72511,232.21,0.6921033,19.0682538,0.4282908,70.4496874,1.004598,337.25,1.990905,485.474634,0.85389076
