,Date,BCHUSD,BTCUSD,DASHUSD,ETCUSD,ETHUSD,GASUSD_e,GNOUSD_e,LSKUSD_b,LTCUSD,NXTUSD_b,OMGUSD_e,POTUSD_b,REPUSD_e,XEMUSD_b,XMRUSD,XRPUSD_b,ZECUSD_e,ZRXUSD_e
152,2017-07-07 19,,2503.73,195.85,16.37,245.26,,304.1224,2.286656609,46.22,0.10738498,,0.099973939,24.673156,0.158561221,45.03,0.232521405,255.0704,
153,2017-07-07 20,,2495.76,193.83,16.26,244.23,,305.2875,2.24867976,45.5,0.110412422,,0.104896793,24.300885,0.155161399,44.67,0.231756274,253.9992,
154,2017-07-07 21,,2471.99,189.6,16,241.3,,299.212,2.252477288,45,0.109039479,,0.105553973,22.969347,0.159690554,44.54,0.230809706,250.952,
155,2017-07-07 22,,2446.2,187.97,15.76,233.61,,294.3486,2.2468347,45,0.104305968,,0.112109346,21.9266346,0.159467778,43.98,0.227349828,247.6266,
156,2017-07-07 23,,2477,190.1,15.96,237.89,,285.468,2.2414373,45.7,0.10024419,,0.10713025,22.9468694,0.15597669,43.67,0.22894911,247.4056,
157,2017-07-08 00,,2458.35,192.08,15.8,234.6,,276.828,2.183260635,45,0.094843143,,0.103201533,23.340354,0.15143436,42.57,0.224545689,243.984,
158,2017-07-08 01,,2448,186.01,15.31,231.1,,265.765,2.1258432,44.06,0.09258336,,0.09304848,23.59531,0.14820192,42.52,0.21806784,240.344,
159,2017-07-08 02,,2449.32,181.22,15.19,231.17,,258.9104,2.101761492,43.93,0.088151027,,0.091359636,23.117,0.147400078,41.61,0.213041854,235.7934,
160,2017-07-08 03,,2464.96,190.89,15.45,237.2,,277.524,2.140324768,44.5,0.095788346,,0.090907725,23.57768,0.149943517,42.17,0.221797101,244.316,
161,2017-07-08 04,,2491.92,192.8,15.8,242.4,,283.608,2.20036536,45.48,0.099502366,,0.092176121,23.48856,0.151982201,43.16,0.22364982,244.824,
162,2017-07-08 05,,2461.11,188.04,15.5,237.5,,287.375,2.187188457,44.88,0.09374368,,0.093177625,22.154,0.150841432,42.43,0.218620401,242.25,
163,2017-07-08 06,,2447.85,186,15.48,236.8,,279.424,2.16487854,44.58,0.096004677,,0.091500633,21.73824,0.149294372,42.18,0.218103435,239.168,
164,2017-07-08 07,,2448.48,187.22,15.21,236.08,,278.5744,2.138502432,45.17,0.095784538,,0.094511328,21.1008304,0.14935728,42.57,0.21975108,238.4408,
165,2017-07-08 08,,2463.08,189,15.47,235.5,,273.18,2.159382236,45.76,0.096725152,,0.094434487,21.67542,0.149287279,42.9,0.221824985,240.21,
166,2017-07-08 09,,2465.45,193.56,15.46,234,,276.12,2.137791695,47.25,0.101601194,,0.092479029,21.06468,0.148222854,43.06,0.220263303,238.68,
167,2017-07-08 10,,2475.9,197.72,15.28,235.5,,275.535,2.0921355,47.2,0.099011241,,0.089701857,21.9957,0.14954436,43.2,0.215947998,237.855,
168,2017-07-08 11,,2458.07,196.99,15.11,232.9,,270.164,2.046343275,46.68,0.096036795,,0.091833495,22.3584,0.147213812,42.79,0.218448681,237.558,
169,2017-07-08 12,,2481.48,200.3,15.42,238,,273.7,2.033821008,49.28,0.095958832,,0.090747724,22.72186,0.149881392,43.99,0.219710239,240.38,
170,2017-07-08 13,,2496.01,201.79,15.98,238.6,,274.39,2.134837353,49.17,0.106305066,,0.090854764,23.141814,0.150634204,44.44,0.221470967,243.372,
171,2017-07-08 14,,2518.45,202.39,16.06,244.75,,281.4625,2.131867925,50.14,0.106127483,,0.092729329,23.3124375,0.156697959,45.4,0.227743433,249.645,
172,2017-07-08 15,,2509.06,199,16.06,246.28,,283.222,2.148758984,49.7,0.105731788,,0.093311941,23.322716,0.15556172,45.2,0.228575366,248.7428,
173,2017-07-08 16,,2503.12,202.5,15.94,241.1,,294.142,2.159691936,48.78,0.106057194,,0.094117312,21.981087,0.154167161,44.7,0.227133109,243.511,
174,2017-07-08 17,,2493.62,199,15.66,237.93,,297.4125,2.1569813,47.9,0.104632295,,0.09475756,22.3225926,0.150839074,44.2,0.22193218,240.3093,
175,2017-07-08 18,,2519.6,204.28,15.8,240.6,,303.156,2.1744148,49.14,0.107360156,,0.096777836,22.570686,0.151352372,44.72,0.225101064,240.6,
176,2017-07-08 19,,2536.6,205,16.06,243,,306.18,2.16727104,49.47,0.106562566,,0.096340068,22.113,0.153058444,44.68,0.228065706,245.43,
177,2017-07-08 20,,2530,205,16.18,241.54,,301.925,2.185161,48.98,0.1095996,,0.0967725,22.6975138,0.1504591,44.54,0.2281301,246.3708,
178,2017-07-08 21,,2530.71,206.74,16.21,242.81,,301.0844,2.185268085,50.01,0.108921758,,0.096571894,22.8362805,0.152222206,45.88,0.229788468,245.2381,
179,2017-07-08 22,,2547.4,207.51,16.02,241.63,,299.6212,2.2213328,51.1,0.11042979,,0.097259732,23.0225064,0.154194122,45.95,0.228399884,248.8789,
180,2017-07-08 23,,2549.27,209,16.36,245.6,,299.632,2.22806198,51,0.1159408,,0.096744797,23.332,0.158258682,46.3,0.230326545,250.512,
181,2017-07-09 00,,2543.76,205.75,16.57,243.4,,292.08,2.261148264,50.8,0.12273642,,0.096815506,24.77812,0.157662245,46.33,0.236925806,253.136,
182,2017-07-09 01,,2544.68,206.51,16.5,245.1,,296.571,2.26985456,51.16,0.124434852,,0.098071967,24.7551,0.1590425,46.18,0.237138729,254.904,
183,2017-07-09 02,,2550,204.51,16.83,245.38,,299.3636,2.259045,51.3,0.1260975,,0.1004445,24.66069,0.156672,46.5,0.2394705,257.649,
184,2017-07-09 03,,2539.66,203,16.49,246,,295.2,2.20696454,50.68,0.120125918,,0.101129261,24.22116,0.1576113,46.25,0.236594726,258.3,
185,2017-07-09 04,,2537.3,202.54,16.6,246.7,,291.106,2.232824,49.75,0.118872505,,0.097533812,24.32462,0.15604395,46.15,0.236704717,261.502,
186,2017-07-09 05,,2526.88,202.2,16.25,244,,292.8,2.1983856,49.5,0.120481638,,0.098573589,23.85344,0.155706346,45.81,0.238082634,258.64,
187,2017-07-09 06,,2518.81,201.88,16.21,245.77,,290.0086,2.17373303,50,0.116646091,,0.097477947,24.0264752,0.154302301,45.09,0.234173766,260.5162,
188,2017-07-09 07,,2515.02,202.5,16.2,244,,290.36,2.19938499,49.7,0.120041905,,0.097960029,23.01164,0.153843773,44.77,0.234550765,258.64,
189,2017-07-09 08,,2492.02,200.48,15.92,240,,288,2.149118048,48.51,0.112689144,,0.096864817,22.7016,0.151489896,44.15,0.23053677,254.4,
190,2017-07-09 09,,2505.6,201.49,15.88,240.64,,288.768,2.11171968,49.07,0.115959168,,0.095187744,22.343424,0.151764192,44.21,0.23151744,252.672,
191,2017-07-09 10,,2510,202.1,16.03,241.9,,287.861,2.112416,49.12,0.1145313,,0.0950286,22.4967,0.1523821,44.98,0.2309451,249.157,
192,2017-07-09 11,,2510,202.1,16.24,242,,290.4,2.148058,49.96,0.1140293,,0.0948278,22.7964,0.1539132,45,0.2297905,251.68,
193,2017-07-09 12,,2502.4,202.17,16.03,239.02,,279.6534,2.10226624,49.04,0.112407808,,0.094440576,22.8072884,0.153747456,44.73,0.229019648,248.5808,
194,2017-07-09 13,,2509.51,199.39,15.97,239.09,,286.908,2.134087304,49.35,0.109841253,,0.095010049,22.9574218,0.152603303,45.47,0.227110655,251.0445,
195,2017-07-09 14,,2511,199.88,15.92,237,,282.03,2.1245571,48.98,0.10910295,,0.09526734,22.5624,0.15189039,45.1,0.22593978,246.48,
196,2017-07-09 15,,2530.83,201.48,16.1,240,,285.6,2.137792101,49.31,0.114266975,,0.094956742,22.4928,0.154709638,45.18,0.228027783,247.2,
197,2017-07-09 16,,2527.56,200.9,15.95,238.9,,284.291,2.130985836,49.3,0.110429096,,0.097816572,22.585606,0.153751475,46.25,0.224978116,248.456,
198,2017-07-09 17,,2527.57,201.8,16.05,239.55,,285.0645,2.09535553,49.1,0.11121308,,0.097513651,22.3667835,0.15236192,46.23,0.228340674,246.7365,
199,2017-07-09 18,,2522,201.2,15.84,239.87,,280.6479,2.1078876,49.43,0.10935392,,0.0981058,22.30791,0.15331238,46.2,0.22604686,244.6674,
200,2017-07-09 19,,2517.53,198.85,15.96,239.65,,285.1835,2.102892809,50,0.109260802,,0.096773853,22.3809135,0.153493804,46,0.226275596,244.443,
201,2017-07-09 20,,2514,198.99,15.78,240.99,,281.9583,2.0793294,49.69,0.11071656,,0.09611022,22.65306,0.15332886,45.94,0.22905054,245.8098,
202,2017-07-09 21,,2507.63,199,15.81,239.85,,280.6245,2.075063825,50.07,0.110084957,,0.096192687,22.4763435,0.155598442,46.06,0.226915439,247.0455,
203,2017-07-09 22,,2491.07,198.14,15.74,238.8,,277.008,2.040435437,49.12,0.106219225,,0.096105481,22.072284,0.154844911,44.86,0.225392014,243.576,
204,2017-07-09 23,,2473.11,194.2,15.51,234.7,,274.599,2.037595329,47.93,0.100235148,,0.095016886,22.005472,0.150983366,44.6,0.223321833,239.394,
205,2017-07-10 00,,2458.98,193.33,15.33,233.01,,274.9518,2.008248966,47.35,0.102170619,,0.094080575,21.9658527,0.151719066,43.77,0.218603322,237.6702,
206,2017-07-10 01,,2481.2,193.99,15.46,235.12,,275.0904,1.99885472,48.4,0.10495476,,0.094384848,22.21884,0.1544547,43.68,0.221645596,237.4712,
207,2017-07-10 02,,2476,193,15.46,234.6,,274.482,1.9978844,48.4,0.10515572,,0.09540028,22.132164,0.1568546,43.94,0.22274096,236.946,
208,2017-07-10 03,,2468,190.45,15.35,234,,276.12,2.0365936,47.99,0.10703716,,0.09472184,21.83922,0.15494104,43.48,0.22056516,238.68,
209,2017-07-10 04,,2471.19,190.47,15.33,233.71,,275.7778,2.0016639,47.82,0.10470432,,0.09390522,21.6392089,0.156352191,43.74,0.219738215,236.0471,
210,2017-07-10 05,,2476,192.05,16.02,234.09,,273.8853,1.9887232,48.35,0.11169236,,0.09285,21.5807571,0.15299204,43.56,0.21984404,236.4309,
211,2017-07-10 06,,2473.46,193.66,16.1,234,,273.78,2.015375208,48.35,0.110786273,,0.092705281,21.61926,0.152389871,43.92,0.220756305,236.34,
212,2017-07-10 07,,2498.99,195.29,16.52,236.48,,276.6816,2.010187556,49.44,0.115403358,,0.093712125,21.9429792,0.153163097,44.4,0.22483413,241.2096,
213,2017-07-10 08,,2495.15,196.2,16.5,233.59,,275.6362,1.985889885,49.08,0.109861455,,0.09464104,21.7916111,0.153626386,44.65,0.222916701,240.5977,
214,2017-07-10 09,,2492.59,197,16.34,233,,277.27,1.929015401,48.73,0.105685816,,0.093821088,21.72725,0.153319211,44.37,0.221267214,239.99,
215,2017-07-10 10,,2483.5,196.06,16.33,230.5,,274.295,1.9247125,48.5,0.099911205,,0.09511805,21.63012,0.152213715,44.32,0.22088249,237.415,
216,2017-07-10 11,,2444.42,194.18,15.72,225.8,,268.702,1.83209279,46.95,0.098339017,,0.091861304,21.520998,0.147398526,43.27,0.215182293,232.574,
217,2017-07-10 12,,2429,188.85,15.2,219.98,,266.1758,1.8113053,45.31,0.09640701,,0.08853705,21.2896644,0.14352961,41.81,0.21020566,228.7792,
218,2017-07-10 13,,2408,185.9,15.08,215.31,,260.5251,1.6870448,44.95,0.09448992,,0.0834372,20.4027756,0.13985664,41.5,0.20711208,219.6162,
219,2017-07-10 14,,2370.31,182.26,15,213,,247.08,1.67817948,44.99,0.093864276,,0.081135711,19.37874,0.138378698,40.91,0.202021521,215.13,
220,2017-07-10 15,,2343.27,181.44,14.67,210.56,,240.0384,1.701917001,44.75,0.092043646,,0.076952987,17.26592,0.135276977,40,0.198381238,210.56,
221,2017-07-10 16,,2384.5,184.23,15,216,,252.72,1.8002975,46.01,0.097740655,,0.07811622,17.35344,0.14135316,42.5,0.207236895,216,
222,2017-07-10 17,,2388.63,184.23,15,216.08,,246.3312,1.7675862,46.28,0.098459329,,0.082240531,18.193936,0.14202794,41.85,0.204371183,218.2408,
223,2017-07-10 18,,2368.2,183.52,14.86,211.93,,239.4809,1.7583885,45.63,0.095106912,,0.0805188,17.16633,0.13877652,41.73,0.2024811,214.0493,
224,2017-07-10 19,,2382.66,184.12,14.9,214.22,,242.0686,1.710988146,45.92,0.094305683,,0.080224162,17.2597054,0.13685999,41.17,0.203598297,216.3622,
225,2017-07-10 20,,2357.39,182.76,14.94,212.86,,236.2746,1.676340029,45.25,0.092598279,,0.079349747,17.3523472,0.133899752,40.94,0.203489905,210.7314,
226,2017-07-10 21,,2293,174.16,14.35,206.19,,228.8709,1.5631381,43.22,0.08977095,,0.07965882,17.2003698,0.12985259,39.75,0.1965101,202.0662,
227,2017-07-10 22,,2305.72,172.05,14.25,204.06,,226.5066,1.4295464,44.16,0.087225388,,0.078256137,16.7145546,0.129650636,39.34,0.191513103,197.244396,
228,2017-07-10 23,,2316,171.1,14.1,201.45,,221.595,1.596882,44.18,0.08622468,,0.07923036,16.1784495,0.13228992,39.68,0.181806,194.298525,
229,2017-07-11 00,,2344.9,177,14.56,210.4,,229.336,1.53919236,45.4,0.090325548,,0.080711458,17.884,0.134948995,39.86,0.190663819,198.25992,
230,2017-07-11 01,,2327.87,174.61,14.22,205.5,,228.105,1.5829516,45,0.085619059,,0.07968299,17.06061,0.127706948,39.6,0.187137469,194.3619,
231,2017-07-11 02,,2292,165,13.7,199.5,,225.435,1.4751312,43.88,0.084231,,0.07531512,16.5186,0.12126972,38.1,0.17801964,183.9789,
232,2017-07-11 03,,2252.78,162,13.15,191.02,,217.7628,1.338827154,42.32,0.07700002,,0.073125239,16.1010758,0.117369838,38,0.168598055,178.03064,
233,2017-07-11 04,,2269,162.06,12.9,192.5,,213.675,1.5320288,43.1,0.07703255,,0.07430975,15.563625,0.11764765,37,0.17028845,175.38675,
234,2017-07-11 05,,2244.7,161,13.1,188,,208.68,1.47184979,42.3,0.077464597,,0.073513925,15.5664,0.118116114,36.57,0.170956352,172.0764,
235,2017-07-11 06,,2188,155.58,12.47,173.3,,190.63,1.3626864,40.08,0.07139444,,0.0710006,14.52254,0.10942188,34.19,0.1543634,163.12729,
236,2017-07-11 07,,2306.91,161,13.25,186.86,,203.6774,1.338469182,42.43,0.078250387,,0.074974575,15.126317,0.114630358,36.2,0.162867846,170.248146,
237,2017-07-11 08,,2250.4,157,12.76,179.33,,197.263,1.34101336,41,0.075590936,,0.073138,14.9041163,0.11522048,35.04,0.159823408,168.964726,
238,2017-07-11 09,,2318,157.04,13.51,194.1,,203.805,1.4677576,43.44,0.07827886,,0.07658672,15.628932,0.12067508,36.7,0.17521762,181.4835,
239,2017-07-11 10,,2298.99,161.08,13.42,192.06,,209.3454,1.497332187,42.67,0.080303721,,0.075682751,15.710508,0.119754389,37.41,0.168538957,183.4173,
240,2017-07-11 11,,2316.05,166.1,13.86,194.82,,208.4574,1.549669055,44.12,0.086249702,,0.075595872,16.5655446,0.120596724,37.79,0.176691455,185.079,
241,2017-07-11 12,,2370,173.46,14.81,207,,225.63,1.60449,45.61,0.0894675,,0.0792528,18.07731,0.1318431,39.47,0.1894578,198.7821,
242,2017-07-11 13,,2331.73,166.55,14.61,198.2,,223.966,1.517723057,44.29,0.079978339,,0.079302137,17.4416,0.127055968,37.45,0.182807632,193.72068,
243,2017-07-11 14,,2330.93,166,14.25,195,,214.5,1.514871407,44.22,0.082701396,,0.078529032,16.81875,0.122350516,36.4,0.177407082,186.4005,
244,2017-07-11 15,,2310,164.56,13.89,193.45,,206.9915,1.482096,43.72,0.082467,,0.0815892,16.6773245,0.1208361,36.8,0.1752135,183.62274,
245,2017-07-11 16,,2333,169.5,14.29,198,,211.86,1.5138837,44.86,0.0849212,,0.08408132,17.50122,0.12362567,37,0.18106413,189.9612,
246,2017-07-11 17,,2327.94,166.77,14.27,195.38,,211.0104,1.47242205,44.54,0.083898958,,0.085854427,17.125057,0.120331219,37.1,0.181346526,185.825918,
247,2017-07-11 18,,2310,164.3,13.84,190.6,,205.848,1.375374,43.7,0.080388,,0.0814044,16.47737,0.1187109,36.76,0.1770846,180.13606,
248,2017-07-11 19,,2278.1,155.31,13.2,183.8,,200.342,1.35957008,42.3,0.074061031,,0.076703627,16.490536,0.114611211,36.18,0.166278519,171.853,
249,2017-07-11 20,,2293.82,156.3,13.4,187.42,,202.4136,1.372163124,42.84,0.076751217,,0.076682403,16.6035378,0.114392803,36.5,0.170797837,171.86414,
250,2017-07-11 21,,2305.47,159.56,13.61,187,,200.09,1.37175465,43.38,0.078478199,,0.076403276,16.30266,0.122420457,36.78,0.173071633,176.6776,
251,2017-07-11 22,,2309.04,161.98,13.88,191.61,,208.8549,1.41313248,43.45,0.076383043,,0.080631677,16.4612151,0.115521271,37,0.176456837,179.021223,
252,2017-07-11 23,,2284,162.71,13.9,188.39,,201.5773,1.4220184,43.46,0.07683376,,0.07930048,16.2354502,0.11641548,36.85,0.17390376,177.745965,
253,2017-07-12 00,,2244.04,156,13.5,184.51,,197.4257,1.36437632,42.63,0.072819098,,0.078316996,16.2885428,0.110653612,34.52,0.169021093,169.7492,
254,2017-07-12 01,,2219.12,154.46,13.25,181.5,,194.205,1.322151696,41.84,0.068770529,,0.077802347,15.893955,0.110534367,35.2,0.16587922,167.21595,
255,2017-07-12 02,,2224,155.75,13.57,182.12,,191.226,1.3330656,41.95,0.06987808,,0.07835152,16.1030504,0.11091088,35.07,0.1694688,169.18948,
256,2017-07-12 03,,2235,159.23,14.48,186.2,,188.062,1.357539,42.3,0.0735315,,0.0783144,16.437736,0.11418615,35.61,0.17207265,172.235,
257,2017-07-12 04,,2280.97,168,14.9,194.09,,197.9718,1.426062444,43.81,0.080883196,,0.080290144,16.9984022,0.117424336,37.5,0.17939829,182.541645,
258,2017-07-12 05,,2281.03,168,15.14,193.5,,197.37,1.50776083,44.02,0.077281296,,0.079904481,17.62011,0.116879977,37.53,0.176277998,182.91555,
259,2017-07-12 06,,2298,168,15.31,196.9,,200.838,1.51668,44.75,0.08213052,,0.08114238,17.721,0.1242069,37.91,0.17963466,185.10569,
260,2017-07-12 07,,2283,171.69,15.4,195.89,,201.7667,1.504497,44.55,0.08129763,,0.08022462,17.8514557,0.1216839,37.91,0.17905569,184.156189,
261,2017-07-12 08,,2294.11,172,15.89,203,,213.15,1.517094943,44.83,0.083023841,,0.081211494,18.26797,0.122826649,38,0.180179399,190.9621,
262,2017-07-12 09,,2310.79,175.11,16.13,200.5,,208.52,1.508021554,45.2,0.082934253,,0.08175575,17.85252,0.129011406,38.51,0.183684697,190.475,
263,2017-07-12 10,,2300,171.61,16.49,197.59,,207.4695,1.47683,44.9,0.083145,,0.0805,17.8799191,0.125557,38.16,0.181953,185.7346,
264,2017-07-12 11,,2330.51,174.8,16.7,200.77,,210.8085,1.597797656,46,0.084341157,,0.081451325,17.8665223,0.128201355,38.4,0.186813682,191.53458,
265,2017-07-12 12,,2312,171.8,16.34,197.8,,207.69,1.6184,44.9,0.08283896,,0.08075816,17.538926,0.12498672,37.9,0.18121456,189.67042,
266,2017-07-12 13,,2308.08,172.82,16.8,198.5,,208.425,1.654431744,45.01,0.082652345,,0.080921285,17.30126,0.125190259,37.87,0.179799432,189.369,
267,2017-07-12 14,,2333.63,173,17.5,202.18,,208.2454,1.633541,46,0.086134283,,0.081887077,17.913148,0.127229508,38.76,0.18202314,190.95901,
268,2017-07-12 15,,2347.77,173.76,18.35,201.77,,211.8585,1.67630778,46.89,0.083557134,,0.082758893,18.1028044,0.128305631,38.9,0.18312606,191.923624,
269,2017-07-12 16,,2371.7,174,18.78,204.13,,214.3365,1.68888757,47.06,0.08561837,,0.083578708,18.1941069,0.130490934,39.47,0.185134902,194.923737,
270,2017-07-12 17,,2389.1,177.52,18.1,219,,221.19,1.7631558,47.6,0.090212416,,0.083952974,18.396,0.132332249,38.89,0.189909559,202.0494,
271,2017-07-12 18,,2382.02,177.96,18.34,220.83,,218.6217,1.741971226,47.07,0.088777885,,0.084442609,18.9361725,0.133845704,39.56,0.188370142,216.302985,
272,2017-07-12 19,,2364.48,179.11,18.64,216.73,,215.147871,1.731272256,47.06,0.089022672,,0.084388291,19.28897,0.132150787,40.59,0.189394848,211.96194,
273,2017-07-12 20,,2364.7,176.08,18.5,213.39,,217.6578,1.75649916,45.97,0.08702096,,0.085152847,19.63188,0.13289614,39.83,0.188844942,211.213422,
274,2017-07-12 21,,2352.87,175.78,18.33,212.47,,214.5947,1.691948817,45.9,0.083597471,,0.083056311,19.9594318,0.130466641,38.89,0.187006108,211.726355,
275,2017-07-12 22,,2372.52,178.5,18.93,220.1,,220.1,1.734074868,46.9,0.085837774,,0.085244644,20.070919,0.131247806,39.78,0.189872776,212.66062,
276,2017-07-12 23,,2375.92,177.61,18.82,223.5,,220.21455,1.74154936,46.86,0.088550538,,0.086649802,21.13416,0.133122798,40.4,0.196274751,214.44825,
277,2017-07-13 00,,2371.7,179.1,18.4,218.3,,218.10353,1.72446307,46.6,0.089341939,,0.086970239,20.812722,0.134119635,40.32,0.206314183,211.88198,
278,2017-07-13 01,,2375,178,18.69,219.8,,216.01944,1.826375,46.28,0.09986875,,0.087495,21.303016,0.13554125,39.8,0.20455875,212.30482,
279,2017-07-13 02,,2393,178.2,19.2,220.2,,217.93194,1.9144,46.9,0.09648576,,0.08839742,21.013686,0.13745392,40.15,0.20610909,211.0617,
280,2017-07-13 03,,2390.39,179.1,19.33,223.25,,220.70495,1.848966665,47.08,0.093488153,,0.088850796,21.32484,0.136969347,40.14,0.209637203,212.422375,
281,2017-07-13 04,,2367,178.9,18.01,216.4,,214.71208,1.86993,46.4,0.09155556,,0.08795772,21.8564,0.1316052,39.33,0.20173941,209.02076,
282,2017-07-13 05,,2359.6,176.1,17.87,214.6,,214.6,1.78196992,45.59,0.08801308,,0.087092836,22.91928,0.133246612,39.11,0.198112016,207.47528,
283,2017-07-13 06,,2345.3,171.03,17.35,207.84,,209.9184,1.76671449,45.47,0.08583798,,0.084454253,21.074976,0.128264457,39,0.192854019,199.5264,
284,2017-07-13 07,,2320.13,167.01,17.19,204.76,,204.76,1.804829127,44.49,0.080717323,,0.082364615,21.438372,0.125542234,38.39,0.18774492,196.77436,
285,2017-07-13 08,,2343.99,170.5,18,209,,204.9872,1.847767317,45,0.085555635,,0.083750763,21.9032,0.128356892,38,0.194129252,198.55,
286,2017-07-13 09,,2328.51,168,17.4,202.8,,201.8874,1.7929527,44.33,0.084524913,,0.084990615,21.61848,0.12573954,37.82,0.19084468,193.24812,
287,2017-07-13 10,,2335.17,167.69,17.59,203.77,,203.179067,1.7980809,44.92,0.085257057,,0.083529031,21.39585,0.127500282,38.14,0.18942899,192.053225,
288,2017-07-13 11,,2357.6,172,17.6,208.5,,212.67,1.83020488,45.64,0.089565224,,0.084331352,21.3504,0.129668,39,0.197142512,199.47195,
289,2017-07-13 12,,2360.11,172.53,17.61,207.5,,211.65,1.83380547,45.84,0.085341578,,0.084845955,21.55925,0.129900454,38.73,0.195865529,197.43625,
290,2017-07-13 13,,2341,169.47,17.46,205.64,,209.7528,1.7473224,45.04,0.0845101,,0.08425259,21.139792,0.12742063,38.29,0.19334319,196.016048,
291,2017-07-13 14,,2345,171.2,17.27,205,,213.2,1.745618,45.1,0.0837165,,0.0854987,21.074,0.12890465,38.19,0.1933687,193.725,
292,2017-07-13 15,,2300,164.54,16.76,196.5,,208.29,1.71189,44.01,0.080523,,0.083421,20.06265,0.124545,36.58,0.185242,186.65535,
293,2017-07-13 16,,2317.32,166.8,16.9,198,,211.86,1.725013008,44.57,0.082450246,,0.084466314,19.8198,0.11992131,37.33,0.186660126,189.4068,
294,2017-07-13 17,,2291,167.6,16.47,191.51,,206.8308,1.67243,43.63,0.08016209,,0.082476,20.166003,0.1143209,37,0.18096609,183.46658,
295,2017-07-13 18,,2316.86,168.84,16.5,196.86,,200.7972,1.682735418,44.3,0.079560972,,0.083986175,20.119092,0.11931829,37.92,0.182661242,185.0484,
296,2017-07-13 19,,2320.75,167,16.57,197.41,,207.2805,1.66676265,44.35,0.078835878,,0.084127188,20.155561,0.118938438,37.99,0.182898308,184.913947,
297,2017-07-13 20,,2323.9,168.7,17,201,,205.02,1.70155958,44.82,0.080081594,,0.084287853,20.2005,0.121168146,38,0.187654925,193.4826,
298,2017-07-13 21,,2324.19,167.78,17.25,199.5,,201.495,1.735937511,44.51,0.080881812,,0.084019469,20.4687,0.121555137,38,0.189142582,192.25815,
299,2017-07-13 22,,2337,169.19,17.56,204.3,,204.3,1.7980878,45,0.08242599,,0.08424885,20.43,0.12264576,38.09,0.191634,192.042,
300,2017-07-13 23,,2327.27,169.19,17.5,204.7,,200.606,1.744754319,45.21,0.082268995,,0.083502448,20.296005,0.121180949,38,0.189951777,192.31565,
301,2017-07-14 00,,2319.25,168.02,17.29,201.97,,201.97,1.70186565,44.84,0.08098821,,0.082310183,20.338379,0.119928418,38,0.186398123,188.983329,
302,2017-07-14 01,,2282,163.8,16.86,195.5,,197.455,1.661296,43.89,0.07672084,,0.08096536,19.9019,0.11795658,37.11,0.18256,180.8375,
303,2017-07-14 02,,2272,163.75,17.09,195.7,,194.09526,1.6317504,44.11,0.0773616,,0.08061056,19.503462,0.11928,36.73,0.18239616,182.1967,
304,2017-07-14 03,,2293,166.53,17.25,198,,192.1194,1.6507307,44.07,0.07926901,,0.08011742,19.9782,0.12063473,36.98,0.18488459,182.3778,
305,2017-07-14 04,,2304,165.5,17.59,199.9,,192.32379,1.665792,44.56,0.08001792,,0.08031744,20.02998,0.120384,37.2,0.18883584,184.12789,
306,2017-07-14 05,,2306.23,166.18,17.34,200.5,,192.48,1.692080951,44.23,0.081940352,,0.07981862,19.935715,0.121353823,37.44,0.188395929,184.6605,
307,2017-07-14 06,,2323.52,167.78,17.74,200.58,,194.86347,1.711737184,44.67,0.081787904,,0.08078879,20.539392,0.121915094,37.61,0.189343645,184.73418,
308,2017-07-14 07,,2332.41,169.05,17.75,202,,195.334,1.720618857,45.18,0.08396676,,0.080094959,21.0686,0.122568145,37.68,0.189928146,186.3652,
309,2017-07-14 08,,2321.42,168.3,17.7,200.19,,194.564661,1.68419021,45.3,0.082781837,,0.079253279,20.879817,0.12303526,37.17,0.187408237,184.695294,
310,2017-07-14 09,,2324.05,169.05,17.58,200.9,,195.25471,1.690746375,45,0.084084129,,0.079203624,20.73288,0.122919005,37.32,0.188782582,185.91286,
311,2017-07-14 10,,2331.1,168.47,17.7,200.8,,196.26192,1.67815889,45.12,0.083803045,,0.080679371,21.084,0.122685793,37.61,0.188469435,185.1376,
312,2017-07-14 11,,2304,168.57,17.59,199.4,,191.70316,1.632384,44.62,0.081792,,0.0791424,20.7376,0.12190464,37.19,0.18643968,184.0462,
313,2017-07-14 12,,2259.14,162.66,16.6,190.65,,189.334515,1.543444448,42.5,0.079295814,,0.077646642,20.304225,0.111714473,36.15,0.177478038,180.16425,
314,2017-07-14 13,,2255.34,160.46,16.71,190,,183.16,1.549193046,42.55,0.077628803,,0.076388366,19.988,0.115247874,35.82,0.177878666,175.37,
315,2017-07-14 14,,2255,161.51,16.61,189.8,,186.004,1.531145,41.85,0.0791054,,0.07421205,18.98,0.11570405,36.17,0.1779195,173.17352,
316,2017-07-14 15,,2236.01,160,16.51,187,,180.9038,1.56073498,41.85,0.077656627,,0.073430568,19.0927,0.114640233,35.66,0.176108148,170.3757,
317,2017-07-14 16,,2192,155.42,16.35,183,,177.5832,1.525632,40.5,0.07498832,,0.06968368,18.8307,0.11328256,34.54,0.17500928,166.7313,
318,2017-07-14 17,,2191,155,16.2,188.34,,179.149008,1.5142001,41.02,0.07477883,,0.07204008,18.852834,0.11233257,34.99,0.1757182,169.69434,
