Jul.Day,YYYY/MM/DD,Wdy,DZD/USD,ARS/USD,AUD/USD,ATS/USD,BSD/USD,BHD/USD,BBD/USD,BEF/USD,BMD/USD,BRL/USD,GBP/USD,BGN/USD,CAD/USD,CLP/USD,CNY/USD,COP/USD,HRK/USD,CYP/USD
2452621,12/12/2002,Thu,77.688,3.52482,1.7694,13.505,1,0.37715,1.9806,39.591,1.00031,3.7774,0.63278,1.9156,1.5548,692.87,8.279,2806.5,7.2688,0.56018
2452622,12/13/2002,Fri,78.967,3.5451,1.7709,13.455,1,0.37686,1.9794,39.445,0.99972,3.7174,0.62904,1.9027,1.5602,696.52,8.2769,2816.2,7.2399,0.55767
2452625,12/16/2002,Mon,77.67,3.55033,1.7659,13.476,1,0.37736,1.98,39.506,1,3.5969,0.62855,1.905,1.5625,695.37,8.276,2810.2,7.254,0.56061
2452626,12/17/2002,Tue,78.354,3.56529,1.767,13.399,1,0.37754,1.98,39.281,1,3.5793,0.62642,1.888,1.5509,694.23,8.2759,2804.5,7.2236,0.55701
2452627,12/18/2002,Wed,78.812,3.54483,1.7682,13.416,1,0.37734,1.9904,39.33,1.00021,3.5287,0.6249,1.8954,1.5537,696.1,8.2776,2830,7.2198,0.55459
2452628,12/19/2002,Thu,79.588,3.51465,1.7688,13.481,1,0.37566,1.9909,39.52,1.00044,3.4658,0.62555,1.8988,1.5475,698.33,8.2798,2808.5,7.2858,0.56156
2452629,12/20/2002,Fri,79.166,3.49482,1.7795,13.4,1,0.37766,1.9892,39.285,0.99961,3.4353,0.62416,1.8963,1.5524,699.59,8.2795,2822.5,7.2138,0.55826
2452632,12/23/2002,Mon,78.984,3.49032,1.7815,13.465,1,0.37666,1.9806,39.474,1.00031,3.5053,0.62991,1.9005,1.5504,707.3,8.2776,2829.2,7.255,0.55624
2452633,12/24/2002,Tue,78.166,3.45535,1.7756,13.354,1,0.37712,1.9802,39.149,1.00011,3.5046,0.62644,1.8862,1.548,706.2,8.2781,2824.8,7.2101,0.55106
2452636,12/27/2002,Fri,79.406,3.41477,1.7829,13.217,1,0.37664,1.9797,38.746,0.99985,3.55,0.62409,1.8717,1.5684,713.23,8.2765,2862,7.1518,0.5506
2452639,12/30/2002,Mon,76.625,3.38529,1.7738,13.155,1,0.37762,1.9802,38.567,1.00009,3.5449,0.62338,1.8612,1.5789,720.3,8.2752,2860.3,7.0803,0.54839
2452640,12/31/2002,Tue,78.085,3.36515,1.777,13.122,1,0.37875,1.9804,38.47,1.00021,3.5401,0.6212,1.8544,1.5796,720.29,8.2788,2866.8,7.1282,0.54213
2452642,1/2/2003,Thu,76.948,3.3748,1.7751,13.278,1,0.3788,1.9803,38.926,1.00015,3.5395,0.62582,1.8723,1.5747,718.38,8.2792,2837.3,7.2333,0.54761
2452643,1/3/2003,Fri,76.56,3.3451,1.7701,13.207,1,0.37743,1.9804,38.719,1.00021,3.4338,0.62333,1.8675,1.5665,713.99,8.2752,2848.2,7.2289,0.54712
2452646,1/6/2003,Mon,76.921,3.3247,1.735,13.147,1,0.377,1.9898,38.541,0.99989,3.3382,0.622,1.8646,1.5596,712.8,8.2781,2851.2,7.197,0.54634
2452647,1/7/2003,Tue,79.76,3.2853,1.7375,13.208,1,0.37616,1.9903,38.721,1.00017,3.3125,0.62286,1.8763,1.5592,712.29,8.276,2898.1,7.2118,0.55155
2452648,1/8/2003,Wed,78.635,3.2953,1.7381,13.168,1,0.37688,1.9894,38.604,0.99968,3.2883,0.62255,1.8842,1.5613,710.97,8.2784,2891.3,7.1916,0.54858
2452649,1/9/2003,Thu,78.056,3.3348,1.7339,13.144,1,0.37758,1.9897,38.532,0.99982,3.3057,0.62355,1.8611,1.5537,711.08,8.2776,2898.7,7.1632,0.5459
2452650,1/10/2003,Fri,78.714,3.385,1.7174,13.056,1,0.37812,1.9909,38.276,1.00043,3.2909,0.62197,1.8629,1.55,713.63,8.2755,2913.5,7.133,0.54803
2452653,1/13/2003,Mon,76.888,3.3547,1.7133,13.06,1,0.37707,1.9902,38.286,1.0001,3.3043,0.62383,1.8543,1.5418,711.49,8.2759,2903.6,7.1281,0.54728
2452654,1/14/2003,Tue,76.899,3.285,1.7136,13.016,1,0.37678,1.9905,38.157,1.00024,3.2628,0.62223,1.8485,1.5397,713.15,8.278,2905.1,7.0791,0.54491
2452655,1/15/2003,Wed,78.735,3.2347,1.7096,13.006,1,0.37661,1.9906,38.129,1.00032,3.3193,0.62363,1.8581,1.5352,718.39,8.276,2918.6,7.0681,0.54887
2452656,1/16/2003,Thu,78.417,3.275,1.7032,13.018,1,0.37739,1.9897,38.164,0.99983,3.2918,0.62203,1.8499,1.5363,720.25,8.2775,2931.9,7.0667,0.54698
2452657,1/17/2003,Fri,76.917,3.255,1.6923,12.905,1,0.377,1.9906,37.834,1.00033,3.3649,0.61807,1.8356,1.5354,726.3,8.2771,2924.6,7.0334,0.54348
2452660,1/20/2003,Mon,78.418,3.2248,1.6941,12.896,1,0.37678,1.9899,37.805,0.99997,3.4196,0.62202,1.8353,1.5347,723.23,8.2778,2934.4,7.0238,0.54274
2452661,1/21/2003,Tue,78.047,3.135,1.7043,12.886,1,0.37722,1.98,37.777,0.99999,3.4644,0.62015,1.822,1.533,727.92,8.2775,2925.6,7.016,0.54435
2452662,1/22/2003,Wed,76.523,3.0652,1.706,12.824,1,0.37702,1.9897,37.596,0.99984,3.5122,0.61827,1.8148,1.532,730.22,8.2766,2951.8,7.0211,0.54089
2452663,1/23/2003,Thu,78.101,3.1549,1.6918,12.779,1,0.37673,1.9901,37.463,1.00005,3.5273,0.6161,1.8161,1.5238,729.09,8.277,2930.4,6.9835,0.53402
2452664,1/24/2003,Fri,78.077,3.2351,1.6878,12.71,1,0.37787,1.99,37.26,0.99998,3.6129,0.61261,1.8133,1.5221,734.96,8.2768,2921.5,6.9661,0.53719
2452667,1/27/2003,Mon,76.412,3.27,1.6969,12.693,1,0.37998,1.9793,37.211,0.99966,3.6548,0.61141,1.7984,1.5248,738.4,8.278,2949.3,6.9594,0.53082
2452668,1/28/2003,Tue,76.454,3.3552,1.6987,12.7,1,0.37887,1.9806,37.23,1.0003,3.6381,0.60974,1.7987,1.536,738.46,8.2759,2959.5,6.985,0.53216
2452669,1/29/2003,Wed,78.839,3.3153,1.6925,12.668,1,0.3771,1.9866,37.138,0.9996,3.616,0.6076,1.8709,1.5227,738.82,8.2755,2945.3,6.9689,0.53133
2452670,1/30/2003,Thu,78.113,3.2649,1.7036,12.77,1,0.37762,1.9801,37.437,1.00007,3.5602,0.60661,1.8101,1.5309,735.3,8.2796,2921.6,7.0354,0.53204
2452671,1/31/2003,Fri,79.574,3.2203,1.7057,12.813,1,0.37883,1.9902,37.561,1.00011,3.5085,0.60793,1.8086,1.529,735.1,8.2783,2951.7,7.0591,0.53496
2452674,2/3/2003,Mon,76.805,3.2199,1.7099,12.786,1,0.37777,1.99,37.484,1.00001,3.5351,0.6096,1.8171,1.5201,733.64,8.2794,2963.2,7.0408,0.53992
2452675,2/4/2003,Tue,79.593,3.1753,1.6927,12.649,1,0.3769,1.9907,37.083,1.00035,3.5547,0.60706,1.809,1.5143,743.4,8.2794,2963.4,6.9623,0.53519
2452676,2/5/2003,Wed,78.091,3.1703,1.6934,12.69,1,0.3766,1.9798,37.201,0.99991,3.5728,0.60761,1.7899,1.5195,741.58,8.2807,2967.8,6.9991,0.52995
2452677,2/6/2003,Thu,77.639,3.1751,1.6919,12.708,1,0.37807,1.9905,37.255,1.00024,3.6003,0.61146,1.7964,1.5215,742.92,8.278,2960.1,7.0051,0.53213
2452678,2/7/2003,Fri,79.554,3.1749,1.6933,12.74,1,0.37705,1.9897,37.349,0.99986,3.5816,0.61411,1.8081,1.5211,742.36,8.2804,2953.6,7.0324,0.53483
2452681,2/10/2003,Mon,77.72,3.1647,1.6954,12.804,1,0.37735,1.9814,37.538,1.00069,3.6009,0.61436,1.8003,1.5311,743.61,8.2762,2967.2,7.0202,0.53437
2452682,2/11/2003,Tue,79.609,3.115,1.6971,12.803,1,0.3772,1.9911,37.534,1.00056,3.5767,0.61752,1.8094,1.5301,745.3,8.2753,2965.3,7.0609,0.5352
2452683,2/12/2003,Wed,79.581,3.1052,1.6938,12.838,1,0.37685,1.9904,37.637,1.0002,3.5902,0.61881,1.8237,1.5287,747.53,8.2767,2962.6,7.0773,0.54206
2452684,2/13/2003,Thu,79.606,3.1349,1.6781,12.704,1,0.37745,1.991,37.242,1.00052,3.6352,0.61691,1.8206,1.5195,748.89,8.2761,2962,7.0445,0.54103
2452685,2/14/2003,Fri,79.594,3.2349,1.6885,12.742,1,0.37596,1.9907,37.354,1.00036,3.6598,0.6206,1.8161,1.5188,745.97,8.2768,2954.9,7.0315,0.53959
2452688,2/17/2003,Mon,78.053,3.1653,1.6903,12.809,1,0.37695,1.9895,37.552,0.99977,3.6212,0.62547,1.8088,1.5209,741.18,8.2793,2930.4,7.0773,0.54134
2452689,2/18/2003,Tue,79.567,3.175,1.691,12.849,1,0.37645,1.9901,37.669,1.00003,3.5947,0.62797,1.8219,1.5148,740.37,8.2776,2935.7,7.0984,0.54162
2452690,2/19/2003,Wed,78.114,3.2053,1.6823,12.807,1,0.37732,1.9883,37.545,1.00013,3.6087,0.62674,1.8244,1.5142,746.65,8.2788,2940.2,7.0757,0.54007
2452691,2/20/2003,Thu,79.589,3.2448,1.6705,12.715,1,,1.9906,37.275,1.0003,3.6248,0.62807,1.7995,1.5043,748.04,8.279,2938.1,7.0393,0.53316
2452692,2/21/2003,Fri,77.695,3.205,1.674,12.759,1,0.37713,1.9901,37.403,1.00006,3.6101,0.63035,1.7981,1.5054,749.7,8.276,2940.2,7.0743,0.53713
2452695,2/24/2003,Mon,77.729,3.1848,1.6506,12.762,1,0.37768,1.9807,37.413,1.00037,3.5912,0.63053,1.8077,1.4943,754.32,8.2787,2947.3,7.0753,0.5362
2452696,2/25/2003,Tue,77.649,3.165,1.6528,12.758,1,0.37657,1.9799,37.403,0.99997,3.6044,0.63588,1.8083,1.4926,753.46,8.2784,2949.8,7.0706,0.53498
2452697,2/26/2003,Wed,78.578,3.1851,1.6463,12.745,1,0.37662,1.99,37.363,0.99997,3.5833,0.63246,1.8084,1.4935,753.91,8.2788,2951.6,7.0715,0.53749
2452698,2/27/2003,Thu,78.475,3.2051,1.6527,12.783,1,0.37733,1.9909,37.475,1.00045,3.5642,0.63286,1.8092,1.4952,751.36,8.2791,2954.9,7.1098,0.53424
2452699,2/28/2003,Fri,78.19,3.205,1.6448,12.766,1,0.37781,1.9808,37.426,1.00043,3.5636,0.6354,1.8108,1.4871,749.17,8.2755,2962.3,7.0983,0.53523
2452702,3/3/2003,Mon,78.124,3.2148,1.6293,12.7,1,0.37723,1.9809,37.23,1.00046,3.5653,0.63461,1.7958,1.4846,749.42,8.2754,2963.3,7.0864,0.53325
2452703,3/4/2003,Tue,78.075,3.2148,1.6289,12.639,1,0.37657,1.9802,37.054,1.00009,3.5647,0.63201,1.7843,1.4772,754.06,8.2756,2966.3,7.0578,0.52905
2452704,3/5/2003,Wed,78.085,3.1847,1.6224,12.547,1,0.37787,1.9807,36.782,1.00034,3.5683,0.62497,1.7756,1.4723,756.19,8.276,2962.4,7.0043,0.52718
2452705,3/6/2003,Thu,77.088,3.1953,1.628,12.513,1,0.37708,1.9803,36.682,1.00013,3.5253,0.62308,1.7712,1.4711,754.41,8.2786,2960,6.9853,0.52607
2452706,3/7/2003,Fri,77.217,3.175,1.6291,12.491,1,0.37721,1.9803,36.619,1.00013,3.506,0.62413,1.7812,1.4662,754.22,8.2789,2962,6.9653,0.52407
2452709,3/10/2003,Mon,78.107,3.16,1.6238,12.439,1,0.3771,1.9802,36.466,1.00012,3.5188,0.62475,1.7675,1.4656,756.24,8.2756,2960.8,6.9427,0.52223
2452710,3/11/2003,Tue,78.068,3.1549,1.6563,12.477,1,0.37705,1.9902,36.578,1.00013,3.4843,0.62338,1.7592,1.4721,751.84,8.2749,2962,6.9373,0.52007
2452711,3/12/2003,Wed,77.221,3.1352,1.6786,12.483,1,0.37628,1.9904,36.594,1.00018,3.4773,0.6201,1.7615,1.4723,755.03,8.276,2962.4,6.9448,0.52552
2452712,3/13/2003,Thu,78.215,3.1349,1.6827,12.658,1,0.37723,1.991,37.109,1.00048,3.4248,0.62269,1.7699,1.485,742.87,8.2776,2958.2,7.0513,0.53626
2452713,3/14/2003,Fri,77.234,3.1449,1.6769,12.831,1,0.3793,1.9907,37.614,1.00035,3.3856,0.63196,1.7958,1.4822,738.15,8.2758,2958.5,7.1431,0.53956
2452716,3/17/2003,Mon,78.32,3.1049,1.6873,12.968,1,0.37792,1.9804,38.018,1.00018,3.4088,0.63749,1.8353,1.4835,738.43,8.2785,2955.2,7.219,0.54709
2452717,3/18/2003,Tue,77.219,3.0849,1.6866,12.952,1,0.37805,1.9903,37.97,1.00015,3.445,0.64006,1.8309,1.4786,734.16,8.2788,2957.2,7.1951,0.54658
2452718,3/19/2003,Wed,78.271,3.0349,1.6911,12.993,1,0.37644,1.9904,38.091,1.0002,3.4743,0.63885,1.8403,1.4804,738.72,8.275,2954.9,7.2179,0.54711
2452719,3/20/2003,Thu,78.226,3.0552,1.6848,12.953,1,0.37626,1.9802,37.974,1.00011,3.4794,0.6379,1.8392,1.4784,742.54,8.2777,2956.8,7.2542,0.54456
2452720,3/21/2003,Fri,77.237,3.0547,1.692,13.057,1,0.37609,1.9908,38.278,1.00039,3.4237,0.63866,1.8425,1.4907,742.75,8.2771,2957.7,7.254,0.55168
2452723,3/24/2003,Mon,78.219,3.0151,1.6817,12.928,1,0.37697,1.9798,37.9,0.9999,3.4041,0.63494,1.8288,1.4801,731.64,8.278,2960.2,7.2306,0.54594
2452724,3/25/2003,Tue,77.211,2.955,1.6755,12.891,1,0.37738,1.9901,37.792,1.00005,3.3927,0.63661,1.8231,1.4775,726.76,8.2773,2960.9,7.2179,0.54303
2452725,3/26/2003,Wed,77.208,2.8951,1.6742,12.886,1,0.37738,1.99,37.777,1.00001,3.3902,0.6352,1.8358,1.471,726.42,8.278,2959.8,7.2037,0.54904
2452726,3/27/2003,Thu,77.286,2.8648,1.6658,12.848,1,0.37839,1.992,37.667,1.00102,3.4002,0.63779,1.8288,1.4682,728.64,8.2762,2960.1,7.1795,0.54503
2452727,3/28/2003,Fri,77.227,2.9949,1.6657,12.786,1,0.3759,1.9905,37.485,1.00026,3.3688,0.6379,1.8186,1.4678,725.56,8.2786,2959.3,7.1322,0.54264
2452730,3/31/2003,Mon,77.228,2.9852,1.6535,12.622,1,0.37685,1.9905,37.003,1.00027,3.3287,0.63324,1.8178,1.4693,735.75,8.2777,2956.3,7.0369,0.54442
2452731,4/1/2003,Tue,77.329,2.9749,1.6539,12.617,1,0.37662,1.9807,36.987,1.00036,3.3264,0.63425,1.7845,1.4726,726.49,8.2777,2957,6.9825,0.53219
2452732,4/2/2003,Wed,77.329,2.9253,1.6668,12.783,1,0.37869,1.9794,37.476,0.9997,3.2802,0.63848,1.8075,1.4761,722.52,8.2787,2952.2,7.0324,0.53983
2452733,4/3/2003,Thu,77.338,2.9148,1.6673,12.814,1,,2.0279,37.567,0.99996,3.2386,0.63614,1.8124,1.4752,721.72,8.2783,2950.4,7.0214,0.54198
2452734,4/4/2003,Fri,78.482,2.9152,1.6635,12.844,1,0.37685,2.0257,37.654,1.0001,3.2314,0.6411,1.8152,1.4719,721.87,8.2784,2943.8,7.0157,0.54305
2452737,4/7/2003,Mon,77.395,2.9053,1.6747,12.955,1,0.37863,1.9794,37.979,0.9997,3.1743,0.64509,1.8323,1.4846,718.24,8.2754,2939.8,7.0662,0.54777
2452738,4/8/2003,Tue,77.351,2.9253,1.6654,12.879,1,0.37703,1.9795,37.757,0.99974,3.1766,0.64486,1.8195,1.4679,718.85,8.2792,2935.8,7.0302,0.54387
2452739,4/9/2003,Wed,77.401,2.935,1.6576,12.834,1,0.37723,1.9795,37.623,0.99974,3.1743,0.64259,1.8272,1.4678,721.99,8.2786,2912.3,7.0095,0.54386
2452740,4/10/2003,Thu,77.66,2.9053,1.6489,12.737,1,0.37786,2.0098,37.339,0.99917,3.2135,0.63616,1.7996,1.457,725.6,8.2784,2914,6.9813,0.53869
2452741,4/11/2003,Fri,79.846,2.8951,1.6531,12.798,1,0.37646,2.0219,37.52,1,3.2222,0.63641,1.8179,1.4516,722.55,8.2759,2926.6,7.0295,0.55117
2452744,4/14/2003,Mon,77.303,2.9453,1.6568,12.773,1,0.37687,1.98,37.446,1,3.1778,0.63642,1.8071,1.4532,720.12,8.2756,2935.8,6.9933,0.541
2452745,4/15/2003,Tue,77.359,2.9848,1.6506,12.74,1,,1.9798,37.347,0.99991,3.1135,0.63671,1.8027,1.4515,718.57,8.2754,2920.5,6.955,0.54059
2452746,4/16/2003,Wed,77.284,2.9549,1.6349,12.66,1,0.37754,1.9792,37.113,0.99958,3.0631,0.63515,1.7922,1.4562,714.52,8.2786,2918.2,6.9277,0.53677
2452747,4/17/2003,Thu,77.334,2.935,1.6262,12.617,1,0.37643,1.9898,36.987,0.99991,3.0333,0.63448,1.7838,1.4496,714.44,8.2787,2916.7,6.893,0.53395
2452751,4/21/2003,Mon,77.348,2.9047,1.6283,12.674,1,0.37708,1.98,37.157,0.99999,3.0351,0.64133,1.7908,1.4544,713.99,8.2777,2920.5,6.9257,0.53699
2452752,4/22/2003,Tue,77.357,2.8752,1.6079,12.547,1,0.37692,1.9809,36.784,1.00058,3.0549,0.63419,1.7742,1.4471,716.39,8.2786,2911.7,6.8615,0.53731
2452753,4/23/2003,Wed,78.467,2.8451,1.6207,12.568,1,0.3769,1.9859,36.843,0.99998,3.0079,0.63227,1.7758,1.451,709.88,8.2772,2907.8,6.8735,0.53309
2452754,4/24/2003,Thu,78.018,2.8648,1.6109,12.463,1,0.37765,1.9745,36.536,1.00043,2.9998,0.62603,1.7768,1.4579,710.13,8.2788,2910,6.8414,0.53023
2452755,4/25/2003,Fri,78.235,2.8851,1.6259,12.464,1,0.37835,1.98,36.538,1.00001,3.0112,0.6283,1.763,1.4532,712,8.2756,2912.2,6.8515,0.52903
2452758,4/28/2003,Mon,77.339,2.8652,1.6146,12.51,1,0.37744,1.9807,36.675,1.00036,3.0023,0.62862,1.7706,1.4501,709.79,8.2768,2894.4,6.8921,0.53219
2452759,4/29/2003,Tue,79.192,2.8549,1.6122,12.497,1,0.37771,1.9797,36.637,0.99983,2.9036,0.62865,1.7661,1.4457,704.53,8.2753,2891.4,6.8647,0.53058
2452760,4/30/2003,Wed,76.403,2.8352,1.597,12.303,1,0.377,1.9907,36.068,1.00036,2.8849,0.62489,1.7417,1.4335,704.08,8.2766,2867,6.7554,0.52319
2452761,5/1/2003,Thu,,2.8252,1.5826,12.243,1,0.37679,,35.893,,2.911,0.62097,,1.4188,702.38,8.2777,2872.1,6.7114,
2452762,5/2/2003,Fri,76.381,2.7948,1.5869,12.286,1,0.37788,1.9804,36.017,1.0002,2.9062,0.62412,1.7353,1.4223,699.95,8.2788,2861.8,6.7408,0.5211
2452765,5/5/2003,Mon,77.265,2.7951,1.576,12.207,1,0.37732,1.9804,35.787,1.00019,2.9928,0.62256,1.7253,1.4132,699.95,8.2788,2866.5,6.7392,0.5181
2452766,5/6/2003,Tue,77.209,2.7952,1.5662,12.118,1,,1.9797,35.526,0.99983,2.9962,0.61953,1.7247,1.4082,700.95,8.2787,2856.4,6.6898,0.51791
2452767,5/7/2003,Wed,79.579,2.8147,1.5712,12.134,1,,1.9426,35.571,0.99974,2.958,0.62781,1.7153,1.4009,694.2,8.2747,2864.8,6.6805,0.51187
2452768,5/8/2003,Thu,75.763,2.7749,1.5573,12.014,1,0.37798,1.9795,35.22,0.99974,2.9018,0.62366,1.7029,1.3952,694.47,8.2752,2847.4,6.5967,0.50887
2452769,5/9/2003,Fri,79.588,2.7551,1.5507,11.966,1,0.37697,1.9298,35.08,1.00042,2.8763,0.62316,1.7027,1.3927,695.31,8.2751,2836.5,6.5416,0.50871
2452772,5/12/2003,Mon,77.951,2.7752,1.5427,11.906,1,0.37643,1.9803,34.903,1.00016,2.8698,0.62126,1.6833,1.3887,696.44,8.2759,2828.3,6.5014,0.50508
2452773,5/13/2003,Tue,77.968,2.7548,1.5477,11.964,1,0.37776,1.9805,35.073,1.00024,2.8632,0.62103,1.6904,1.3898,693.86,8.2776,2807.7,6.5188,0.50712
2452774,5/14/2003,Wed,76.311,2.7752,1.5441,11.966,1,0.37834,1.9804,35.081,1.00018,2.8983,0.61867,1.6924,1.3787,701.99,8.2755,2831,6.5156,0.50709
2452775,5/15/2003,Thu,77.933,2.845,1.5551,12.01,1,0.3752,1.9796,35.208,0.99981,2.9118,0.61502,1.6977,1.3761,706.78,8.2748,2837.3,6.556,0.5089
2452776,5/16/2003,Fri,77.87,2.9347,1.5377,11.921,1,0.37753,1.9798,34.947,0.99989,2.9608,0.61569,1.6858,1.3667,708.14,8.278,2817.9,6.5019,0.50494
2452780,5/20/2003,Tue,77.912,2.8947,1.5219,11.774,1,0.37541,1.9794,34.518,0.9997,3.0087,0.60985,1.6636,1.3446,712.94,8.2745,2929.4,6.4181,0.49788
2452781,5/21/2003,Wed,77.868,2.8549,1.524,11.753,1,0.37653,1.979,34.455,0.99948,2.9976,0.60895,1.6605,1.3495,711.39,8.2791,2914.7,6.4231,0.49774
2452782,5/22/2003,Thu,77.902,2.8552,1.518,11.76,1,0.37494,1.9799,34.476,0.99993,2.9854,0.61165,1.6649,1.3682,707.81,8.2771,2911.1,6.4235,0.49896
2452783,5/23/2003,Fri,77.891,2.8848,1.5194,11.672,1,0.3778,1.8811,34.219,0.99978,2.9259,0.61062,1.6636,1.3775,705.33,8.2782,2863.8,6.3744,0.5002
2452786,5/26/2003,Mon,,2.8747,1.5167,11.597,1,0.37727,,33.998,,2.9045,0.6099,,1.3744,705.54,8.2795,2851.5,6.3571,
2452787,5/27/2003,Tue,72.461,2.8551,1.5176,11.607,1,0.3764,1.9828,34.028,1.00143,3.0331,0.60969,1.6433,1.3746,708.92,8.2757,2846,6.3492,0.49729
2452788,5/28/2003,Wed,,2.8851,1.5417,11.716,1,0.37744,,34.348,,3.0176,0.61148,,1.3866,712.17,8.2782,2882.7,6.4403,
2452789,5/29/2003,Thu,76.182,2.8841,1.5433,11.628,1,0.37887,1.8904,34.089,1.00072,2.9314,0.60654,1.6545,1.3769,710.48,8.2746,2856.6,6.3864,0.50023
2452790,5/30/2003,Fri,,2.8648,1.5338,11.696,1,0.37761,,34.289,,2.9774,0.60989,,1.3708,710.63,8.2778,2849.9,6.4146,
2452793,6/2/2003,Mon,79.582,2.8461,1.5232,11.716,1,,2.013,34.346,1.00037,2.9707,0.61095,1.6471,1.3695,709.59,8.2749,2847.2,6.4356,0.49674
2452794,6/3/2003,Tue,,2.8349,1.5157,11.756,1,0.37987,,34.463,,2.9606,0.61428,,1.3758,712.48,8.278,2842.6,6.4531,
2452795,6/4/2003,Wed,79.56,2.8526,1.5015,11.752,1,0.37714,2.0125,34.452,1.00015,2.9229,0.61213,1.6606,1.3574,713.29,8.2768,2851.7,6.4546,0.50091
2452796,6/5/2003,Thu,79.772,2.835,1.4983,11.592,1,0.37582,2.0178,33.983,1.00039,2.8795,0.6024,1.6655,1.3401,717.4,8.2773,2839.2,6.3602,0.50243
2452797,6/6/2003,Fri,78.79,2.8429,1.5176,11.767,1,0.37619,1.993,34.496,1.00031,2.8827,0.6018,1.6535,1.354,712.63,8.2763,2826.7,6.4507,0.49831
2452800,6/9/2003,Mon,79.618,2.8111,1.5188,11.718,1,0.37686,2.0139,34.352,1.0004,2.8472,0.60765,1.6486,1.3584,716.83,8.2779,2818.3,6.4318,0.4962
2452801,6/10/2003,Tue,79.472,2.8129,1.5224,11.774,1,0.37786,2.0102,34.518,1,2.86,0.60507,1.6599,1.3648,717.18,8.2765,2808.2,6.4652,0.4985
2452802,6/11/2003,Wed,79.371,2.8062,1.5046,11.695,1,0.37742,2.0077,34.286,1.00041,2.8761,0.59964,1.6645,1.3529,716.96,8.2746,2818.5,6.4119,0.50131
2452803,6/12/2003,Thu,79.335,2.836,1.5035,11.693,1,,2.0068,34.279,1.00035,2.8657,0.59932,1.6573,1.3489,706.23,8.2755,2833.8,6.405,0.49717
2452804,6/13/2003,Fri,79.19,2.8253,1.4982,11.632,1,0.37734,2.0031,34.1,1.00009,2.8543,0.59963,1.659,1.3361,706.93,8.2782,2818.8,6.3745,0.49944
2452807,6/16/2003,Mon,76.164,2.8025,1.4983,11.618,1,0.37588,1.9797,34.06,0.99983,2.8524,0.59467,1.6427,1.3392,707.82,8.2769,2819.4,6.362,0.49603
2452808,6/17/2003,Tue,78.931,2.8024,1.4884,11.65,1,,1.9966,34.155,1.00013,2.8833,0.59382,1.6462,1.3396,705.42,8.2794,2826.2,6.379,0.49904
2452809,6/18/2003,Wed,79.519,2.8044,1.4864,11.752,1,0.3763,1.981,34.452,1.00052,2.9049,0.59541,1.6506,1.3342,706.67,8.2767,2832.7,6.4423,0.49826
2452810,6/19/2003,Thu,75.896,2.7909,1.4939,11.781,1,0.3788,1.9773,34.538,0.99863,2.8875,0.5977,1.6615,1.3496,706.23,8.2747,2829.4,6.4512,0.50029
2452811,6/20/2003,Fri,75.642,2.7818,1.4969,11.844,1,0.37689,1.9806,34.722,1.00029,2.8821,0.60075,1.6703,1.3592,704.98,8.2777,2825.8,6.494,0.50015
2452814,6/23/2003,Mon,75.616,2.7889,1.5046,11.914,1,0.37617,1.9799,34.927,0.99995,2.8837,0.59935,1.6859,1.3562,705.62,8.2796,2819.5,6.4983,0.50397
2452815,6/24/2003,Tue,75.645,2.7569,1.5087,11.967,1,0.3775,1.9807,35.084,1.00033,2.8556,0.60219,1.6915,1.361,703.36,8.2786,2817.8,6.5244,0.50515
2452816,6/25/2003,Wed,78.126,2.7402,1.4876,11.869,1,0.3761,1.9794,34.794,0.99971,2.8465,0.59567,1.6798,1.3427,704.09,8.2781,2809,6.4802,0.50194
2452817,6/26/2003,Thu,78.187,2.7708,1.5038,12.039,1,0.37639,1.9799,35.293,0.99993,2.8905,0.60088,1.7015,1.3539,698.61,8.2757,2808.9,6.5596,0.50914
2452818,6/27/2003,Fri,81.665,2.7741,1.5024,12.038,1,0.37773,1.9792,35.291,0.99962,2.8804,0.60606,1.7039,1.3489,697.83,8.2755,2816.1,6.564,0.50972
2452821,6/30/2003,Mon,77.957,2.7902,1.4895,11.962,1,0.37918,1.9795,35.069,0.99972,2.8593,0.60499,1.6906,1.3553,696.81,8.2792,2817.7,6.5221,0.5059
2452823,7/2/2003,Wed,76.307,2.7865,1.4683,11.942,1,0.3772,1.9805,35.009,1.00024,2.821,0.60067,1.6875,1.3363,695.99,8.2794,2813.3,6.4995,0.50612
2452824,7/3/2003,Thu,75.96,2.7813,1.4639,11.961,1,0.37683,1.9802,35.064,1.00011,2.8316,0.59793,1.6912,1.3365,697.18,8.2755,2813.7,6.5259,0.50706
2452825,7/4/2003,Fri,78.177,2.7875,1.4721,11.972,1,0.37697,1.984,35.097,1.00038,2.8277,0.59928,1.6995,1.3409,698.02,8.2772,2817,6.5346,0.51299
2452828,7/7/2003,Mon,77.468,2.7761,1.469,12.132,1,0.37734,1.9801,35.566,1.00003,2.8726,0.60545,1.7151,1.3484,697.21,8.2775,2820.9,6.6293,0.51402
2452829,7/8/2003,Tue,76.02,2.7625,1.5234,12.213,1,0.3783,1.9811,35.803,1.00056,2.8878,0.61235,1.716,1.3691,706.09,8.2775,2834.6,6.6526,0.51429
2452830,7/9/2003,Wed,78.938,2.7548,1.5275,12.162,1,0.37703,1.9791,35.654,0.99957,2.8596,0.61333,1.7176,1.3749,706.16,8.2775,2834.8,6.6517,0.51817
