Date,BTC/USD,LTC/USD,ETH/USD,DASH/USD,ETC/USD,XMR/USD,XRP/USD,BCH/USD
2017-09-18 04-AM,3792.3,53.06,280.9,328.81,11.69,96.5,0.186012315,454
2017-09-18 03-AM,3830,53.58,282,323.3,11.8,97.2,0.1859848,459.33
2017-09-18 02-AM,3759,52.26,270.71,318.93,11.3,95.42,0.18291294,450
2017-09-18 01-AM,3732,51.85,264,317,11.21,95.41,0.18279336,446.49
2017-09-18 12-AM,3678,50.79,257.6,312.61,11,94,0.18136218,439.97
2017-09-17 11-PM,3708.25,51.45,258.2,308.59,11.11,95.47,0.182334653,446.7
2017-09-17 10-PM,3692.48,51.3,257.21,304,11.07,94.99,0.181891565,444.35
2017-09-17 09-PM,3700,51.7,257.81,306.9,11.13,95.08,0.181966,446
2017-09-17 08-PM,3715,52.25,261,307.5,11.25,95.5,0.1810691,446.2
2017-09-17 07-PM,3705.6,51.8,260.5,306.54,11.2,95.6,0.181315008,446.1
2017-09-17 06-PM,3750.32,52.3,261.72,308,11.31,96.5,0.182790597,448.5
2017-09-17 05-PM,3716,51.88,257.23,306.59,11.1,95.45,0.18137796,445.39
2017-09-17 04-PM,3675,51.1,254.2,303.5,11.07,95.24,0.18158175,436.5
2017-09-17 03-PM,3665.45,50.89,252.5,300.1,10.96,95.27,0.180926612,437
2017-09-17 02-PM,3669.62,51.4,252.02,301.95,11.03,94.43,0.181242532,437.45
2017-09-17 01-PM,3582.83,49.78,245,295.09,10.7,92.68,0.176597691,425.6
2017-09-17 12-PM,3559.56,49.43,244.5,291.87,10.61,91.63,0.17619822,420.09
2017-09-17 11-AM,3578,49.47,245.5,294.09,10.72,92.5,0.17578714,421.2
2017-09-17 10-AM,3595,50.19,246.89,290.06,10.78,93,0.17676615,424.02
2017-09-17 09-AM,3545,49.32,243.82,281.68,10.6,90.2,0.17558385,414.69
2017-09-17 08-AM,3533,48.58,241.99,282.91,10.59,90.65,0.17315233,416.96
2017-09-17 07-AM,3550.72,49.21,244.31,284,10.64,91,0.173665715,420
2017-09-17 06-AM,3576.56,49.65,246.49,287.81,10.72,92.24,0.175644862,420.78
2017-09-17 05-AM,3613,49.99,248.6,288.09,10.8,93.1,0.17804864,431.37
2017-09-17 04-AM,3634.08,50.73,250.62,295.01,10.93,95,0.177379445,436.5
2017-09-17 03-AM,3648.24,51.61,251.95,290.01,11.1,95.5,0.180004162,439.83
2017-09-17 02-AM,3625,51.59,250.32,292.26,11.08,94.63,0.18070625,440.08
2017-09-17 01-AM,3664.67,51.65,252.92,294.92,11.15,95.04,0.182317333,440.08
2017-09-17 12-AM,3686.2,51.93,253.74,300.21,11.19,96.39,0.182061418,441.84
2017-09-16 11-PM,3719,52.05,255.1,300,11.1,97.07,0.18342108,447.46
2017-09-16 10-PM,3703.83,52.33,255,296.02,11.2,97,0.182561781,433.36
2017-09-16 09-PM,3675.27,51.82,253.79,297.88,11.04,95.5,0.181521585,431
2017-09-16 08-PM,3701,51.92,253.33,299.99,11.04,97,0.18312548,431
2017-09-16 07-PM,3721,52.78,257.31,303,11.26,98,0.1830732,434.99
2017-09-16 06-PM,3647.91,51.35,249.76,298.9,11.08,95.16,0.180316191,421.99
2017-09-16 05-PM,3627,51.38,248.3,298.19,11.09,95.08,0.17913753,425.69
2017-09-16 04-PM,3576,50.5,246,294,10.93,94.86,0.17686896,425
2017-09-16 03-PM,3584.11,50.83,244.79,280,10.99,93.3,0.176624941,421.99
2017-09-16 02-PM,3620.24,51,250,282.94,11.18,94.5,0.17829682,426
2017-09-16 01-PM,3560,50.24,245.95,281.55,10.9,94,0.1757928,427.51
2017-09-16 12-PM,3671,52.3,253.65,285,11.25,97.5,0.18211831,439.6
2017-09-16 11-AM,3545,50,244,277.55,10.82,92.32,0.17593835,415
2017-09-16 10-AM,3681,52.5,253,289.2,11.15,98.07,0.18254079,436.8
2017-09-16 09-AM,3829,54.9,265.09,296.96,11.85,102.18,0.18811877,461
2017-09-16 08-AM,3810,54.8,264.6,298.28,11.81,102.27,0.1876044,457
2017-09-16 07-AM,3789.77,54.3,263,298.04,11.79,101.84,0.18717674,456.47
2017-09-16 06-AM,3821.45,55.1,265.8,302,11.9,103,0.18877963,457.98
2017-09-16 05-AM,3783.89,53.73,261.7,295.51,11.9,102.3,0.188286366,449.99
2017-09-16 04-AM,3768.07,53.6,259.9,296.49,11.72,102.02,0.183881816,443
2017-09-16 03-AM,3730,52.82,257.4,294.97,11.68,100.46,0.1835906,433
2017-09-16 02-AM,3765.87,53.07,261.54,295,11.62,103.94,0.185167828,441.31
2017-09-16 01-AM,3724.12,51.83,259.31,290,11.5,101.59,0.184753593,432.75
2017-09-16 12-AM,3696,51.8,258.44,287.8,11.3,100.13,0.18435648,429.65
2017-09-15 11-PM,3745.34,52.45,260.01,294.65,11.75,102.47,0.185544144,431.8
2017-09-15 10-PM,3790.24,54.38,264.9,298,12.14,102.1,0.190004731,446.31
2017-09-15 09-PM,3712.31,52.79,259.2,294,11.91,101.58,0.186803439,439.97
2017-09-15 08-PM,3671.51,51.66,256.85,287.91,11.68,98.61,0.185631546,425.84
2017-09-15 07-PM,3597,51.22,247.8,281.52,11.24,96.56,0.18294342,413
2017-09-15 06-PM,3598,50.3,248.84,278.53,11.07,95.7,0.1820588,410.25
2017-09-15 05-PM,3565.9,49.5,244.61,282.03,11.13,96.24,0.179257793,412.81
2017-09-15 04-PM,3715,53.25,256,296.8,12.05,99.3,0.18935355,436.81
2017-09-15 03-PM,3680,54.51,258,278,12.01,97.8,0.186208,430
2017-09-15 02-PM,3406,46.7,235,255,10.4,89.2,0.17220736,397.8
2017-09-15 01-PM,3374,45,229.28,253.95,10.6,87.65,0.17042074,404
2017-09-15 12-PM,3010,36.57,203,219,9,73.81,0.1534799,317.7
2017-09-15 11-AM,3020,37.3,208,231.62,9.02,76.6,0.1587312,323.17
2017-09-15 10-AM,3040.3,40.56,211,243,9.46,81.1,0.162747259,335
2017-09-15 09-AM,3146.72,44,220.5,247,10.08,85,0.169167667,361.8
2017-09-15 08-AM,3132,43.51,220.45,242.48,10.08,85.42,0.17188416,373.17
2017-09-15 07-AM,3119.9,43.21,219.6,242.41,10.03,86,0.168661794,375.11
2017-09-15 06-AM,3337,47.46,232.5,252.15,10.94,91.65,0.1778621,408.3
2017-09-15 05-AM,3321.93,47.15,232.53,259.62,10.86,90.65,0.174966053,409.89
2017-09-15 04-AM,3370,47.9,236.82,263.43,11.28,93,0.1769924,421.15
2017-09-15 03-AM,3381,48.55,235.78,260.07,11.22,93.65,0.17753631,422.41
2017-09-15 02-AM,3413.16,48.18,237,257.46,11.11,92.48,0.178713058,409.52
2017-09-15 01-AM,3328.79,46.75,230.5,246.1,10.85,89.4,0.176292718,396.95
2017-09-15 12-AM,3225,44.87,222.5,239.2,10.17,85.64,0.17121525,388.01
2017-09-14 11-PM,3300,47.2,229.01,246.84,10.74,89,0.173778,403
2017-09-14 10-PM,3292,48.06,230.24,246.85,10.91,90.12,0.17658288,406.71
2017-09-14 09-PM,3386.19,50.01,237.41,251.66,11.47,93.38,0.175810985,414.46
2017-09-14 08-PM,3351.98,49.91,234.87,250.14,11.57,92.93,0.173297366,413.15
2017-09-14 07-PM,3416,50.45,235.97,252.46,11.55,94.19,0.17561656,422.41
2017-09-14 06-PM,3308,47.2,226.4,246.38,11.14,90,0.16774868,413.5
2017-09-14 05-PM,3453,49.7,236,258,11.58,94.64,0.17482539,426.9
2017-09-14 04-PM,3528.98,51.5,242.85,263.95,12.04,95.89,0.17997798,435.27
2017-09-14 03-PM,3577.77,52.35,247.6,266.79,12.21,98.28,0.182108493,451.1
2017-09-14 02-PM,3546.45,51.31,243.64,262.89,12.08,99.25,0.180230589,439.35
2017-09-14 01-PM,3485,48.9,235.5,260.48,11.68,93.88,0.17588795,433.1
2017-09-14 12-PM,3585,52.3,248.1,270.1,12.11,101,0.1807557,444
2017-09-14 11-AM,3721.43,57,259.53,281.61,13.32,109,0.190537216,481.03
2017-09-14 10-AM,3752.02,58.5,265.3,289.75,13.63,111.5,0.193829353,481.34
2017-09-14 09-AM,3833.92,60.36,270.39,296.22,13.99,114.46,0.196910131,496
2017-09-14 08-AM,3859,60.72,271.8,297.6,14.12,114.2,0.19804388,494.03
2017-09-14 07-AM,3819.51,59.86,267.73,290.92,14.06,113,0.195635302,492.2
2017-09-14 06-AM,3786.99,59.56,267.22,291.95,14.05,114.69,0.193590929,490.7
2017-09-14 05-AM,3789,60.05,268,293.31,14.03,113.39,0.1939968,488.29
2017-09-14 04-AM,3791,60.49,269.91,294,14.15,113.81,0.19394756,490
2017-09-14 03-AM,3869.1,61.85,274.4,300,14.29,118.5,0.197130645,508.21
2017-09-14 02-AM,3910.43,62.3,279.68,301.5,14.39,115.46,0.199783869,511
2017-09-14 01-AM,3912,62.48,278.71,301.91,14.34,115.25,0.1997076,512.28
2017-09-14 12-AM,3864,61.71,276.5,297.78,14.02,109.89,0.19779816,508.21
2017-09-13 11-PM,3930.88,62.67,279.6,303.72,14.39,111.04,0.200907277,519.5
2017-09-13 10-PM,3876,61.4,272.2,297,14.23,109.4,0.19829616,508.1
2017-09-13 09-PM,3895,61.87,270.76,297.67,14.33,110.4,0.1991124,509
2017-09-13 08-PM,3839.01,60.9,267.53,293.47,14,106.88,0.196826043,497
2017-09-13 07-PM,3898.78,61.65,271.61,299.02,14.19,109.24,0.199617536,506
2017-09-13 06-PM,3901.18,61.87,274,295.5,14.27,108.8,0.199506345,513.6
2017-09-13 05-PM,3932.9,62.45,273.6,298,14.37,111.79,0.2005779,522
2017-09-13 04-PM,3822,60.1,266.67,291.67,14,105.31,0.19469268,504.66
2017-09-13 03-PM,3760,58.87,262.1,288.09,13.78,103.5,0.1902184,477.7
2017-09-13 02-PM,3827.55,60.05,268.01,287,13.9,106.3,0.194477816,483.23
2017-09-13 01-PM,3873.23,60.6,268.5,293.9,13.88,106.08,0.196372761,488.8
2017-09-13 12-PM,3826.8,58.88,262.01,286.71,13.66,105,0.193980492,479.58
2017-09-13 11-AM,3830.81,59.6,267.01,292.93,13.9,107.14,0.196099164,483.79
2017-09-13 10-AM,3910,61.77,275,300.7,14.12,103.5,0.1995273,500.98
2017-09-13 09-AM,3939.03,62.27,276,302.05,14.31,103.64,0.20085114,508
2017-09-13 08-AM,3944.2,62.01,279.45,304.69,14.3,103.8,0.200483686,507
2017-09-13 07-AM,4014.4,63.5,283.37,308.32,14.58,105.5,0.203610368,514.42
2017-09-13 06-AM,3967.92,62.1,278.58,301.51,14.2,103.72,0.200776752,505
2017-09-13 05-AM,4002.27,62.9,281.72,307.18,14.32,104.56,0.201714408,512
2017-09-13 04-AM,3950.26,60.77,275.5,302.51,14.13,102.36,0.199804151,498.56
2017-09-13 03-AM,4023.11,61.6,281.6,314.01,14.58,106.19,0.202161278,517.65
2017-09-13 02-AM,4094.27,65.33,290,319.73,14.92,109.5,0.207129119,530.7
2017-09-13 01-AM,4126.29,66.11,293,322.33,14.95,110.77,0.207428598,532.95
2017-09-13 12-AM,4143.79,65.82,294.41,326.14,15.02,111.21,0.208805578,536.1
2017-09-12 11-PM,4163,67.12,295.34,326.03,15.2,112.98,0.20977357,537.8
2017-09-12 10-PM,4184.92,67.19,296.26,324.12,15.2,114.2,0.209873738,541.5
2017-09-12 09-PM,4169.41,66.92,293,323.76,15.03,112.54,0.2091793,540.1
2017-09-12 08-PM,4156.67,67.46,294,325,15.1,112.19,0.208664834,541
2017-09-12 07-PM,4100,65.75,288,322.65,14.9,110.1,0.205902,531.45
2017-09-12 06-PM,4185.18,67.64,297.26,324.71,15.3,111.72,0.21436492,550
2017-09-12 05-PM,4268.47,68.99,305.64,327.25,15.55,113.19,0.218588349,559.38
2017-09-12 04-PM,4235,68.54,303.5,324.76,15.51,114.1,0.2173402,555
2017-09-12 03-PM,4280,69.17,305,326.88,15.66,114,0.2189648,555
2017-09-12 02-PM,4263.21,68.86,305,326.43,15.57,113.5,0.219896372,556.7
2017-09-12 01-PM,4295.99,70.2,307.5,328.33,15.75,114.71,0.220599087,565
2017-09-12 12-PM,4331,70.79,310.41,330.33,15.86,114.77,0.22148734,566.65
2017-09-12 11-AM,4357.7,71.22,310,328.3,15.92,114.64,0.222939932,570
2017-09-12 10-AM,4326,70.66,308.85,328,15.87,114.33,0.22123164,567.83
2017-09-12 09-AM,4302,70,308.45,327.18,15.71,115.01,0.22021938,568
2017-09-12 08-AM,4353.6,71.85,313.2,330,16.1,115.88,0.22246896,574.32
2017-09-12 07-AM,4361,71.9,316.69,329.5,16,115.85,0.22171324,575.52
2017-09-12 06-AM,4315,70.47,308.01,323.97,15.69,114.78,0.21889995,567.4
2017-09-12 05-AM,4294,70.3,305,322.57,15.8,113.58,0.21925164,564
2017-09-12 04-AM,4293,70.49,303.15,321.5,15.69,113.5,0.21920058,565
2017-09-12 03-AM,4266.62,69.69,302.12,320.47,15.51,113,0.219261602,555.1
2017-09-12 02-AM,4225.56,69,299.04,321.3,15.52,113,0.213940103,555.1
2017-09-12 01-AM,4234.99,68.99,300.61,321.32,15.52,113,0.216450339,555.1
2017-09-12 12-AM,4200.21,68,297.75,316.99,15.19,112.4,0.213286664,555.1
2017-09-11 11-PM,4213.21,68.41,296.63,319.18,15.23,112.7,0.217528032,555.1
2017-09-11 10-PM,4182.11,67.99,294.5,316.29,15.28,111.69,0.216424193,555
2017-09-11 09-PM,4182.17,67.98,295.01,316,15.28,111.37,0.214838073,552.8
2017-09-11 08-PM,4196.8,68.1,295.97,319.48,15.29,111.97,0.217352272,555.05
2017-09-11 07-PM,4219.66,68.6,298.48,318.85,15.4,112.28,0.218029832,559.31
2017-09-11 06-PM,4212.54,68.8,297.23,319.49,15.49,113.03,0.218588701,560.11
2017-09-11 05-PM,4261.17,69.6,301.25,323.58,15.53,113.6,0.220899053,564.34
2017-09-11 04-PM,4232,68.79,299.5,318.37,15.4,113.36,0.21909064,558.4
2017-09-11 03-PM,4245.21,69.1,298.02,319.28,15.5,112.76,0.220411303,563.59
2017-09-11 02-PM,4257.81,69.04,297.6,319.49,15.5,112.57,0.219660418,564.63
2017-09-11 01-PM,4206.16,67.93,295.4,317.5,15.26,111.51,0.218510012,559
2017-09-11 12-PM,4180,66.94,293,315.18,15.08,111.79,0.2156044,562.26
2017-09-11 11-AM,4192.21,67.17,294.4,319.91,15.21,112.27,0.21799492,562.73
2017-09-11 10-AM,4182.58,67.1,292.69,318,15.22,111.69,0.216239386,561.1
2017-09-11 09-AM,4169.79,66.85,292.53,316.57,15.07,111.45,0.214660789,562
2017-09-11 08-AM,4173.31,66.85,292.75,316.98,15.21,111.17,0.2147168,558.89
2017-09-11 07-AM,4169.79,67.3,292.31,323.36,15.36,110,0.21086628,565.75
2017-09-11 06-AM,4160.53,66.57,290.65,317.58,15.12,110.07,0.20944108,556.47
2017-09-11 05-AM,4206.41,67.93,293.6,322.06,15.21,110.9,0.212129256,569.3
2017-09-11 04-AM,4342.22,70.5,307,329.91,15.73,115.3,0.216112289,587.67
2017-09-11 03-AM,4299,70.31,304.45,329.84,15.96,114.54,0.21576681,577.98
2017-09-11 02-AM,4330,70.04,305,327.78,15.84,115,0.2161536,575
2017-09-11 01-AM,4212.2,67.2,295.62,324.5,15.11,112,0.213390052,559.7
2017-09-11 12-AM,4230,67.23,298.24,323.11,15.2,112.28,0.2170413,558.58
2017-09-10 11-PM,4260,67.97,302.28,326.27,15.5,113.69,0.217473,565
2017-09-10 10-PM,4240,67.87,299.92,323.14,15.5,113.29,0.2157736,560
2017-09-10 09-PM,4266,68.27,301,324,15.51,113.9,0.21880314,559.58
2017-09-10 08-PM,4309.78,69.5,304.5,326.6,15.75,115.29,0.222212257,570.5
2017-09-10 07-PM,4293.56,69,303.68,327.84,15.87,116.19,0.221161276,570
2017-09-10 06-PM,4270,69.15,299.56,320.24,15.85,116,0.2209725,571.82
2017-09-10 05-PM,4222.36,67.64,295.61,315.58,15.35,113.72,0.216015938,563.71
2017-09-10 04-PM,4128,66,290,308.97,15.19,110.3,0.20631744,554.38
2017-09-10 03-PM,4178,66.9,291.3,314.42,15.4,112,0.20781372,558.54
2017-09-10 02-PM,4140.62,66.65,288.98,308.1,15,109.48,0.205457564,553
2017-09-10 01-PM,4106.43,64.57,284,302.4,14.88,108.57,0.203637864,547.9
2017-09-10 12-PM,4125,64.95,284.9,303.99,14.83,107.1,0.20373375,550.7
2017-09-10 11-AM,4075.34,64.13,282.77,301.69,14.6,106,0.201240289,542.86
2017-09-10 10-AM,4032.01,63.76,279.48,297.14,14.45,105,0.198495852,538
2017-09-10 09-AM,4085,64.8,284.34,306.95,14.77,106.51,0.20134965,546
2017-09-10 08-AM,4095,64.8,282.5,303.83,14.68,107.32,0.20266155,547.77
2017-09-10 07-AM,3980.5,62.9,277,296.24,14.3,103,0.196915335,525
2017-09-10 06-AM,4121.29,66.28,287.67,304.3,15.11,106.9,0.203715365,546
2017-09-10 05-AM,4151,66.32,290,311.8,15.6,108.67,0.20518393,550
2017-09-10 04-AM,4188.26,67.8,293,312.78,15.96,111.95,0.207235105,560.1
2017-09-10 03-AM,4220.95,68.93,293.57,315.6,15.63,111.54,0.209443539,565
2017-09-10 02-AM,4291.79,70.24,300.32,319.82,15.96,115.43,0.211542329,584
2017-09-10 01-AM,4287.08,70.2,301.08,320.95,16,115.43,0.211824623,579.3
2017-09-10 12-AM,4321.06,70.96,302.9,325,16.37,116,0.212725784,584.53
2017-09-09 11-PM,4326.43,72,304.13,323,16.23,115.76,0.213466056,594.29
2017-09-09 10-PM,4264.31,70.31,300.05,318.72,16.1,114.54,0.211722992,583
2017-09-09 09-PM,4275.38,70.39,300,322,16,115.2,0.211203772,586
2017-09-09 08-PM,4269.25,70.6,300.7,319.78,15.92,115.46,0.210602103,575
2017-09-09 07-PM,4185.55,69.15,294,318.78,15.54,113.19,0.207059159,567
2017-09-09 06-PM,4238.79,69.94,296.3,319.39,15.7,114.31,0.209820105,573.7
2017-09-09 05-PM,4280.97,70.91,300.56,320.84,16.17,114.39,0.211565537,586
2017-09-09 04-PM,4274.89,70.26,301.25,322,16.1,114.5,0.211436059,583
2017-09-09 03-PM,4283.82,70.48,300,324.52,16.11,114.58,0.211449355,589
2017-09-09 02-PM,4287,70,301,327,16.25,115.72,0.21113475,586.59
2017-09-09 01-PM,4345,71.6,305.3,328.77,16.44,116.57,0.21260085,600.99
2017-09-09 12-PM,4350.19,71,305,327.64,16.45,117.06,0.21246328,598.05
2017-09-09 11-AM,4313.99,70.94,303.12,326.22,16.43,117.2,0.212205168,592
2017-09-09 10-AM,4337.19,70.83,303.82,325.17,16.22,116.52,0.212652426,598.2
2017-09-09 09-AM,4290.01,70.51,299.5,323.33,16.16,116.2,0.210510791,590
2017-09-09 08-AM,4336.86,72.22,303.2,325.73,16.55,117.64,0.213200038,605
2017-09-09 07-AM,4325.14,72.5,302.57,325.98,16.3,116.83,0.211283089,598
2017-09-09 06-AM,4370.65,73.4,306.4,333.69,16.63,118.11,0.213899611,609.76
2017-09-09 05-AM,4260,70.4,298,321.92,16.17,115,0.2091234,588.05
2017-09-09 04-AM,4256,69.6,297,325,16.3,114.25,0.20943776,588
2017-09-09 03-AM,4246.96,70.45,298.97,324.7,16.3,113.97,0.210649216,585
2017-09-09 02-AM,4204.89,69.51,296.82,325.59,16.29,115,0.207343126,584.19
2017-09-09 01-AM,4281.79,71.5,301.87,334.05,16.5,118,0.209593621,599
2017-09-09 12-AM,4301.08,73.33,305.19,331.01,16.7,116.55,0.212043244,608.9
2017-09-08 11-PM,4299.33,72.5,306.49,325.65,16.7,117.31,0.211140096,607
2017-09-08 10-PM,4168,69.1,295.6,317.41,16.15,112.5,0.20644104,581
2017-09-08 09-PM,4210.29,70.44,297.2,315,16.2,113.84,0.207062062,585.41
2017-09-08 08-PM,4183.56,69.26,294.75,319.87,16,112.2,0.204450577,580
2017-09-08 07-PM,4273.14,72.23,301.63,327.81,16.55,116.94,0.208956546,592
2017-09-08 06-PM,4255,71.46,300.81,323.74,16.44,116.88,0.20896305,595.15
2017-09-08 05-PM,4252,71.59,301.21,329.8,16.7,117.5,0.20881572,597
2017-09-08 04-PM,4330.89,73.36,304.51,332.73,16.69,118.03,0.213859348,606.93
2017-09-08 03-PM,4233,71.06,296.77,321.9,16.4,114,0.2069937,587.74
2017-09-08 02-PM,4390,73.5,306.1,336.07,16.98,117.5,0.2126516,615
2017-09-08 01-PM,4630,81,330.3,364,18.35,129.83,0.2276571,667.83
2017-09-08 12-PM,4629,80.58,331.23,367.85,18.36,128.78,0.22788567,671.99
2017-09-08 11-AM,4615.81,80.31,332,364.51,18.43,130.3,0.227236326,670.97
2017-09-08 10-AM,4652.11,81.34,331.64,351.3,18.67,132.5,0.22795339,682.67
2017-09-08 09-AM,4670.84,82.16,333.5,350,18.67,128.6,0.228917868,687.7
2017-09-08 08-AM,4632.77,81.17,333,349.17,18.4,125.21,0.228163923,692.12
2017-09-08 07-AM,4629.99,80.7,332.54,349.76,18.38,123.36,0.229045605,696.98
2017-09-08 06-AM,4591.26,80.1,330.18,347,18.35,122.02,0.225706342,681.99
2017-09-08 05-AM,4571,79.51,329.62,345.73,18.26,121.73,0.22516746,680.86
2017-09-08 04-AM,4601.48,80,329.75,348.01,18.32,122.68,0.226208757,685
2017-09-08 03-AM,4598.1,79.97,330.5,346.2,18.23,122,0.225996615,673
2017-09-08 02-AM,4580.7,79.62,330.88,342.34,18.33,121.5,0.225278826,658.1
2017-09-08 01-AM,4600,79.76,332.28,347.68,18.37,120.39,0.225262,657
2017-09-08 12-AM,4613.67,80.13,335,347.14,18.45,122.9,0.227453931,669.85
2017-09-07 11-PM,4619,80.81,336.04,345.98,18.47,122.9,0.22739337,667.1
2017-09-07 10-PM,4621.22,80.28,334.3,343.19,18.48,120.53,0.2272716,675.02
2017-09-07 09-PM,4569.38,79.58,330.65,340,18.2,118.9,0.22618431,659.36
2017-09-07 08-PM,4607.9,80.32,334,345.6,18.39,119.86,0.227676339,654.1
2017-09-07 07-PM,4596.63,80.7,331.59,342.84,18.39,119.04,0.227625118,661
2017-09-07 06-PM,4615.3,80.73,332.49,343,18.39,119.85,0.228180432,661
2017-09-07 05-PM,4621,80.8,334.11,349,18.68,121.5,0.22943265,666
2017-09-07 04-PM,4683,81.72,338,352.26,18.63,121,0.23082507,673.5
2017-09-07 03-PM,4648.93,81.53,335.11,348.18,18.61,121.3,0.229843099,673
2017-09-07 02-PM,4679.1,83,336.79,349,18.8,122.22,0.228620826,663.1
2017-09-07 01-PM,4655.23,81.82,335,346.6,18.82,121.88,0.226337283,671.12
2017-09-07 12-PM,4610,79.1,330,344,18.59,118.93,0.2240921,697.93
2017-09-07 11-AM,4599.67,78.63,328.67,340.25,18.54,118.93,0.225199843,706.65
2017-09-07 10-AM,4591.4,79.02,329.7,340.19,18.56,119.1,0.22428989,693
2017-09-07 09-AM,4535.59,77.81,326,337.99,18.15,117.53,0.223604587,686
2017-09-07 08-AM,4476.61,77.49,323,337.01,18.28,118,0.221950324,630
2017-09-07 07-AM,4500.79,78.02,325.17,341.09,18.36,119.4,0.224049326,625.5
2017-09-07 06-AM,4530,79.06,328.98,340.37,18.72,119.68,0.2250504,630
2017-09-07 05-AM,4532,78.75,328.13,339.22,18.46,118,0.22415272,628
2017-09-07 04-AM,4500,78,325.91,340.4,18.42,118,0.2241,620.4
2017-09-07 03-AM,4517.82,78.55,327.19,338.53,18.54,118.94,0.223496555,631.9
2017-09-07 02-AM,4457.23,76.79,320.89,331.9,18,117,0.221524331,607.77
2017-09-07 01-AM,4531.06,79.19,331.42,346,18.47,120,0.227006106,625
2017-09-07 12-AM,4589.01,81.25,336.65,349.87,19.3,123,0.230643643,642.59
2017-09-06 11-PM,4585.23,81.46,334.5,348.05,19.03,124.07,0.230224398,652.5
2017-09-06 10-PM,4585,81.24,336,349,18.75,123.63,0.22925,655
2017-09-06 09-PM,4528.51,79.6,332.1,344.83,18.46,120.7,0.225972649,639.1
2017-09-06 08-PM,4588.79,80.2,335.6,347.82,18.5,124,0.227971087,648
2017-09-06 07-PM,4575,80.3,334,347,18.4,122.3,0.22650825,645.5
2017-09-06 06-PM,4628,81.78,339,351.9,18.52,124.73,0.229086,648.3
2017-09-06 05-PM,4577.14,79.5,336,344,18.34,122,0.227026144,641.82
2017-09-06 04-PM,4589.9,78.4,332.3,337,18.3,119.12,0.226786959,653.98
2017-09-06 03-PM,4500,76.13,325.55,334,17.93,117.01,0.22356,619
2017-09-06 02-PM,4501.29,76.29,327.5,329.76,17.8,117.05,0.223308997,611
2017-09-06 01-PM,4515.47,76.9,329.23,334.82,17.85,117.1,0.223741539,606.04
2017-09-06 12-PM,4530,77.15,331,337.42,18,118.4,0.2245974,610.81
2017-09-06 11-AM,4532.88,77.58,331,338.08,18.17,118.61,0.227822549,585.55
2017-09-06 10-AM,4492.8,76.95,329,334.42,18,118.21,0.224684928,557.71
2017-09-06 09-AM,4538.24,77.94,334,338.74,18.41,120,0.225278234,561.81
2017-09-06 08-AM,4465,76.1,326.88,332,17.87,117.6,0.2197673,555.58
2017-09-06 07-AM,4398.68,74.3,319.75,327.91,17.61,115.83,0.217382766,546
2017-09-06 06-AM,4398.57,74.56,322.2,328,17.67,116.99,0.218564943,549
2017-09-06 05-AM,4379.34,73.91,316.44,326,17.3,115.48,0.217259057,541.86
2017-09-06 04-AM,4455.91,75.9,325,335,18,119.1,0.222750941,551.5
2017-09-06 03-AM,4453.52,75.54,328.87,336.63,18.1,119.74,0.222631465,560.59
2017-09-06 02-AM,4485.66,76.42,332.27,338.26,18.3,119.5,0.222129883,560
2017-09-06 01-AM,4432.35,75.49,323.67,332.5,17.36,119.2,0.216653268,550
2017-09-06 12-AM,4385.96,73.43,316,326.8,17,118.46,0.215438355,547
2017-09-05 11-PM,4444,73.39,320.6,329,17.14,119.13,0.21544512,552.16
2017-09-05 10-PM,4380.57,71.25,310.9,323,16.89,116.1,0.21342137,544.62
2017-09-05 09-PM,4417.59,72.7,317,325.23,17.03,116.91,0.215578392,554.6
2017-09-05 08-PM,4423,72.63,318,328.34,17.16,118,0.21601932,556
2017-09-05 07-PM,4369.63,72.3,313.21,321.99,17.12,116.9,0.214374048,549.99
2017-09-05 06-PM,4345,71.7,307.95,317.71,17.05,118.2,0.214643,542
2017-09-05 05-PM,4269.86,69.7,301.9,311.22,16.75,117,0.211272673,530.59
2017-09-05 04-PM,4203,68.13,296.97,312,16.49,114.44,0.20855286,523.5
2017-09-05 03-PM,4278.45,70,305,313.67,16.77,114.2,0.21221112,533.18
2017-09-05 02-PM,4287,70.07,305.82,314.41,16.82,111.5,0.21336399,540.2
2017-09-05 01-PM,4211,68.4,299.03,312.6,16.53,108.34,0.20924459,528.6
2017-09-05 12-PM,4243.9,69.49,298.51,308.55,16.43,107.95,0.209351587,529.62
2017-09-05 11-AM,4179,67,294.3,303.12,16.13,105,0.204771,512
2017-09-05 10-AM,4150,65.13,291.78,302.37,16,105.77,0.205176,515
2017-09-05 09-AM,4110,63.8,288.55,296.1,15.84,103.93,0.2020065,513.31
2017-09-05 08-AM,4171.79,66,297.3,299.63,16.25,106,0.2085895,523
2017-09-05 07-AM,4070.21,64.58,287.44,290.4,15.74,102,0.201841714,501.64
2017-09-05 06-AM,3957,62,273.33,282,15.26,97.82,0.19207278,471.97
2017-09-05 05-AM,4055.08,64.02,281.6,285.6,15.64,100.5,0.198982776,487
2017-09-05 04-AM,3990.81,63,275,283.29,15.33,96.54,0.193474469,480
2017-09-05 03-AM,4075.21,64.85,282.5,292.1,15.75,99.4,0.198299719,488.33
2017-09-05 02-AM,3920,61,268,285.93,15.48,96,0.1898848,471.01
