Date,DASH/BTC,ETC/BTC,ETH/BTC,LTC/BTC,XMR/BTC,XRP/BTC
2017-08-23 09-PM,0.07108,0.003722,0.07672,0.0138,0.02123,0.000055000
2017-08-23 08-PM,0.06972,0.003827,0.07709,0.01208,0.0217,0.000060380
2017-08-23 07-PM,0.07066,0.003839,0.0769,0.01143,0.02185,0.000066240
2017-08-23 06-PM,0.07018,0.0039,0.0767,0.01138,0.02176,0.000068560
2017-08-23 05-PM,0.06983,0.003858,0.07573,0.01119,0.02213,0.000066740
2017-08-23 04-PM,0.06975,0.003732,0.07582,0.01124,0.02158,0.000067700
2017-08-23 03-PM,0.06937,0.00372,0.0763,0.0113,0.022,0.000069290
2017-08-23 02-PM,0.06932,0.003675,0.0754,0.01125,0.02193,0.000068650
2017-08-23 01-PM,0.06961,0.00375,0.07578,0.01122,0.02219,0.000067170
2017-08-23 12-PM,0.06991,0.00371,0.076,0.01117,0.0223,0.000066170
2017-08-23 11-AM,0.07014,0.00372,0.07612,0.01133,0.02316,0.000066620
2017-08-23 10-AM,0.07,0.003832,0.07634,0.01134,0.02286,0.000065250
2017-08-23 09-AM,0.07122,0.003502,0.0775,0.0114,0.02403,0.000069060
2017-08-23 08-AM,0.07143,0.00351,0.07786,0.0114,0.0235,0.000070960
2017-08-23 07-AM,0.07156,0.003495,0.07843,0.01138,0.02401,0.000068860
2017-08-23 06-AM,0.07165,0.003534,0.07827,0.0114,0.02362,0.000070020
2017-08-23 05-AM,0.07088,0.003538,0.07866,0.01135,0.02187,0.000068120
2017-08-23 04-AM,0.07086,0.003514,0.07745,0.01128,0.02139,0.000071080
2017-08-23 03-AM,0.07141,0.003492,0.0771,0.01128,0.02216,0.000064800
2017-08-23 02-AM,0.07183,0.003495,0.0764,0.01125,0.02187,0.000061110
2017-08-23 01-AM,0.072,0.003552,0.077,0.01137,0.02165,0.000058470
2017-08-23 12-AM,0.07142,0.00355,0.0766,0.01134,0.0222,0.000059520
2017-08-22 11-PM,0.07096,0.00352,0.07815,0.0115,0.02233,0.000058680
2017-08-22 10-PM,0.07069,0.003483,0.07665,0.01135,0.02187,0.000062100
2017-08-22 09-PM,0.07119,0.003535,0.0773,0.01134,0.0212,0.000062440
2017-08-22 08-PM,0.06963,0.003436,0.07577,0.01116,0.02111,0.000061980
2017-08-22 07-PM,0.0708,0.003462,0.07687,0.01121,0.02147,0.000056520
2017-08-22 06-PM,0.07179,0.003561,0.07901,0.01153,0.0221,0.000057410
2017-08-22 05-PM,0.07322,0.003581,0.07993,0.01168,0.02209,0.000057990
2017-08-22 04-PM,0.07441,0.003568,0.07911,0.01177,0.02331,0.000054200
2017-08-22 03-PM,0.07552,0.003571,0.07891,0.0118,0.02293,0.000051790
2017-08-22 02-PM,0.0724,0.003553,0.07862,0.01177,0.02265,0.000050270
2017-08-22 01-PM,0.0705,0.003581,0.07823,0.01164,0.0223,0.000051000
2017-08-22 12-PM,0.07107,0.003515,0.07965,0.01172,0.02335,0.000049170
2017-08-22 11-AM,0.07215,0.003527,0.07987,0.01182,0.02403,0.000047610
2017-08-22 10-AM,0.07212,0.003508,0.079,0.01164,0.02278,0.000046670
2017-08-22 09-AM,0.07206,0.003583,0.07889,0.01175,0.02124,0.000047800
2017-08-22 08-AM,0.0711,0.0036,0.07928,0.01192,0.02105,0.000045620
2017-08-22 07-AM,0.07095,0.003628,0.0796,0.01193,0.02117,0.000046440
2017-08-22 06-AM,0.0711,0.003694,0.0815,0.01221,0.02028,0.000048570
2017-08-22 05-AM,0.07217,0.003708,0.081,0.01227,0.02045,0.000049050
2017-08-22 04-AM,0.0714,0.00368,0.0804,0.012,0.02057,0.000050000
2017-08-22 03-AM,0.0716,0.003668,0.0815,0.01202,0.0204,0.000048160
2017-08-22 02-AM,0.07225,0.003734,0.08188,0.01221,0.01898,0.000049430
2017-08-22 01-AM,0.07229,0.00377,0.08426,0.01196,0.01891,0.000052700
2017-08-22 12-AM,0.07038,0.003671,0.0805,0.012,0.01945,0.000049000
2017-08-21 11-PM,0.0693,0.003563,0.07969,0.01217,0.01869,0.000049510
2017-08-21 10-PM,0.06969,0.00359,0.0803,0.01166,0.01895,0.000044630
2017-08-21 09-PM,0.0698,0.003632,0.0807,0.01175,0.01782,0.000044690
2017-08-21 08-PM,0.06946,0.003689,0.08258,0.01167,0.01849,0.000042450
2017-08-21 07-PM,0.06942,0.003608,0.08177,0.01164,0.01894,0.000041390
2017-08-21 06-PM,0.06974,0.003592,0.08261,0.01167,0.02017,0.000042730
2017-08-21 05-PM,0.06968,0.003581,0.08418,0.01162,0.0203,0.000039820
2017-08-21 04-PM,0.06961,0.00354,0.08307,0.01159,0.01952,0.000039750
2017-08-21 03-PM,0.0703,0.003543,0.08321,0.01165,0.0211,0.000039540
2017-08-21 02-PM,0.06918,0.003598,0.0861,0.01152,0.0208,0.000039900
2017-08-21 01-PM,0.07131,0.003476,0.08184,0.01157,0.01968,0.000038860
2017-08-21 12-PM,0.0709,0.003449,0.08168,0.01153,0.01947,0.000038460
2017-08-21 11-AM,0.07071,0.00343,0.0788,0.01138,0.02035,0.000038800
2017-08-21 10-AM,0.07122,0.003403,0.0785,0.01124,0.0203,0.000038200
2017-08-21 09-AM,0.0718,0.003425,0.0785,0.01123,0.01979,0.000038950
2017-08-21 08-AM,0.07109,0.003447,0.07868,0.01136,0.0166,0.000039500
2017-08-21 07-AM,0.07099,0.003467,0.0798,0.01137,0.01329,0.000038900
2017-08-21 06-AM,0.07177,0.003438,0.07851,0.01135,0.01331,0.000038690
2017-08-21 05-AM,0.0726,0.003387,0.07428,0.01121,0.01329,0.000038710
2017-08-21 04-AM,0.07308,0.003389,0.07357,0.01128,0.01321,0.000038720
2017-08-21 03-AM,0.07354,0.003389,0.07343,0.01126,0.01328,0.000038870
2017-08-21 02-AM,0.07158,0.00341,0.07271,0.01125,0.01339,0.000038530
2017-08-21 01-AM,0.07149,0.003411,0.07305,0.01129,0.01364,0.000038650
2017-08-21 12-AM,0.07217,0.00338,0.07353,0.01127,0.01342,0.000039000
2017-08-20 11-PM,0.07246,0.003397,0.07174,0.01128,0.01337,0.000038590
2017-08-20 10-PM,0.07241,0.003387,0.07164,0.01128,0.01336,0.000038700
2017-08-20 09-PM,0.0708,0.003367,0.07142,0.01136,0.01342,0.000038600
2017-08-20 08-PM,0.0711,0.00336,0.0715,0.01124,0.01341,0.000038430
2017-08-20 07-PM,0.06918,0.003373,0.07158,0.01127,0.0132,0.000038030
2017-08-20 06-PM,0.07013,0.003429,0.0723,0.0114,0.0136,0.000038500
2017-08-20 05-PM,0.07058,0.003385,0.072,0.01142,0.01355,0.000038820
2017-08-20 04-PM,0.07242,0.00332,0.07181,0.0113,0.01363,0.000038320
2017-08-20 03-PM,0.07209,0.00333,0.07193,0.011,0.01326,0.000038640
2017-08-20 02-PM,0.07223,0.003321,0.07151,0.01088,0.01336,0.000038100
2017-08-20 01-PM,0.0734,0.003317,0.07186,0.01094,0.0129,0.000037870
2017-08-20 12-PM,0.0734,0.003317,0.07196,0.01093,0.01284,0.000037660
2017-08-20 11-AM,0.07326,0.003332,0.0718,0.01086,0.01265,0.000037940
2017-08-20 10-AM,0.07328,0.003315,0.07136,0.01089,0.01269,0.000037110
2017-08-20 09-AM,0.0754,0.00326,0.07117,0.01084,0.0126,0.000037200
2017-08-20 08-AM,0.0735,0.003277,0.07095,0.01079,0.013,0.000036690
2017-08-20 07-AM,0.0748,0.00325,0.07162,0.01084,0.01307,0.000036840
2017-08-20 06-AM,0.07509,0.003279,0.07103,0.01082,0.01303,0.000036720
2017-08-20 05-AM,0.0756,0.003257,0.07098,0.01083,0.01315,0.000037200
2017-08-20 04-AM,0.0773,0.003292,0.0715,0.0109,0.01324,0.000037120
2017-08-20 03-AM,0.0741,0.003253,0.07102,0.01091,0.01343,0.000036790
2017-08-20 02-AM,0.0765,0.003278,0.07065,0.01076,0.01337,0.000037140
2017-08-20 01-AM,0.07161,0.003281,0.07045,0.01082,0.01339,0.000036680
2017-08-20 12-AM,0.06913,0.003232,0.07059,0.01087,0.01338,0.000036810
2017-08-19 11-PM,0.07255,0.003268,0.0704,0.01087,0.01356,0.000036950
2017-08-19 10-PM,0.0658,0.003275,0.0712,0.0109,0.01381,0.000037230
2017-08-19 09-PM,0.06714,0.003293,0.071,0.01087,0.01386,0.000037030
2017-08-19 08-PM,0.06966,0.003295,0.07146,0.01093,0.01371,0.000037400
2017-08-19 07-PM,0.067,0.003318,0.07173,0.01095,0.01323,0.000037280
2017-08-19 06-PM,0.06912,0.003345,0.07233,0.01101,0.01388,0.000038450
2017-08-19 05-PM,0.0718,0.00331,0.07211,0.01104,0.0134,0.000037500
2017-08-19 04-PM,0.07666,0.003313,0.07183,0.0112,0.013,0.000037370
2017-08-19 03-PM,0.068,0.003304,0.07056,0.01102,0.01273,0.000037190
2017-08-19 02-PM,0.06064,0.003262,0.071,0.0108,0.01256,0.000037300
2017-08-19 01-PM,0.05942,0.00325,0.07095,0.01065,0.01264,0.000036980
2017-08-19 12-PM,0.057,0.003337,0.07126,0.01086,0.01283,0.000038010
2017-08-19 11-AM,0.05737,0.003315,0.07127,0.01083,0.01293,0.000038040
2017-08-19 10-AM,0.05714,0.00334,0.07151,0.011,0.01293,0.000038270
2017-08-19 09-AM,0.05718,0.003363,0.07179,0.01107,0.0127,0.000037980
2017-08-19 08-AM,0.05683,0.003353,0.07174,0.01098,0.0128,0.000038340
2017-08-19 07-AM,0.05684,0.00338,0.07279,0.0111,0.01329,0.000038870
2017-08-19 06-AM,0.05653,0.003344,0.07241,0.01103,0.0124,0.000037850
2017-08-19 05-AM,0.05645,0.003347,0.07186,0.01101,0.01225,0.000037940
2017-08-19 04-AM,0.05585,0.00341,0.07145,0.01102,0.01225,0.000038160
2017-08-19 03-AM,0.05501,0.00329,0.0715,0.011,0.01191,0.000038170
2017-08-19 02-AM,0.05557,0.003278,0.07132,0.01107,0.01176,0.000038110
2017-08-19 01-AM,0.05489,0.003267,0.07115,0.01108,0.01176,0.000037820
2017-08-19 12-AM,0.05435,0.00327,0.07132,0.01144,0.01133,0.000038630
2017-08-18 11-PM,0.05503,0.00328,0.07151,0.01089,0.01143,0.000038300
2017-08-18 10-PM,0.05558,0.003302,0.07114,0.01084,0.01196,0.000038390
2017-08-18 09-PM,0.05431,0.003313,0.07251,0.01098,0.01183,0.000039450
2017-08-18 08-PM,0.05398,0.003284,0.0716,0.01079,0.01192,0.000039500
2017-08-18 07-PM,0.0547,0.00328,0.07092,0.01071,0.01182,0.000038500
2017-08-18 06-PM,0.05475,0.00332,0.07107,0.0108,0.01141,0.000038230
2017-08-18 05-PM,0.05474,0.003262,0.07038,0.01077,0.01123,0.000038540
2017-08-18 04-PM,0.05522,0.003242,0.07051,0.01074,0.0112,0.000037460
2017-08-18 03-PM,0.05386,0.003249,0.0703,0.0107,0.01107,0.000036970
2017-08-18 02-PM,0.05426,0.00326,0.07043,0.01088,0.0112,0.000037330
2017-08-18 01-PM,0.05478,0.003261,0.07068,0.01084,0.01125,0.000037050
2017-08-18 12-PM,0.05425,0.003273,0.071,0.01083,0.01123,0.000036780
2017-08-18 11-AM,0.05408,0.00327,0.07045,0.01081,0.01121,0.000036800
2017-08-18 10-AM,0.05513,0.003269,0.07084,0.01082,0.01128,0.000037600
2017-08-18 09-AM,0.0548,0.003272,0.07097,0.01089,0.01125,0.000037380
2017-08-18 08-AM,0.05462,0.003322,0.0711,0.01092,0.01127,0.000036640
2017-08-18 07-AM,0.05535,0.003235,0.07093,0.01103,0.01123,0.000036320
2017-08-18 06-AM,0.05559,0.003234,0.07062,0.01067,0.01116,0.000036390
2017-08-18 05-AM,0.0547,0.003232,0.07062,0.01069,0.0112,0.000036540
2017-08-18 04-AM,0.05522,0.003232,0.07055,0.01039,0.01108,0.000036430
2017-08-18 03-AM,0.05567,0.00325,0.07054,0.01051,0.01108,0.000036630
2017-08-18 02-AM,0.05527,0.003245,0.0701,0.01054,0.01105,0.000036010
2017-08-18 01-AM,0.0536,0.00321,0.06959,0.01021,0.01112,0.000036110
2017-08-18 12-AM,0.0548,0.003218,0.0701,0.01023,0.01102,0.000036860
2017-08-17 11-PM,0.05525,0.003203,0.06988,0.01017,0.01113,0.000036990
2017-08-17 10-PM,0.05662,0.003191,0.07014,0.01016,0.01113,0.000036480
2017-08-17 09-PM,0.057,0.0032,0.07021,0.01012,0.01104,0.000036340
2017-08-17 08-PM,0.05656,0.00317,0.06968,0.0101,0.0111,0.000036000
2017-08-17 07-PM,0.05714,0.003211,0.07064,0.0102,0.01114,0.000036560
2017-08-17 06-PM,0.05671,0.003218,0.07056,0.01022,0.01112,0.000036270
2017-08-17 05-PM,0.05742,0.003185,0.06986,0.01012,0.0111,0.000035940
2017-08-17 04-PM,0.057,0.003176,0.06935,0.01019,0.01107,0.000036140
2017-08-17 03-PM,0.058,0.003111,0.06865,0.009893,0.011,0.000035160
2017-08-17 02-PM,0.05718,0.003111,0.0688,0.009865,0.011,0.000035470
2017-08-17 01-PM,0.05557,0.003159,0.06975,0.01001,0.01102,0.000035570
2017-08-17 12-PM,0.05536,0.003156,0.06967,0.01007,0.01096,0.000035980
2017-08-17 11-AM,0.05553,0.003161,0.06911,0.009954,0.01101,0.000035580
2017-08-17 10-AM,0.0555,0.003178,0.06976,0.01,0.011,0.000035690
2017-08-17 09-AM,0.05671,0.003231,0.071,0.01009,0.01117,0.000036380
2017-08-17 08-AM,0.05707,0.003232,0.07066,0.01018,0.01117,0.000036320
2017-08-17 07-AM,0.05714,0.003249,0.07027,0.01022,0.01123,0.000036690
2017-08-17 06-AM,0.055,0.003243,0.07009,0.01019,0.01124,0.000036750
2017-08-17 05-AM,0.05429,0.003222,0.06974,0.01016,0.01127,0.000036750
2017-08-17 04-AM,0.05443,0.003242,0.07026,0.01028,0.01127,0.000037060
2017-08-17 03-AM,0.05355,0.003238,0.06968,0.01011,0.01118,0.000036780
2017-08-17 02-AM,0.05304,0.00325,0.06999,0.0102,0.01121,0.000036620
2017-08-17 01-AM,0.05276,0.003255,0.06992,0.01017,0.01112,0.000036600
2017-08-17 12-AM,0.05291,0.003209,0.06876,0.01002,0.01114,0.000036660
2017-08-16 11-PM,0.05265,0.003222,0.06935,0.0102,0.01112,0.000036610
2017-08-16 10-PM,0.05266,0.003243,0.06978,0.01024,0.01111,0.000036630
2017-08-16 09-PM,0.0528,0.003217,0.06887,0.01026,0.01126,0.000036430
2017-08-16 08-PM,0.0534,0.003245,0.06928,0.01036,0.01135,0.000036530
2017-08-16 07-PM,0.05328,0.003271,0.07018,0.01035,0.01134,0.000036430
2017-08-16 06-PM,0.05356,0.003278,0.07026,0.01033,0.01133,0.000036240
2017-08-16 05-PM,0.0538,0.003295,0.07069,0.01038,0.01135,0.000036280
2017-08-16 04-PM,0.0535,0.00327,0.06968,0.01035,0.01121,0.000036530
2017-08-16 03-PM,0.0544,0.003462,0.07306,0.01056,0.01157,0.000037720
2017-08-16 02-PM,0.05431,0.003424,0.07252,0.01039,0.01154,0.000037790
2017-08-16 01-PM,0.05337,0.0033,0.07177,0.0103,0.01159,0.000037120
2017-08-16 12-PM,0.05243,0.003308,0.07237,0.01045,0.01159,0.000037110
2017-08-16 11-AM,0.0519,0.00325,0.071,0.01042,0.01149,0.000037480
2017-08-16 10-AM,0.05226,0.003236,0.06956,0.01041,0.01155,0.000037010
2017-08-16 09-AM,0.0521,0.003227,0.06907,0.01029,0.01165,0.000036510
2017-08-16 08-AM,0.0507,0.003283,0.0698,0.01043,0.0117,0.000037300
2017-08-16 07-AM,0.05028,0.003305,0.07,0.01048,0.01194,0.000037370
2017-08-16 06-AM,0.05,0.003314,0.0711,0.01062,0.01189,0.000037790
2017-08-16 05-AM,0.05004,0.003279,0.07045,0.01057,0.01197,0.000037700
2017-08-16 04-AM,0.04953,0.003271,0.0702,0.01052,0.01189,0.000037800
2017-08-16 03-AM,0.04993,0.0033,0.07021,0.01056,0.01168,0.000037890
2017-08-16 02-AM,0.04831,0.003213,0.06925,0.01038,0.01165,0.000037430
2017-08-16 01-AM,0.04838,0.003214,0.06919,0.01035,0.01168,0.000037440
2017-08-16 12-AM,0.04899,0.003257,0.06889,0.01033,0.01172,0.000037910
2017-08-15 11-PM,0.0486,0.003216,0.06819,0.0104,0.01168,0.000037450
2017-08-15 10-PM,0.04874,0.003234,0.06889,0.01043,0.01169,0.000037670
2017-08-15 09-PM,0.04883,0.003276,0.06947,0.01062,0.01179,0.000038240
2017-08-15 08-PM,0.04832,0.00328,0.06996,0.01052,0.01172,0.000038190
2017-08-15 07-PM,0.04832,0.003278,0.06985,0.01048,0.01172,0.000038440
2017-08-15 06-PM,0.0493,0.003266,0.06981,0.01045,0.01176,0.000038470
2017-08-15 05-PM,0.0502,0.003271,0.06906,0.01038,0.01177,0.000038670
2017-08-15 04-PM,0.0505,0.003296,0.07,0.01073,0.01187,0.000039020
2017-08-15 03-PM,0.05055,0.003382,0.07078,0.01088,0.01185,0.000039380
2017-08-15 02-PM,0.049,0.00335,0.071,0.01087,0.0117,0.000039830
2017-08-15 01-PM,0.0476,0.0033,0.07021,0.01039,0.01146,0.000038870
2017-08-15 12-PM,0.0476,0.003274,0.06971,0.01027,0.0114,0.000038880
2017-08-15 11-AM,0.0476,0.003329,0.0703,0.01032,0.01173,0.000039370
2017-08-15 10-AM,0.048,0.003302,0.06999,0.01015,0.0115,0.000039280
2017-08-15 09-AM,0.0465,0.003204,0.0691,0.01018,0.01134,0.000038330
2017-08-15 08-AM,0.04597,0.003183,0.0682,0.01007,0.01124,0.000038190
2017-08-15 07-AM,0.04626,0.003168,0.06817,0.01014,0.01126,0.000038480
2017-08-15 06-AM,0.04511,0.003085,0.06666,0.009834,0.011,0.000037330
2017-08-15 05-AM,0.0458,0.00311,0.06705,0.00994,0.01112,0.000037520
2017-08-15 04-AM,0.04481,0.00306,0.06611,0.01,0.01101,0.000037010
2017-08-15 03-AM,0.0449,0.00306,0.06646,0.01007,0.01135,0.000036450
2017-08-15 02-AM,0.04544,0.003147,0.06715,0.01025,0.01137,0.000038020
2017-08-15 01-AM,0.04648,0.003192,0.06829,0.01032,0.01149,0.000038370
2017-08-15 12-AM,0.04608,0.003239,0.06909,0.01055,0.01152,0.000038930
2017-08-14 11-PM,0.04669,0.003285,0.07002,0.01069,0.01162,0.000039280
2017-08-14 10-PM,0.04619,0.003266,0.06927,0.0106,0.0115,0.000039120
2017-08-14 09-PM,0.0472,0.003297,0.0704,0.01062,0.01151,0.000039400
2017-08-14 08-PM,0.0475,0.003344,0.07121,0.01075,0.01153,0.000039850
2017-08-14 07-PM,0.0456,0.003262,0.06976,0.01055,0.01111,0.000039170
2017-08-14 06-PM,0.0459,0.003276,0.06939,0.01051,0.01141,0.000039280
2017-08-14 05-PM,0.04621,0.003271,0.06966,0.01052,0.01139,0.000039350
2017-08-14 04-PM,0.04649,0.003309,0.06971,0.01063,0.01131,0.000039350
2017-08-14 03-PM,0.04626,0.003275,0.07019,0.0106,0.01078,0.000039310
2017-08-14 02-PM,0.04672,0.003301,0.07054,0.01065,0.01125,0.000039570
2017-08-14 01-PM,0.04758,0.003339,0.07189,0.01088,0.01158,0.000040390
2017-08-14 12-PM,0.04821,0.003389,0.07268,0.01086,0.01154,0.000040590
2017-08-14 11-AM,0.04812,0.003347,0.07165,0.01082,0.01165,0.000040510
2017-08-14 10-AM,0.04796,0.003381,0.0717,0.01084,0.01157,0.000040450
2017-08-14 09-AM,0.04866,0.00342,0.07262,0.01111,0.01185,0.000040890
2017-08-14 08-AM,0.04919,0.00354,0.07424,0.01126,0.01198,0.000042510
2017-08-14 07-AM,0.04899,0.003545,0.07438,0.01125,0.01206,0.000042630
2017-08-14 06-AM,0.04921,0.003577,0.0753,0.01133,0.01207,0.000043200
2017-08-14 05-AM,0.04939,0.003555,0.07444,0.01138,0.01202,0.000042520
2017-08-14 04-AM,0.04916,0.003645,0.07565,0.01153,0.0122,0.000043840
2017-08-14 03-AM,0.04868,0.003548,0.07469,0.01136,0.01208,0.000043200
2017-08-14 02-AM,0.04892,0.003513,0.07408,0.01124,0.01179,0.000041460
2017-08-14 01-AM,0.04862,0.00345,0.07234,0.01111,0.01157,0.000040990
2017-08-14 12-AM,0.04851,0.003474,0.07324,0.01114,0.01173,0.000040820
2017-08-13 11-PM,0.04844,0.00344,0.07255,0.01101,0.01167,0.000040420
2017-08-13 10-PM,0.04883,0.003476,0.07181,0.01115,0.01151,0.000041070
2017-08-13 09-PM,0.04948,0.003513,0.0738,0.01129,0.01172,0.000041700
2017-08-13 08-PM,0.0498,0.003584,0.07308,0.01131,0.01171,0.000041890
2017-08-13 07-PM,0.04944,0.003468,0.07213,0.01115,0.01166,0.000041160
2017-08-13 06-PM,0.04957,0.003515,0.07266,0.0113,0.0117,0.000041880
2017-08-13 05-PM,0.04958,0.003514,0.07264,0.01117,0.01167,0.000040920
2017-08-13 04-PM,0.0503,0.003555,0.07373,0.01134,0.01185,0.000041480
2017-08-13 03-PM,0.05098,0.003589,0.07278,0.0114,0.01215,0.000041860
2017-08-13 02-PM,0.05188,0.00355,0.07214,0.01143,0.01218,0.000041230
2017-08-13 01-PM,0.05226,0.003709,0.07458,0.01191,0.0126,0.000043100
2017-08-13 12-PM,0.05,0.00357,0.07304,0.01165,0.01255,0.000041340
2017-08-13 11-AM,0.04886,0.003462,0.0716,0.0112,0.01193,0.000040080
2017-08-13 10-AM,0.0493,0.003442,0.07179,0.01124,0.01183,0.000040570
2017-08-13 09-AM,0.04846,0.003404,0.0716,0.01113,0.0116,0.000040030
2017-08-13 08-AM,0.04869,0.003443,0.07116,0.01121,0.01147,0.000039720
2017-08-13 07-AM,0.0499,0.003453,0.07266,0.0113,0.0119,0.000040800
2017-08-13 06-AM,0.04991,0.00355,0.07364,0.01165,0.01203,0.000041770
2017-08-13 05-AM,0.05,0.003535,0.07379,0.01149,0.01196,0.000041000
2017-08-13 04-AM,0.04936,0.003567,0.0739,0.01163,0.01186,0.000041740
2017-08-13 03-AM,0.04787,0.00356,0.07416,0.01148,0.01162,0.000039860
2017-08-13 02-AM,0.0475,0.003389,0.07117,0.01075,0.0115,0.000039880
2017-08-13 01-AM,0.0521,0.003703,0.07517,0.01141,0.01275,0.000041150
2017-08-13 12-AM,0.05291,0.003769,0.0795,0.01192,0.01271,0.000044310
2017-08-12 11-PM,0.05375,0.003807,0.08022,0.01198,0.0129,0.000044930
2017-08-12 10-PM,0.05355,0.003829,0.08058,0.01215,0.0129,0.000045980
2017-08-12 09-PM,0.05325,0.00388,0.08135,0.01235,0.01277,0.000046120
2017-08-12 08-PM,0.05288,0.003819,0.08087,0.01201,0.01262,0.000044730
2017-08-12 07-PM,0.05291,0.003806,0.0812,0.01198,0.01236,0.000044980
2017-08-12 06-PM,0.053,0.00382,0.08138,0.01211,0.01227,0.000044990
2017-08-12 05-PM,0.05331,0.003809,0.08162,0.0121,0.01201,0.000044770
2017-08-12 04-PM,0.054,0.003866,0.08164,0.01222,0.0125,0.000044820
2017-08-12 03-PM,0.05436,0.00396,0.0831,0.01252,0.01257,0.000046360
2017-08-12 02-PM,0.05472,0.003979,0.08346,0.01251,0.01288,0.000046770
2017-08-12 01-PM,0.05479,0.003983,0.08304,0.01243,0.01273,0.000047110
2017-08-12 12-PM,0.05473,0.003999,0.08245,0.0124,0.01234,0.000046590
2017-08-12 11-AM,0.05519,0.003989,0.08219,0.01239,0.01255,0.000046920
2017-08-12 10-AM,0.05515,0.003978,0.08268,0.0124,0.01259,0.000046600
2017-08-12 09-AM,0.05503,0.004008,0.08278,0.01242,0.01317,0.000047220
2017-08-12 08-AM,0.0545,0.003966,0.08279,0.01236,0.01293,0.000046720
2017-08-12 07-AM,0.05517,0.004007,0.08315,0.01243,0.01338,0.000047110
2017-08-12 06-AM,0.05592,0.004073,0.08487,0.01267,0.01353,0.000047330
2017-08-12 05-AM,0.05622,0.004088,0.0852,0.0127,0.0138,0.000047990
2017-08-12 04-AM,0.05655,0.004138,0.08524,0.01288,0.01404,0.000048810
2017-08-12 03-AM,0.05645,0.004164,0.08608,0.01301,0.01405,0.000049440
2017-08-12 02-AM,0.05683,0.004202,0.0867,0.013,0.01413,0.000050060
2017-08-12 01-AM,0.05678,0.004189,0.08617,0.01288,0.0139,0.000049960
2017-08-12 12-AM,0.05631,0.004141,0.08481,0.01285,0.01389,0.000048810
2017-08-11 11-PM,0.0568,0.004143,0.08399,0.01285,0.01395,0.000048830
2017-08-11 10-PM,0.05655,0.004165,0.083,0.01292,0.01403,0.000048800
2017-08-11 09-PM,0.05634,0.0042,0.084,0.01311,0.01421,0.000049760
2017-08-11 08-PM,0.05663,0.00425,0.08437,0.01314,0.01415,0.000050000
2017-08-11 07-PM,0.0566,0.004236,0.08504,0.01321,0.01417,0.000050090
2017-08-11 06-PM,0.05687,0.004235,0.08555,0.01321,0.01417,0.000050130
2017-08-11 05-PM,0.0568,0.004282,0.08629,0.01335,0.01412,0.000050440
2017-08-11 04-PM,0.05606,0.004238,0.08429,0.01319,0.01405,0.000049550
2017-08-11 03-PM,0.05699,0.004228,0.08422,0.01329,0.01406,0.000050560
2017-08-11 02-PM,0.0575,0.004273,0.08451,0.0131,0.01413,0.000050210
2017-08-11 01-PM,0.0579,0.004291,0.08457,0.01319,0.01411,0.000050630
2017-08-11 12-PM,0.05845,0.004334,0.086,0.01343,0.0143,0.000051100
2017-08-11 11-AM,0.05908,0.004351,0.08613,0.01342,0.01431,0.000051370
2017-08-11 10-AM,0.0592,0.00435,0.086,0.01337,0.01432,0.000051390
2017-08-11 09-AM,0.05919,0.00436,0.08632,0.0134,0.01433,0.000051920
2017-08-11 08-AM,0.05854,0.00439,0.08635,0.0134,0.01433,0.000051920
2017-08-11 07-AM,0.0588,0.004437,0.0871,0.01357,0.0144,0.000052200
2017-08-11 06-AM,0.05874,0.004432,0.08741,0.01359,0.01441,0.000052700
2017-08-11 05-AM,0.05876,0.004435,0.08762,0.0138,0.01433,0.000053100
2017-08-11 04-AM,0.05888,0.00443,0.08811,0.01373,0.01434,0.000052970
2017-08-11 03-AM,0.05887,0.004417,0.08796,0.01371,0.01438,0.000052550
2017-08-11 02-AM,0.05895,0.004423,0.08717,0.01363,0.0144,0.000052300
2017-08-11 01-AM,0.05904,0.00445,0.08694,0.01369,0.01434,0.000052600
2017-08-11 12-AM,0.05888,0.004465,0.0869,0.0137,0.01441,0.000052760
2017-08-10 11-PM,0.05899,0.004453,0.0877,0.01388,0.01451,0.000052710
2017-08-10 10-PM,0.05923,0.00445,0.08855,0.01391,0.0146,0.000052630
2017-08-10 09-PM,0.05907,0.00447,0.0884,0.0138,0.0146,0.000052910
2017-08-10 08-PM,0.0589,0.0045,0.08867,0.01389,0.01465,0.000053320
2017-08-10 07-PM,0.05942,0.004486,0.0893,0.01398,0.01467,0.000053590
2017-08-10 06-PM,0.05904,0.004496,0.08977,0.014,0.01474,0.000053250
2017-08-10 05-PM,0.059,0.004522,0.08941,0.01397,0.01481,0.000053000
2017-08-10 04-PM,0.05943,0.00452,0.0897,0.014,0.01468,0.000053010
2017-08-10 03-PM,0.05905,0.004552,0.08867,0.0141,0.01481,0.000053050
2017-08-10 02-PM,0.05935,0.004546,0.0894,0.01409,0.01468,0.000053810
2017-08-10 01-PM,0.05987,0.004579,0.09022,0.01413,0.01466,0.000053630
2017-08-10 12-PM,0.0594,0.00454,0.08989,0.01408,0.01466,0.000053920
2017-08-10 11-AM,0.05969,0.004549,0.0886,0.01413,0.01468,0.000053700
2017-08-10 10-AM,0.06016,0.004556,0.0884,0.01415,0.015,0.000053420
2017-08-10 09-AM,0.06029,0.004521,0.08779,0.01413,0.015,0.000053390
