,Date,BCHBTC_d,DASHBTC,ETCBTC,ETHBTC,GASBTC_e,GNOBTC_e,LSKBTC,LTCBTC,NXTBTC,OMGBTC_e,POTBTC,REPBTC_e,XEMBTC,XMRBTC,XRPBTC,ZECBTC_e,ZRXBTC_e,USDBTC_d
5748,2018-02-25 12-PM,0.122098201,0.06105,0.003622,0.08716,0.003876005,0.013544664,0.002086,0.02185,2.16E-05,0.00172664,1.61E-05,0.004520989,4.03E-05,0.02799,9.40E-05,0.040773448,0.000100408,0.000105262
5749,2018-02-26 01-AM,0.121108711,0.06167,0.003635,0.08774,0.003913204,0.013362802,0.002056,0.02374,2.16E-05,0.001722336,1.61E-05,0.004557216,4.07E-05,0.02881,9.31E-05,0.04066749,0.000100287,0.000102849
5750,2018-02-26 01-PM,0.121657934,0.06063,0.003466,0.086,0.004257,0.0130978,0.002015,0.0222,2.08E-05,0.00169076,1.59E-05,0.0045623,3.83E-05,0.02806,9.14E-05,0.0398352,9.77E-05,9.89E-05
5751,2018-02-26 02-AM,0.121606609,0.0616,0.003615,0.08787,0.003919002,0.013558341,0.002062,0.02354,2.16E-05,0.001743341,1.63E-05,0.004590329,4.09E-05,0.029,9.31E-05,0.040727745,0.000100435,0.000103056
5752,2018-02-26 02-PM,0.121021938,0.06065,0.003445,0.08582,0.00408589,0.013164788,0.00202,0.02195,2.08E-05,0.001689796,1.59E-05,0.004513274,3.81E-05,0.02794,9.09E-05,0.039760406,0.000100839,9.78E-05
5753,2018-02-26 03-AM,0.122226956,0.06193,0.003604,0.08802,0.00391777,0.013581486,0.002048,0.02345,2.16E-05,0.001722551,1.62E-05,0.004553275,4.03E-05,0.02868,9.31E-05,0.04079727,0.000100167,0.000103918
5754,2018-02-26 03-PM,0.121341388,0.06043,0.00352,0.08509,0.004108996,0.013154914,0.00201,0.02185,2.07E-05,0.001695844,1.59E-05,0.004487647,3.87E-05,0.02798,9.13E-05,0.039754048,0.000104491,9.77E-05
5755,2018-02-26 04-AM,0.121152878,0.06162,0.003593,0.08825,0.003928008,0.013528725,0.002049,0.02349,2.17E-05,0.001697047,1.59E-05,0.004565173,4.03E-05,0.02843,9.29E-05,0.04071855,0.000100781,0.000103549
5756,2018-02-26 04-PM,0.120307209,0.06067,0.003455,0.08476,0.004121879,0.013120848,0.002017,0.02143,2.07E-05,0.001676553,1.59E-05,0.00449228,3.81E-05,0.02806,9.10E-05,0.039421876,0.000100441,9.81E-05
5757,2018-02-26 05-AM,0.120571607,0.06154,0.003559,0.08832,0.003921408,0.01342464,0.002037,0.02332,2.15E-05,0.001713408,1.60E-05,0.004527283,4.03E-05,0.02851,9.28E-05,0.04045056,0.000100508,0.000103928
5758,2018-02-26 05-PM,0.121286401,0.0602,0.003453,0.08514,0.004039042,0.013179672,0.00201,0.02153,2.07E-05,0.001719828,1.58E-05,0.004434091,3.83E-05,0.02814,9.08E-05,0.039734838,0.00010021,9.80E-05
5759,2018-02-26 06-AM,0.121624204,0.0615,0.003549,0.0886,0.0039427,0.0133343,0.002038,0.02288,2.15E-05,0.001712638,1.60E-05,0.00450531,4.01E-05,0.02836,9.34E-05,0.0405345,0.000100827,0.000106157
5760,2018-02-26 06-PM,0.121490756,0.06037,0.00349,0.0844,0.004214092,0.01306512,0.00201,0.0214,2.06E-05,0.001709944,1.56E-05,0.004425936,3.83E-05,0.02823,9.03E-05,0.03964268,0.000100014,9.78E-05
5761,2018-02-26 07-AM,0.121384993,0.06147,0.003587,0.089,0.00387684,0.0135814,0.002038,0.02315,2.13E-05,0.00172571,1.59E-05,0.0045123,3.99E-05,0.02833,9.33E-05,0.0408599,9.98E-05,0.000105644
5762,2018-02-26 07-PM,0.121034878,0.06065,0.003499,0.08435,0.004185447,0.01290555,0.002008,0.02114,2.07E-05,0.001729175,1.58E-05,0.004441871,3.84E-05,0.0283,9.02E-05,0.03950954,0.000100292,9.77E-05
5763,2018-02-26 08-AM,0.121085956,0.06144,0.003585,0.08924,0.003865877,0.013618024,0.002036,0.02309,2.12E-05,0.001708946,1.61E-05,0.00452536,3.99E-05,0.02834,9.30E-05,0.040746984,0.000101555,0.000106021
5764,2018-02-26 08-PM,0.120762252,0.06091,0.003492,0.08419,0.004126994,0.01288107,0.002013,0.02148,2.07E-05,0.001717476,1.56E-05,0.004506691,3.82E-05,0.02846,9.04E-05,0.040066021,0.000100018,9.73E-05
5765,2018-02-26 09-AM,0.121209302,0.06116,0.003568,0.0892,0.003928368,0.01352272,0.002037,0.02288,2.11E-05,0.001701044,1.61E-05,0.004523332,3.99E-05,0.0282,9.32E-05,0.0404968,0.000100261,0.000105708
5766,2018-02-26 09-PM,0.121133508,0.06022,0.003439,0.08366,0.004190529,0.0129673,0.002021,0.02119,2.07E-05,0.001740965,1.57E-05,0.004510111,3.81E-05,0.02841,8.93E-05,0.03961301,9.87E-05,9.65E-05
5767,2018-02-26 10-AM,0.121041213,0.06105,0.003545,0.08871,0.003908563,0.013448436,0.002029,0.0233,2.12E-05,0.001680167,1.61E-05,0.004498484,3.96E-05,0.02823,9.33E-05,0.040753374,0.000100508,0.000103315
5768,2018-02-26 10-PM,0.12077956,0.0602,0.003422,0.0838,0.004109552,0.01299738,0.002009,0.02131,2.04E-05,0.001722928,1.57E-05,0.004517658,3.80E-05,0.02843,8.99E-05,0.03918488,9.89E-05,9.66E-05
5769,2018-02-26 11-AM,0.121060956,0.06107,0.00354,0.08844,0.004033748,0.013407504,0.00203,0.02332,2.11E-05,0.001695395,1.60E-05,0.00451044,3.92E-05,0.02839,9.30E-05,0.040779684,9.94E-05,0.000102706
5770,2018-02-26 11-PM,0.120223833,0.0602,0.003417,0.08417,0.004141164,0.013037933,0.00198,0.02116,2.03E-05,0.001730535,1.57E-05,0.004521612,3.82E-05,0.0282,9.02E-05,0.039290556,9.99E-05,9.67E-05
5771,2018-02-26 12-AM,0.12193191,0.06167,0.00369,0.08811,0.003929706,0.013419153,0.002053,0.02281,2.16E-05,0.001734886,1.61E-05,0.00459758,4.05E-05,0.02872,9.39E-05,0.040645143,0.000102296,0.000104584
5772,2018-02-26 12-PM,0.12098537,0.0607,0.00353,0.088,0.0043076,0.013244,0.002021,0.0232,2.10E-05,0.00171512,1.59E-05,0.00459272,3.92E-05,0.02829,9.27E-05,0.0410168,9.90E-05,0.000101668
5773,2018-02-27 01-AM,0.120392174,0.05993,0.003434,0.08469,0.00400499,0.012898287,0.001956,0.02105,2.04E-05,0.001751389,1.55E-05,0.004565638,3.80E-05,0.02801,9.03E-05,0.039016683,9.93E-05,9.80E-05
5774,2018-02-27 01-PM,0.118090156,0.0571,0.003296,0.08178,0.003977779,0.01230789,0.00185,0.02024,2.00E-05,0.001774626,1.61E-05,0.004573955,3.65E-05,0.02797,8.78E-05,0.038322108,0.000100017,9.20E-05
5775,2018-02-27 02-AM,0.120650749,0.06042,0.003426,0.08465,0.004022568,0.012892195,0.001965,0.02097,2.05E-05,0.001731939,1.55E-05,0.004529622,3.80E-05,0.02806,9.02E-05,0.039201415,9.93E-05,9.83E-05
5776,2018-02-27 02-PM,0.117531373,0.05734,0.003324,0.0822,0.003968616,0.0123711,0.001856,0.0203,2.00E-05,0.001810866,1.58E-05,0.004848156,3.66E-05,0.02798,8.76E-05,0.03837096,0.000107846,9.37E-05
5777,2018-02-27 03-AM,0.119960175,0.05989,0.003436,0.08472,0.004110614,0.0129198,0.001947,0.02089,2.08E-05,0.00173676,1.57E-05,0.004527437,3.73E-05,0.02816,9.02E-05,0.039665904,9.99E-05,9.72E-05
5778,2018-02-27 03-PM,0.11731315,0.05744,0.003312,0.0825,0.004015275,0.01241625,0.001842,0.02039,1.99E-05,0.0018084,1.57E-05,0.004785,3.67E-05,0.0279,8.80E-05,0.038544,9.66E-05,9.46E-05
5779,2018-02-27 04-AM,0.119878067,0.06016,0.003446,0.08469,0.004159126,0.012915225,0.00193,0.0211,2.07E-05,0.001719207,1.59E-05,0.004497039,3.74E-05,0.0281,8.99E-05,0.039558699,9.98E-05,9.69E-05
5780,2018-02-27 04-PM,0.11674189,0.05714,0.003412,0.08211,0.003937175,0.012357555,0.00185,0.02036,1.98E-05,0.001857328,1.57E-05,0.004629362,3.66E-05,0.02794,8.75E-05,0.038361792,9.62E-05,9.40E-05
5781,2018-02-27 05-AM,0.120845863,0.05989,0.003445,0.085,0.0041242,0.0129625,0.001921,0.02101,2.08E-05,0.00174845,1.59E-05,0.0045169,3.73E-05,0.02808,9.02E-05,0.039338,0.000100215,9.69E-05
5782,2018-02-27 05-PM,0.116490166,0.05755,0.003364,0.08226,0.003957529,0.01238013,0.001864,0.02039,1.97E-05,0.001864012,1.57E-05,0.004630415,3.65E-05,0.02799,8.77E-05,0.038530584,9.53E-05,9.46E-05
5783,2018-02-27 06-AM,0.120873786,0.05989,0.003433,0.08508,0.004258254,0.01280454,0.001926,0.02104,2.05E-05,0.001751797,1.58E-05,0.004514345,3.75E-05,0.0282,9.02E-05,0.039017688,0.000100479,9.71E-05
5784,2018-02-27 06-PM,0.115821586,0.0586,0.003403,0.08234,0.003936675,0.01251568,0.001874,0.02024,1.96E-05,0.001924286,1.56E-05,0.004545991,3.64E-05,0.02797,8.77E-05,0.038436312,9.57E-05,9.40E-05
5785,2018-02-27 07-AM,0.120181204,0.0602,0.00348,0.08394,0.004213788,0.012775668,0.001907,0.02085,2.02E-05,0.00176274,1.57E-05,0.004515133,3.71E-05,0.02887,8.95E-05,0.03907407,9.88E-05,9.39E-05
5786,2018-02-27 07-PM,0.116221848,0.0578,0.003362,0.0821,0.003985134,0.01249562,0.001874,0.02023,1.95E-05,0.001872701,1.55E-05,0.004510574,3.65E-05,0.028,8.77E-05,0.03844743,9.51E-05,9.34E-05
5787,2018-02-27 08-AM,0.120373832,0.0597,0.0034,0.08339,0.004110293,0.012658602,0.001894,0.02076,2.02E-05,0.001755359,1.57E-05,0.004489718,3.66E-05,0.02847,8.88E-05,0.039043198,9.88E-05,9.35E-05
5788,2018-02-27 08-PM,0.116347874,0.05743,0.003376,0.0822,0.003989988,0.01237932,0.001877,0.02032,1.95E-05,0.001865118,1.53E-05,0.00454566,3.65E-05,0.02803,8.82E-05,0.03811614,9.49E-05,9.35E-05
5789,2018-02-27 09-AM,0.119908752,0.0597,0.003391,0.0829,0.00415329,0.01258422,0.001863,0.02049,2.00E-05,0.001764112,1.56E-05,0.004527998,3.64E-05,0.0285,8.84E-05,0.0385485,9.84E-05,9.31E-05
5790,2018-02-27 09-PM,0.116235136,0.05743,0.003381,0.08217,0.004001679,0.012366585,0.00191,0.02032,1.96E-05,0.001855399,1.54E-05,0.004557148,3.65E-05,0.02818,8.75E-05,0.038274786,9.56E-05,9.31E-05
5791,2018-02-27 10-AM,0.119305344,0.05844,0.003357,0.08266,0.004231365,0.012622182,0.00189,0.0204,2.04E-05,0.001739166,1.55E-05,0.004520675,3.65E-05,0.02809,8.83E-05,0.039197372,9.93E-05,9.41E-05
5792,2018-02-27 10-PM,0.116107673,0.05751,0.003357,0.08176,0.003978442,0.01230488,0.00188,0.02027,1.95E-05,0.00188375,1.54E-05,0.00453441,3.67E-05,0.02834,8.73E-05,0.038083808,9.26E-05,9.30E-05
5793,2018-02-27 11-AM,0.11914212,0.05741,0.003361,0.08272,0.004111184,0.01265616,0.001874,0.02051,2.00E-05,0.001768554,1.59E-05,0.004585997,3.65E-05,0.02808,8.79E-05,0.0386716,9.93E-05,9.35E-05
5794,2018-02-27 11-PM,0.116395336,0.0574,0.003352,0.08221,0.003947724,0.01249592,0.001868,0.02034,1.97E-05,0.001869455,1.53E-05,0.004578275,3.66E-05,0.02814,8.76E-05,0.038605816,9.33E-05,9.44E-05
5795,2018-02-27 12-AM,0.121380212,0.06014,0.003419,0.08416,0.004092701,0.012817568,0.001964,0.0212,2.02E-05,0.001700032,1.55E-05,0.004501718,3.80E-05,0.02812,8.99E-05,0.039151232,0.000100992,9.66E-05
5796,2018-02-27 12-PM,0.119234409,0.05777,0.003348,0.08274,0.004066671,0.01265922,0.001862,0.02039,2.00E-05,0.001762362,1.58E-05,0.004577177,3.65E-05,0.028,8.79E-05,0.038854704,9.99E-05,9.37E-05
5797,2018-02-28 01-AM,0.116439854,0.05748,0.003319,0.08255,0.003957447,0.01243203,0.001858,0.02037,1.96E-05,0.001886267,1.54E-05,0.004588955,3.85E-05,0.02789,8.72E-05,0.038162865,9.36E-05,9.35E-05
5798,2018-02-28 01-PM,0.115140349,0.05668,0.003281,0.0825,0.003728175,0.0125565,0.001784,0.01987,1.85E-05,0.001860375,1.54E-05,0.0043131,3.88E-05,0.02755,8.57E-05,0.037125,9.03E-05,9.54E-05
5799,2018-02-28 02-AM,0.116343925,0.0572,0.003325,0.08228,0.003978238,0.012498332,0.001849,0.02052,1.96E-05,0.001924529,1.54E-05,0.00459287,3.96E-05,0.02792,8.76E-05,0.03842476,9.23E-05,9.35E-05
5800,2018-02-28 02-PM,0.116124994,0.05651,0.003235,0.08253,0.003788127,0.012420765,0.001775,0.01985,1.87E-05,0.001869304,1.53E-05,0.004478078,3.94E-05,0.02771,8.57E-05,0.036907416,8.99E-05,9.51E-05
5801,2018-02-28 03-AM,0.115853362,0.05609,0.00328,0.08118,0.003925053,0.01221759,0.001837,0.02014,1.96E-05,0.00188987,1.54E-05,0.004537962,3.93E-05,0.0276,8.63E-05,0.037837998,9.21E-05,9.17E-05
5802,2018-02-28 03-PM,0.116012375,0.05686,0.003278,0.0827,0.003833972,0.01258694,0.001766,0.01986,1.87E-05,0.001888868,1.53E-05,0.004443471,3.98E-05,0.02767,8.62E-05,0.03700825,9.15E-05,9.52E-05
5803,2018-02-28 04-AM,0.115914472,0.05632,0.00327,0.08089,0.003873822,0.012351903,0.00183,0.02004,1.93E-05,0.001874221,1.55E-05,0.00450072,3.87E-05,0.02764,8.61E-05,0.037710918,9.25E-05,9.18E-05
5804,2018-02-28 04-PM,0.115854818,0.05719,0.003236,0.08295,0.003770077,0.012483975,0.001803,0.01978,1.87E-05,0.001852274,1.54E-05,0.004362341,4.09E-05,0.02756,8.64E-05,0.03691275,9.07E-05,9.61E-05
5805,2018-02-28 05-AM,0.11486603,0.05587,0.003236,0.08087,0.003872864,0.012389284,0.001814,0.02,1.92E-05,0.001882654,1.54E-05,0.004551364,3.81E-05,0.0276,8.56E-05,0.037580289,9.25E-05,9.12E-05
5806,2018-02-28 05-PM,0.116221637,0.05681,0.003167,0.08298,0.003727462,0.01257147,0.001786,0.0198,1.82E-05,0.00186539,1.54E-05,0.004353961,4.07E-05,0.02728,8.65E-05,0.037233126,9.14E-05,9.57E-05
5807,2018-02-28 06-AM,0.115231267,0.05571,0.003236,0.08092,0.003872831,0.012405036,0.001809,0.01997,1.95E-05,0.001874916,1.53E-05,0.004533138,3.73E-05,0.02758,8.56E-05,0.037603524,9.18E-05,9.25E-05
5808,2018-02-28 06-PM,0.116121633,0.0564,0.003181,0.08273,0.003707959,0.012591506,0.00178,0.01977,1.82E-05,0.001849015,1.56E-05,0.004352425,4.03E-05,0.02742,8.63E-05,0.037575966,9.12E-05,9.54E-05
5809,2018-02-28 07-AM,0.115393635,0.05577,0.003228,0.08135,0.003910495,0.012470955,0.001817,0.02003,1.91E-05,0.001842578,1.53E-05,0.004516552,3.72E-05,0.0277,8.59E-05,0.03750235,9.13E-05,9.31E-05
5810,2018-02-28 07-PM,0.11613576,0.0565,0.003182,0.08244,0.003694961,0.012588588,0.001814,0.0197,1.83E-05,0.00183429,1.54E-05,0.00435613,4.00E-05,0.02761,8.60E-05,0.037271124,8.94E-05,9.48E-05
5811,2018-02-28 08-AM,0.114736988,0.05635,0.003193,0.08199,0.003801876,0.012733047,0.001803,0.02023,1.91E-05,0.001850514,1.54E-05,0.00450699,3.78E-05,0.02784,8.60E-05,0.03730545,9.17E-05,9.52E-05
5812,2018-02-28 08-PM,0.115851092,0.05607,0.003164,0.0817,0.003696108,0.01258997,0.001794,0.01966,1.84E-05,0.001812106,1.55E-05,0.004326015,4.02E-05,0.02759,8.55E-05,0.03680585,8.88E-05,9.37E-05
5813,2018-02-28 09-AM,0.114984432,0.05597,0.003245,0.08177,0.003770415,0.012453571,0.00178,0.02003,1.91E-05,0.00187008,1.52E-05,0.004480996,3.95E-05,0.02765,8.58E-05,0.037336182,9.02E-05,9.43E-05
5814,2018-02-28 09-PM,0.116615019,0.05628,0.003176,0.08199,0.003760061,0.012880629,0.0018,0.01966,1.83E-05,0.001835756,1.54E-05,0.004374166,3.96E-05,0.0274,8.53E-05,0.03673152,8.95E-05,9.51E-05
5815,2018-02-28 10-AM,0.115490612,0.0565,0.0032,0.08181,0.00373299,0.012459663,0.001777,0.01981,1.91E-05,0.001910264,1.51E-05,0.004439011,3.93E-05,0.0275,8.53E-05,0.03738717,9.01E-05,9.48E-05
5816,2018-02-28 10-PM,0.115880701,0.0563,0.003151,0.08233,0.003771537,0.012892878,0.0018,0.0197,1.82E-05,0.001794794,1.55E-05,0.004392306,3.87E-05,0.02745,8.58E-05,0.036793277,8.98E-05,9.59E-05
5817,2018-02-28 11-AM,0.11484588,0.05633,0.003186,0.08185,0.003736453,0.012318425,0.001778,0.01979,1.90E-05,0.00188255,1.52E-05,0.004394527,3.85E-05,0.0275,8.53E-05,0.037315415,9.04E-05,9.47E-05
5818,2018-02-28 11-PM,0.116056179,0.05631,0.00323,0.0825,0.00362175,0.0128535,0.001761,0.01958,1.82E-05,0.001776225,1.52E-05,0.00442695,3.81E-05,0.02746,8.56E-05,0.0367125,8.91E-05,9.69E-05
5819,2018-02-28 12-AM,0.116256599,0.05757,0.003344,0.0827,0.004039895,0.0125704,0.001881,0.02045,1.96E-05,0.001871501,1.55E-05,0.004597293,3.68E-05,0.02791,8.71E-05,0.03833972,9.39E-05,9.39E-05
5820,2018-02-28 12-PM,0.115830784,0.0571,0.00319,0.08249,0.003786291,0.012414745,0.001803,0.01981,1.89E-05,0.001884072,1.51E-05,0.004321651,3.87E-05,0.0275,8.55E-05,0.037433962,9.07E-05,9.61E-05
5821,2018-03-01 01-AM,0.1160875,0.05609,0.003157,0.08237,0.003799728,0.012536714,0.001751,0.01963,1.81E-05,0.001788253,1.55E-05,0.004383731,3.74E-05,0.02739,8.57E-05,0.037173581,8.55E-05,9.62E-05
5822,2018-03-01 01-PM,0.11742354,0.0557,0.003108,0.08057,0.00372878,0.012705889,0.001756,0.01945,1.86E-05,0.001758843,1.52E-05,0.004188834,3.70E-05,0.02788,8.62E-05,0.036192044,9.02E-05,9.27E-05
5823,2018-03-01 02-AM,0.116214093,0.05645,0.003077,0.08261,0.003808321,0.012573242,0.001722,0.01952,1.82E-05,0.001810811,1.54E-05,0.00435933,3.75E-05,0.02744,8.47E-05,0.037265371,8.60E-05,9.68E-05
5824,2018-03-01 02-PM,0.118172382,0.05712,0.003118,0.08023,0.003636826,0.012700409,0.001818,0.01977,1.89E-05,0.001776292,1.51E-05,0.004196029,3.72E-05,0.02816,8.60E-05,0.036111523,8.85E-05,9.27E-05
5825,2018-03-01 03-AM,0.115799825,0.05631,0.003105,0.0827,0.003800065,0.0125704,0.00171,0.01947,1.80E-05,0.00178632,1.57E-05,0.004256569,3.74E-05,0.02742,8.51E-05,0.03723154,8.77E-05,9.65E-05
5826,2018-03-01 03-PM,0.118876473,0.05706,0.003102,0.08064,0.003636864,0.012926592,0.001955,0.01988,1.87E-05,0.00178537,1.52E-05,0.004292467,3.70E-05,0.02812,8.54E-05,0.036296064,8.89E-05,9.32E-05
5827,2018-03-01 04-AM,0.116471472,0.05614,0.003145,0.08243,0.003787658,0.012504631,0.001729,0.0195,1.81E-05,0.001838189,1.53E-05,0.004242672,3.75E-05,0.0277,8.57E-05,0.036747294,8.79E-05,9.57E-05
5828,2018-03-01 04-PM,0.11981828,0.05621,0.003126,0.0808,0.003636,0.01295224,0.001909,0.01986,1.86E-05,0.001809112,1.51E-05,0.004275936,3.69E-05,0.02798,8.55E-05,0.03665896,8.82E-05,9.31E-05
5829,2018-03-01 05-AM,0.117262691,0.05614,0.003123,0.08247,0.003789497,0.012502452,0.001738,0.01954,1.83E-05,0.001848153,1.53E-05,0.004299986,3.75E-05,0.0275,8.58E-05,0.036682656,8.79E-05,9.61E-05
5830,2018-03-01 05-PM,0.118386499,0.05673,0.003126,0.08044,0.0036198,0.012725608,0.001884,0.01976,1.86E-05,0.001820357,1.54E-05,0.004272973,3.67E-05,0.02789,8.46E-05,0.036383012,8.83E-05,9.21E-05
5831,2018-03-01 06-AM,0.116374614,0.05638,0.003073,0.08275,0.003802363,0.0125449,0.001742,0.0195,1.82E-05,0.001836223,1.53E-05,0.0042699,3.75E-05,0.02778,8.52E-05,0.037212675,8.75E-05,9.62E-05
5832,2018-03-01 06-PM,0.118047867,0.05661,0.003165,0.0804,0.003618,0.01288812,0.001878,0.01959,1.88E-05,0.00180498,1.52E-05,0.004231452,3.73E-05,0.02785,8.50E-05,0.03618804,8.88E-05,9.13E-05
5833,2018-03-01 07-AM,0.116739827,0.05571,0.003104,0.0819,0.003752658,0.01241604,0.00175,0.0195,1.82E-05,0.001817361,1.55E-05,0.004255524,3.74E-05,0.02796,8.50E-05,0.03730545,8.67E-05,9.49E-05
5834,2018-03-01 07-PM,0.118250985,0.05663,0.003153,0.08015,0.003678885,0.01295224,0.001929,0.01947,1.86E-05,0.001786544,1.54E-05,0.00424795,3.70E-05,0.02796,8.43E-05,0.036091545,8.65E-05,9.17E-05
5835,2018-03-01 08-AM,0.117047887,0.05562,0.003078,0.08172,0.003741142,0.012593052,0.001758,0.01958,1.83E-05,0.001829711,1.55E-05,0.004266601,3.71E-05,0.02768,8.46E-05,0.03722346,8.69E-05,9.39E-05
5836,2018-03-01 08-PM,0.117373188,0.05621,0.003091,0.07955,0.003644185,0.012624585,0.001911,0.01935,1.88E-05,0.001772374,1.55E-05,0.00421615,3.68E-05,0.02796,8.34E-05,0.036593,8.69E-05,9.06E-05
5837,2018-03-01 09-AM,0.119997854,0.05557,0.003101,0.0817,0.003706729,0.01249193,0.00174,0.01959,1.81E-05,0.001803936,1.53E-05,0.004242681,3.71E-05,0.02756,8.45E-05,0.03672415,8.85E-05,9.41E-05
5838,2018-03-01 09-PM,0.117514836,0.05632,0.003074,0.07967,0.003620205,0.012643629,0.001867,0.01939,1.89E-05,0.00175274,1.54E-05,0.004251988,3.70E-05,0.0283,8.38E-05,0.03632952,8.74E-05,9.15E-05
5839,2018-03-01 10-AM,0.119877052,0.05583,0.003078,0.08138,0.003797191,0.012443002,0.001756,0.01954,1.85E-05,0.001782222,1.54E-05,0.004230132,3.70E-05,0.02753,8.44E-05,0.036425688,8.82E-05,9.31E-05
5840,2018-03-01 10-PM,0.11686212,0.05658,0.00307,0.0796,0.003606676,0.01272008,0.001857,0.01925,1.87E-05,0.001768712,1.55E-05,0.004244272,3.68E-05,0.02843,8.37E-05,0.03620208,8.69E-05,9.11E-05
5841,2018-03-01 11-AM,0.120644436,0.05582,0.00312,0.08143,0.00372868,0.012548363,0.001755,0.0195,1.83E-05,0.001775988,1.54E-05,0.004241689,3.69E-05,0.02735,8.45E-05,0.03648064,8.78E-05,9.37E-05
5842,2018-03-01 11-PM,0.11731058,0.05651,0.003059,0.07974,0.003650497,0.013045464,0.001835,0.01916,1.86E-05,0.001752685,1.53E-05,0.004322705,3.70E-05,0.02864,8.35E-05,0.036504972,8.91E-05,9.14E-05
5843,2018-03-01 12-AM,0.116063523,0.05608,0.003176,0.08245,0.003823206,0.01268081,0.001743,0.01966,1.80E-05,0.001800708,1.54E-05,0.004387989,3.78E-05,0.02744,8.60E-05,0.03685515,8.74E-05,9.62E-05
5844,2018-03-01 12-PM,0.119476676,0.05582,0.003141,0.08121,0.003684498,0.01274997,0.001772,0.01947,1.87E-05,0.001769566,1.52E-05,0.004222108,3.66E-05,0.02755,8.43E-05,0.036723162,8.75E-05,9.40E-05
5845,2018-03-02 01-AM,0.11668749,0.05556,0.002933,0.07824,0.003581827,0.01255752,0.001786,0.01905,1.80E-05,0.00169859,1.54E-05,0.004314936,3.67E-05,0.02834,8.15E-05,0.035771328,8.91E-05,8.96E-05
5846,2018-03-02 01-PM,0.116137856,0.05528,0.00286,0.07852,0.00351534,0.012665276,0.001755,0.01887,1.77E-05,0.001649705,1.56E-05,0.004128582,3.61E-05,0.02875,8.19E-05,0.035082736,8.68E-05,9.12E-05
5847,2018-03-02 02-AM,0.116330255,0.05558,0.002949,0.07886,0.003577878,0.01265703,0.001786,0.01908,1.79E-05,0.001703376,1.51E-05,0.00429235,3.69E-05,0.02873,8.19E-05,0.03525042,9.03E-05,9.04E-05
5848,2018-03-02 02-PM,0.116904806,0.05515,0.002853,0.07892,0.003492999,0.012729796,0.001754,0.01893,1.79E-05,0.001669158,1.57E-05,0.004181971,3.65E-05,0.02856,8.24E-05,0.034993128,8.78E-05,9.28E-05
5849,2018-03-02 03-AM,0.115617806,0.05556,0.002921,0.07861,0.003566536,0.012616905,0.00181,0.01886,1.76E-05,0.001690115,1.52E-05,0.004245726,3.69E-05,0.02903,8.14E-05,0.035036477,8.90E-05,8.99E-05
5850,2018-03-02 03-PM,0.115678935,0.05506,0.002833,0.07871,0.003504956,0.012837601,0.001746,0.01898,1.77E-05,0.001657633,1.59E-05,0.004180288,3.61E-05,0.02866,8.24E-05,0.034616658,8.67E-05,9.22E-05
5851,2018-03-02 04-AM,0.115533115,0.05603,0.002947,0.07927,0.00359648,0.012738689,0.001816,0.01893,1.77E-05,0.001709061,1.53E-05,0.004275824,3.69E-05,0.0293,8.23E-05,0.035330639,8.93E-05,9.10E-05
5852,2018-03-02 04-PM,0.11586581,0.05516,0.002778,0.07871,0.003455369,0.012695923,0.00175,0.01898,1.76E-05,0.001659207,1.56E-05,0.004135423,3.59E-05,0.02873,8.23E-05,0.034545819,8.52E-05,9.22E-05
5853,2018-03-02 05-AM,0.11533249,0.0558,0.002927,0.0791,0.003587185,0.01270346,0.001781,0.01892,1.77E-05,0.00167692,1.55E-05,0.004249252,3.66E-05,0.02894,8.21E-05,0.03561082,8.91E-05,9.10E-05
5854,2018-03-02 05-PM,0.115990838,0.05528,0.002795,0.0783,0.003514887,0.01298214,0.001744,0.01891,1.79E-05,0.001678752,1.59E-05,0.004159296,3.53E-05,0.03,8.21E-05,0.03471822,8.53E-05,9.16E-05
5855,2018-03-02 06-AM,0.115257064,0.05568,0.002889,0.0784,0.003596992,0.01275568,0.001757,0.01886,1.77E-05,0.001679328,1.58E-05,0.004183424,3.64E-05,0.0294,8.15E-05,0.03509184,8.98E-05,9.00E-05
5856,2018-03-02 06-PM,0.117241133,0.05521,0.002794,0.07823,0.003592322,0.013056587,0.001746,0.01891,1.78E-05,0.001670993,1.56E-05,0.004155578,3.50E-05,0.03064,8.23E-05,0.034953164,8.53E-05,9.16E-05
5857,2018-03-02 07-AM,0.115675676,0.0555,0.00289,0.07841,0.003597451,0.012678897,0.001754,0.01877,1.77E-05,0.001679542,1.56E-05,0.004183958,3.66E-05,0.02903,8.10E-05,0.035449161,8.77E-05,9.01E-05
5858,2018-03-02 07-PM,0.117189961,0.05492,0.002766,0.078,0.0035217,0.013104,0.001764,0.01881,1.77E-05,0.00168012,1.58E-05,0.00412698,3.48E-05,0.03144,8.21E-05,0.0347334,8.59E-05,9.16E-05
5859,2018-03-02 08-AM,0.116007194,0.05539,0.002915,0.0783,0.003542292,0.01280988,0.001744,0.0187,1.78E-05,0.001690497,1.57E-05,0.004178871,3.64E-05,0.02907,8.15E-05,0.03535245,8.68E-05,8.99E-05
5860,2018-03-02 08-PM,0.116189788,0.05438,0.00278,0.07735,0.003492353,0.012925185,0.001768,0.01866,1.78E-05,0.001676174,1.56E-05,0.004091042,3.49E-05,0.0313,8.16E-05,0.03485391,8.46E-05,9.04E-05
