,YYYY/MM/DD,BTC/USD,LTC/USD,XRP/USD,XMR/USD,ETH/USD,NEO/USD,IOTA/USD,XAU/USD_y
317,11/10/2016,715.53,3.82,0.008136,6.1,10.52,0.168272,,1280.622895
318,11/9/2016,723.27,3.86,0.008079,6.19,10.66,0.159859,,1305.875132
319,11/8/2016,709.85,3.84,0.008206,6.32,10.83,0.161594,,1284.323547
320,11/7/2016,703.13,3.84,0.008108,5.74,10.81,0.173087,,1289.839931
321,11/4/2016,703.24,3.88,0.008157,4.85,11.09,0.175917,,1307.873398
322,11/3/2016,688.7,3.86,0.008021,4.89,10.8,0.173534,,1295.857145
323,11/2/2016,740.83,4.1,0.008222,4.51,10.75,0.197941,,1300.356298
324,11/1/2016,729.79,4.09,0.008102,4.71,10.77,0.211322,,1290.838916
325,10/31/2016,700.97,3.99,0.008196,5.12,11,0.228251,,1276.307897
326,10/28/2016,689.65,3.97,0.008143,5.73,11.09,0.151552,,1274.502307
327,10/27/2016,688.31,4.02,0.008481,6.21,11.5,0.127426,,1273.058268
328,10/26/2016,678.3,3.96,0.008835,6.17,11.53,0.129615,,1275.054827
329,10/25/2016,657.59,3.9,0.008891,6.09,11.41,0.135712,,1270.196118
330,10/24/2016,653.76,3.87,0.009065,6.42,11.97,0.093762,,1273.317629
331,10/21/2016,632.83,3.81,0.009029,6.78,12.18,0.080181,,1269.792897
332,10/20/2016,630.86,3.78,0.009092,6.56,12.1,0.092682,,1273.804216
333,10/19/2016,630.52,3.8,0.008627,6.62,12.02,0.117084,,1272.815213
334,10/18/2016,637.96,3.84,0.00835,6.57,12.59,0.19744,,1261.79781
335,10/17/2016,639.19,3.91,0.00803,6.28,12.01,0.192747,,1255.776572
336,10/14/2016,640.38,3.9,0.008767,6.92,11.94,0.191014,,1254.028567
337,10/13/2016,636.79,3.91,0.007982,6.91,11.96,0.185407,,1261.288532
338,10/12/2016,636.19,3.76,0.007949,7.31,11.93,0.186052,,1258.273146
339,10/11/2016,641.07,3.82,0.008234,7.28,11.79,0.193575,,1258.795836
340,10/7/2016,617.12,3.86,0.007377,6.89,12.67,0.20284,,1264.798138
341,10/6/2016,613.02,3.85,0.007382,7.18,12.85,0.180059,,1259.287243
342,10/5/2016,612.51,3.84,0.007435,6.76,13.04,0.289392,,1274.811009
343,10/4/2016,610.2,3.82,0.007853,7.65,13.28,0.185843,,1295.857145
344,10/3/2016,612.13,3.84,0.008089,7.95,13.45,0.178713,,1315.876044
345,9/30/2016,609.74,3.84,0.00883,8.41,13.22,0.184939,,1330.902219
346,9/29/2016,605.69,3.85,0.008914,8.71,13.07,0.191738,,1320.881821
347,9/28/2016,604.73,3.84,0.009048,9.4,13.27,0.194798,,1327.897805
348,9/27/2016,606.17,3.85,0.008229,9.31,13.1,0.197913,,1331.912627
349,9/26/2016,608.04,3.86,0.007963,9.4,12.82,0.202491,,1343.92345
350,9/23/2016,602.84,3.81,0.007211,10.77,13.33,0.243237,,1338.921097
351,9/22/2016,596.3,3.77,0.006843,10.16,13.25,0.252723,,1339.925768
352,9/21/2016,597.15,3.84,0.006829,9.92,13.77,0.303794,,1327.404261
353,9/20/2016,608.31,3.84,0.006785,11.15,14.43,0.312621,,1316.881099
354,9/19/2016,609.23,3.83,0.006858,10.56,13.19,0.331296,,1317.88769
355,9/16/2016,606.97,3.81,0.007446,8.91,12.56,0.388858,,1312.887302
356,9/15/2016,607.15,3.81,0.008303,9.41,11.94,0.349832,,1320.393477
357,9/14/2016,610.68,3.83,0.005961,10.51,11.92,0.325127,,1322.891311
358,9/13/2016,609.24,3.82,0.005886,10.88,11.92,0.309509,,1329.911029
359,9/12/2016,608.24,3.82,0.005897,10.03,11.89,0.374598,,1327.897805
360,9/9/2016,622.86,3.97,0.005869,12.43,11.65,0.558478,,1337.917932
361,9/8/2016,626.32,3.99,0.005902,12.74,11.35,,,1346.43867
362,9/7/2016,614.54,3.97,0.005892,11.83,11.55,,,1353.454693
363,9/6/2016,610.44,3.97,0.005912,12.46,11.69,,,1337.416913
364,9/2/2016,575.54,3.82,0.00597,10.21,12.11,,,1325.908247
365,9/1/2016,572.3,3.83,0.005984,8,11.99,,,1311.871122
366,8/31/2016,575.47,3.8,0.006012,8.58,11.67,,,1310.375554
367,8/30/2016,577.5,3.8,0.006026,8.49,11.23,,,1320.899268
368,8/29/2016,574.11,3.76,0.006131,8.5,10.98,,,1322.891311
369,8/26/2016,579.65,3.83,0.00603,4.18,11.3,,,1331.912627
370,8/25/2016,577.76,3.8,0.006079,4.15,11.36,,,1323.907115
371,8/24/2016,580.18,3.86,0.006052,4.42,11.04,,,1332.906803
372,8/23/2016,583.41,3.93,0.006019,4.72,11.03,,,1347.945058
373,8/22/2016,586.75,3.66,0.006,3.99,11.12,,,1344.935645
374,8/19/2016,575.63,3.6,0.006119,2.3,10.75,,,1344.935645
375,8/18/2016,574.32,3.61,0.006122,2.19,10.76,,,1352.941972
376,8/17/2016,573.22,3.6,0.006109,2.24,10.75,,,1349.946677
377,8/16/2016,577.44,3.64,0.00614,2.2,11.14,,,1349.946677
378,8/15/2016,567.24,3.58,0.006045,2.18,11.22,,,1340.913967
379,8/12/2016,587.56,3.71,0.006123,1.95,11.78,,,1355.950589
380,8/11/2016,589.12,3.74,0.006189,1.98,11.69,,,1349.946677
381,8/10/2016,592.1,3.72,0.006194,2.01,12.14,,,1354.958471
382,8/9/2016,587.8,3.76,0.006163,2.05,12.24,,,1338.921097
383,8/8/2016,591.05,3.79,0.006027,1.9,11.25,,,1339.925768
384,8/5/2016,575.04,3.73,0.006447,1.79,10.93,,,1350.438893
385,8/4/2016,578.29,3.75,0.005816,1.85,11.04,,,1366.474905
386,8/3/2016,566.36,3.72,0.005646,1.57,10.29,,,1363.456635
387,8/2/2016,547.47,3.64,0.00569,1.49,8.79,,,1366.474905
388,7/29/2016,656.99,4.08,0.006111,1.89,12.79,,,1349.946677
389,7/28/2016,655.03,3.97,0.005974,1.85,12.84,,,1343.92345
390,7/27/2016,654.35,3.96,0.005969,1.94,12.97,,,1334.917435
391,7/26/2016,651.78,3.97,0.005998,1.83,11.99,,,1324.906925
392,7/25/2016,654.1,4.03,0.006246,1.85,13.84,,,1323.907115
393,7/22/2016,650.62,4.04,0.006303,1.83,14.66,,,1326.893477
394,7/21/2016,665.01,4.12,0.006416,1.74,12.65,,,1319.888073
395,7/20/2016,665.68,4.13,0.006395,1.76,12.45,,,1319.888073
396,7/19/2016,672.86,4.15,0.006405,1.9,11.62,,,1331.912627
397,7/18/2016,673.11,4.15,0.006482,1.95,11.03,,,1333.404448
398,7/15/2016,663.25,4.16,0.006442,1.99,11.95,,,1331.912627
399,7/14/2016,658.08,4.15,0.006385,2.01,11.51,,,1324.906925
400,7/13/2016,654.47,4.14,0.006411,1.93,10.5,,,1343.92345
401,7/12/2016,664.55,4.15,0.00635,1.99,10.52,,,1348.945125
402,7/11/2016,647.66,4.09,0.006534,1.98,10.46,,,1356.944162
403,7/8/2016,666.52,4.22,0.006715,1.98,11.39,,,1355.950589
404,7/7/2016,640.56,4.11,0.006598,1.9,10.11,,,1361.952495
405,7/6/2016,677.33,4.47,0.006691,1.94,10.53,,,1372.985144
406,7/5/2016,670.63,4.45,0.006699,1.73,10.61,,,1351.935972
407,7/4/2016,683.66,4.54,0.007028,1.71,11.47,,,
408,6/30/2016,673.34,4.19,0.006657,1.61,12.46,,,1322.891311
409,6/29/2016,639.89,4.06,0.006777,1.55,12.61,,,1324.906925
410,6/28/2016,647,4.1,0.006773,1.49,12.18,,,1317.88769
411,6/27/2016,655.27,4.12,0.006398,1.48,13.88,,,1329.911029
412,6/24/2016,665.3,4.28,0.006434,1.59,14.33,,,1332.906803
413,6/23/2016,623.98,3.85,0.006381,1.56,13.68,,,1266.800948
414,6/22/2016,596.12,3.91,0.006495,1.5,13.1,,,1269.792897
415,6/21/2016,666.65,4.82,0.006172,1.61,13.31,,,1277.824631
416,6/20/2016,737.23,5.29,0.006626,1.83,11.84,,,1284.835091
417,6/17/2016,748.91,5.59,0.006693,1.75,15.38,,,1295.857145
418,6/16/2016,766.31,5.66,0.006676,1.58,20.59,,,1315.876044
419,6/15/2016,694.47,5.24,0.006887,1.46,18.35,,,1286.835671
420,6/14/2016,685.56,5.2,0.007105,1.39,18.89,,,1291.83945
421,6/13/2016,704.38,5.29,0.005824,1.28,17.6,,,1289.839931
422,6/10/2016,577.47,4.84,0.005736,1.15,13.91,,,1276.813075
423,6/9/2016,574.63,4.69,0.005788,1.11,14.4,,,1262.785705
424,6/8/2016,581.64,4.75,0.00577,0.999952,14.42,,,1261.288532
425,6/7/2016,576.6,4.77,0.00578,1.01,14.51,,,1241.757832
426,6/6/2016,585.54,4.96,0.005769,1.01,13.93,,,1247.769612
427,6/3/2016,569.19,4.86,0.005827,0.945202,13.85,,,1242.760918
428,6/2/2016,537.97,4.72,0.005766,0.92668,13.74,,,1214.712599
429,6/1/2016,536.92,4.74,0.005809,0.914871,14,,,1219.72044
430,5/31/2016,531.39,4.65,0.005706,0.928747,14.08,,,1215.214485
431,5/30/2016,533.86,4.67,0.005748,0.910537,12.73,,,
432,5/27/2016,473.46,4.5,0.005679,0.859091,11.3,,,1218.724483
433,5/26/2016,453.38,4.08,0.005669,0.860175,12.43,,,1234.232678
434,5/25/2016,449.6,4.05,0.005756,0.865887,12.53,,,1224.724743
435,5/24/2016,445.98,3.95,0.005962,0.901127,12.73,,,1242.760918
436,5/20/2016,442.68,3.88,0.006084,0.942222,13.64,,,1260.795562
437,5/19/2016,438.71,3.83,0.006032,0.853595,14.77,,,1248.766843
438,5/18/2016,454.62,4,0.006028,0.840542,13.56,,,1270.809506
439,5/17/2016,453.78,3.98,0.006023,0.813343,12.2,,,1276.813075
440,5/16/2016,454.16,4.01,0.006022,0.818356,11.17,,,1288.842491
441,5/13/2016,455.67,3.93,0.006109,0.847763,10.51,,,1271.811568
442,5/12/2016,454.77,3.86,0.006167,0.875668,10.06,,,1277.824631
443,5/11/2016,452.73,3.88,0.006189,0.85971,10,,,1277.824631
444,5/10/2016,450.89,3.82,0.006272,0.829463,9.36,,,1264.798138
445,5/9/2016,460.48,4.06,0.006399,0.825393,9.3,,,1275.803118
446,5/6/2016,459.6,3.82,0.006399,0.877466,9.35,,,1288.842491
447,5/5/2016,447.98,3.71,0.006193,0.906841,9.83,,,1285.826336
448,5/4/2016,446.72,3.75,0.006323,0.916455,9.41,,,1287.830006
449,5/3/2016,450.3,3.74,0.00656,0.908237,9.31,,,1297.841689
450,5/2/2016,444.67,3.68,0.006714,0.964395,10.16,,,1297.858533
451,4/29/2016,455.1,3.81,0.006759,0.883684,7.46,,,1287.830006
452,4/28/2016,449.01,3.79,0.006686,0.904794,7.17,,,1259.794905
453,4/27/2016,444.69,3.89,0.006725,0.941531,7.76,,,1252.771758
454,4/26/2016,466.09,4.05,0.007095,0.884295,7.4,,,1245.764401
455,4/25/2016,461.43,3.81,0.007283,0.953362,7.55,,,1237.746312
456,4/22/2016,445.74,3.32,0.007284,0.980429,7.82,,,1245.764401
457,4/21/2016,449.43,3.35,0.007433,0.977233,8.1,,,1272.815213
458,4/20/2016,441.39,3.28,0.007244,1.06,8.47,,,1253.777003
459,4/19/2016,435.51,3.29,0.007118,1.11,8.71,,,1256.786648
460,4/18/2016,428.59,3.24,0.006987,1.11,9.04,,,1241.757832
461,4/15/2016,429.71,3.28,0.006424,0.990145,8.24,,,1230.738936
462,4/14/2016,424.28,3.24,0.006289,1.01,8.39,,,1237.746312
463,4/13/2016,423.73,3.24,0.005695,1.03,8.04,,,1249.765669
464,4/12/2016,425.19,3.26,0.005885,0.955986,7.44,,,1262.785705
465,4/11/2016,422.48,3.24,0.006048,1.02,8.64,,,1253.777003
466,4/8/2016,420.35,3.22,0.006671,1.24,9.72,,,1235.74262
467,4/7/2016,422.75,3.25,0.006875,1.5,10.07,,,1239.756512
468,4/6/2016,423.41,3.26,0.007296,1.51,10.69,,,1223.226627
469,4/5/2016,424.03,3.25,0.007474,1.52,10.44,,,1237.746312
470,4/4/2016,421.44,3.25,0.007491,1.6,11.16,,,1224.724743
471,4/1/2016,417.96,3.24,0.007418,1.46,11.66,,,1220.718026
472,3/31/2016,416.73,3.26,0.007391,1.4,11.4,,,1241.757832
473,3/30/2016,414.82,3.22,0.007332,1.45,11.95,,,1235.74262
474,3/29/2016,416.52,3.23,0.007566,1.49,11.66,,,1231.739462
475,3/28/2016,424.23,3.26,0.007564,1.49,11.67,,,1225.730535
476,3/24/2016,416.39,3.22,0.00823,1.7,11.23,,,1224.724743
477,3/23/2016,418.04,3.24,0.008332,1.45,12.42,,,1224.724743
478,3/22/2016,418.09,3.23,0.00811,1.39,11.27,,,1254.783863
479,3/21/2016,413.31,3.2,0.008047,1.49,11.86,,,1247.769612
480,3/18/2016,409.55,3.17,0.008119,1.15,11,,,1256.786648
481,3/17/2016,420.62,3.31,0.008287,1.3,11.08,,,1269.792897
482,3/16/2016,417.01,3.31,0.008178,1.15,12.52,,,1231.739462
483,3/15/2016,416.83,3.31,0.008186,1.14,13.01,,,1234.735581
484,3/14/2016,416.44,3.3,0.008479,1.12,12.45,,,1254.783863
485,3/11/2016,421.69,3.38,0.008803,1.1,11.08,,,1269.792897
486,3/10/2016,417.13,3.29,0.00819,1.09,11.3,,,1266.800948
487,3/9/2016,414.86,3.28,0.008056,1.24,11.9,,,1253.777003
488,3/8/2016,413.97,3.25,0.007949,1.19,9.85,,,1274.811009
489,3/7/2016,414.32,3.27,0.007918,1.07,9.55,,,1272.815213
490,3/4/2016,410.94,3.25,0.008096,1.1,10.41,,,1266.800948
491,3/3/2016,421.65,3.32,0.008162,1.09,9.29,,,1244.756463
492,3/2/2016,423.99,3.37,0.00803,0.827633,8.47,,,1237.746312
493,3/1/2016,435.12,3.43,0.008006,0.847996,7.65,,,1243.765625
494,2/29/2016,437.7,3.45,0.007923,0.870503,6.34,,,1233.745404
495,2/26/2016,432.15,3.42,0.008058,0.813595,5.92,,,1229.740033
496,2/25/2016,424.54,3.37,0.008027,0.806427,6.1,,,1229.740033
497,2/24/2016,424.95,3.37,0.008076,0.801251,6.24,,,1247.769612
498,2/23/2016,420.74,3.4,0.00797,0.756528,5.59,,,1222.718102
499,2/22/2016,437.75,3.48,0.00805,0.77803,5.62,,,1210.697725
500,2/19/2016,420.79,3.25,0.008245,0.819088,4.74,,,1230.738936
501,2/18/2016,422.37,3.25,0.007995,0.774533,4.4,,,1209.701809
502,2/17/2016,416.32,3.24,0.008138,0.733156,3.76,,,1210.697725
503,2/16/2016,407.49,3.21,0.008451,0.935744,4.32,,,1215.716787
504,2/12/2016,384.26,3.11,0.007979,0.612499,5.55,,,1239.756512
505,2/11/2016,379.65,3.08,0.007815,0.516381,6.01,,,1242.760918
506,2/10/2016,381.65,3.1,0.007853,0.480424,4.44,,,1190.674636
507,2/9/2016,376.03,3.08,0.007815,0.46485,4.04,,,1198.68145
508,2/8/2016,373.45,3.06,0.007991,0.481636,3.18,,,1187.662561
509,2/5/2016,386.55,3.14,0.007262,0.496352,2.54,,,1150.60234
510,2/4/2016,389.59,3.16,0.00697,0.507164,2.58,,,1157.608381
511,2/3/2016,369.95,3.05,0.006883,0.491974,2.53,,,1131.567334
512,2/2/2016,374.45,3.08,0.006768,0.501037,2.44,,,1130.569468
513,2/1/2016,373.06,3.08,0.006542,0.497962,2.21,,,1125.555743
514,1/29/2016,379.47,3.11,0.00684,0.51825,2.49,,,1116.544963
515,1/28/2016,380.29,3.12,0.006226,0.563129,2.53,,,1122.548634
516,1/27/2016,394.97,3.29,0.006506,0.61087,2.39,,,1120.548621
517,1/26/2016,392.15,3.15,0.005419,0.584982,2.28,,,1116.544963
518,1/25/2016,391.73,3.13,0.005135,0.581354,2.5,,,1109.533108
519,1/22/2016,382.49,3.08,0.005114,0.536995,1.5,,,1096.503251
520,1/21/2016,410.26,3.22,0.005313,0.549362,1.55,,,1102.523677
521,1/20/2016,420.23,3.39,0.005381,0.535095,1.53,,,1102.523677
522,1/19/2016,380.15,3.02,0.005271,0.545904,1.37,,,1090.500649
523,1/18/2016,387.17,3.05,0.005326,0.502346,1.43,,,
524,1/15/2016,364.33,3,0.005229,0.428456,1.21,,,1096.503251
525,1/14/2016,430.31,3.47,0.005529,0.486483,1.19,,,1086.484137
526,1/13/2016,432.37,3.48,0.005794,0.484302,1.13,,,1087.488445
527,1/12/2016,435.69,3.49,0.005854,0.490113,1.14,,,1089.502642
528,1/11/2016,448.43,3.56,0.005895,0.482049,1.06,,,1105.534305
529,1/8/2016,453.23,3.57,0.005933,0.488417,0.986789,,,1105.021216
530,1/7/2016,458.05,3.6,0.006039,0.492529,0.942005,,,1105.534305
531,1/6/2016,429.11,3.45,0.006003,0.505053,0.95086,,,1090.500649
532,1/5/2016,431.96,3.47,0.006044,0.499272,0.950176,,,1077.981157
533,1/4/2016,433.09,3.5,0.005958,0.517388,0.95448,,,1080.485354
534,12/31/2015,430.57,3.48,0.00604,0.470402,0.933542,,,1063.954293
535,12/30/2015,426.62,3.46,0.006182,0.441028,0.911958,,,1063.445137
536,12/29/2015,432.98,3.5,0.006264,0.45616,0.873054,,,1074.471629
537,12/24/2015,454.99,3.64,0.005971,0.490058,0.863262,,,
538,12/23/2015,442.4,3.58,0.006021,0.482244,0.858077,,,1072.374559
539,12/22/2015,436.57,3.42,0.006193,0.480099,0.864202,,,1075.465408
540,12/21/2015,438.64,3.46,0.006269,0.488745,0.900771,,,1075.465408
541,12/18/2015,463.62,3.76,0.006387,0.499438,0.920127,,,1061.447177
542,12/17/2015,456.08,3.74,0.006694,0.501231,0.940701,,,1062.450862
543,12/16/2015,454.93,3.7,0.006755,0.518993,0.991182,,,1076.484203
544,12/15/2015,465.32,3.83,0.006684,0.556358,1.01,,,1065.461984
545,12/14/2015,444.18,3.61,0.007614,0.534761,0.993022,,,1074.968288
546,12/11/2015,451.94,3.84,0.008441,0.458294,0.929762,,,1066.461906
547,12/10/2015,415.48,3.66,0.008444,0.431434,0.840396,,,1074.968288
548,12/9/2015,417.56,3.67,0.008523,0.452073,0.792167,,,1086.495942
549,12/8/2015,415.56,3.69,0.006775,0.42936,0.822118,,,1077.48171
550,12/7/2015,395.54,3.65,0.00556,0.421295,0.811264,,,1083.494052
551,12/4/2015,363.18,3.36,0.004754,0.370805,0.840041,,,1075.465408
552,12/3/2015,361.05,3.38,0.004262,0.366891,0.812143,,,1057.440149
553,12/2/2015,359.19,3.34,0.004173,0.368688,0.82121,,,1061.447177
554,12/1/2015,362.49,3.43,0.00409,0.376028,0.8748,,,1071.375003
555,11/30/2015,377.32,3.62,0.004201,0.395225,0.873119,,,1064.463936
556,11/27/2015,358.04,3.58,0.004276,0.386268,0.867951,,,
557,11/26/2015,352.68,3.61,0.004291,0.404663,0.884183,,,
558,11/25/2015,328.21,3.34,0.004318,0.387684,0.863537,,,
559,11/24/2015,320.05,3.11,0.004242,0.390148,0.900191,,,1076.403091
560,11/23/2015,323.05,3.12,0.004288,0.391113,0.946969,,,1070.503351
561,11/20/2015,322.02,3.12,0.004227,0.389316,0.92492,,,1081.747672
562,11/19/2015,326.15,3.13,0.004222,0.407052,0.955532,,,1082.602577
563,11/18/2015,334.59,3.19,0.004258,0.415567,0.993319,,,1067.748652
564,11/17/2015,335.09,3.2,0.00425,0.428999,1.01,,,1079.202685
565,11/16/2015,330.75,3.19,0.004234,0.435954,0.928962,,,1084.751646
566,11/13/2015,336.75,3.23,0.004477,0.452619,0.904096,,,1081.50199
567,11/12/2015,338.15,3.28,0.004541,0.443275,0.895711,,,1087.405668
568,11/10/2015,336.82,3.12,0.004406,0.460954,0.934348,,,1087.098317
569,11/9/2015,380.26,3.4,0.004609,0.472776,0.999278,,,1089.597612
570,11/6/2015,374.47,3.55,0.004562,0.439195,0.926032,,,1088.8976
571,11/5/2015,386.35,3.96,0.004506,0.43253,0.895637,,,1106.304831
572,11/4/2015,411.56,4.23,0.004947,0.505869,0.89905,,,1114.702932
573,11/3/2015,403.42,4.59,0.005383,0.442707,1.01,,,1123.103359
574,11/2/2015,361.19,4.16,0.005156,0.442886,0.989789,,,1134.005421
575,10/30/2015,328.01,4.06,0.004839,0.456442,1.04,,,1142.347982
576,10/29/2015,313.86,3.78,0.004634,0.447103,1.21,,,1148.593547
577,10/28/2015,304.62,3.1,0.004675,0.448829,1,,,1179.606955
578,10/27/2015,293.79,3.09,0.004649,0.409574,0.869641,,,1165.70496
579,10/26/2015,285.3,3.1,0.004675,0.38796,0.731317,,,1166.398395
580,10/23/2015,276.5,3.11,0.004677,0.393922,0.539657,,,1161.251364
581,10/22/2015,274.02,3.11,0.004723,0.403236,0.567702,,,1166.997316
582,10/21/2015,266.27,3.08,0.004697,0.394597,0.447329,,,1167.106277
583,10/20/2015,269.46,3.09,0.004731,0.399646,0.434829,,,1177.745324
584,10/19/2015,263.44,3.05,0.005043,0.403212,0.489014,,,1175.405809
585,10/16/2015,262.87,3.11,0.005398,0.411511,0.536495,,,1180.846667
586,10/15/2015,254.32,3.1,0.005399,0.390841,0.561878,,,1184.244807
587,10/14/2015,251.99,3.14,0.005418,0.384266,0.522968,,,1173.901815
588,10/13/2015,249.51,3.18,0.005377,0.388015,0.607655,,,1165.202396
589,10/9/2015,243.93,3.11,0.004983,0.397329,0.650628,,,1151.556328
590,10/8/2015,242.3,3.06,0.005031,0.387872,0.621716,,,1140.003876
591,10/7/2015,242.97,3.06,0.005375,0.393186,0.609388,,,1144.59693
592,10/6/2015,246.06,3.15,0.005328,0.411378,0.650645,,,1147.499598
593,10/5/2015,240.38,3.02,0.005008,0.416151,0.628643,,,1139.744013
594,10/2/2015,237.29,2.99,0.005868,0.409897,0.678574,,,1140.745135
595,10/1/2015,237.55,3,0.005448,0.404696,0.690215,,,1119.006322
596,9/30/2015,236.06,3.01,0.00552,0.399882,0.738644,,,1113.995121
597,9/29/2015,236.69,2.97,0.005579,0.435817,0.661146,,,1132.105376
598,9/28/2015,239.14,3.07,0.006293,0.448998,0.582886,,,1131.055388
599,9/25/2015,235.14,2.89,0.00665,0.451515,0.736223,,,1146.644345
600,9/24/2015,234.53,2.93,0.00671,0.468678,0.81361,,,1154.494447
601,9/23/2015,230.28,2.87,0.006668,0.464606,0.893406,,,1131.3497
602,9/22/2015,230.62,2.84,0.007168,0.471829,0.901796,,,1122.901578
603,9/21/2015,227.09,2.8,0.007247,0.480452,0.919047,,,1133.247207
604,9/18/2015,232.97,2.96,0.007529,0.50044,0.853685,,,1141.500388
605,9/17/2015,229.81,2.91,0.007372,0.494782,0.874231,,,1117.505727
606,9/16/2015,229.09,2.8,0.007426,0.509974,0.907175,,,1117.605642
607,9/15/2015,230.3,2.82,0.00772,0.502379,0.94441,,,1105.950011
608,9/14/2015,230.64,2.84,0.007404,0.482289,0.875622,,,1104.801467
609,9/11/2015,240.11,2.96,0.008444,0.495325,0.982978,,,1101.248816
610,9/10/2015,238.48,2.95,0.007663,0.497247,1.17,,,1109.496178
611,9/9/2015,238.17,2.92,0.007678,0.506011,1.21,,,1109.853277
612,9/8/2015,243.61,3.05,0.007831,0.517402,1.24,,,1121.151647
613,9/4/2015,230.3,2.7,0.007355,0.467874,1.27,,,1118.255521
614,9/3/2015,227.18,2.63,0.007431,0.45929,1.26,,,1128.006136
615,9/2/2015,229.28,2.8,0.0077,0.468083,1.29,,,1137.747033
616,9/1/2015,228.12,2.82,0.007815,0.458517,1.35,,,1142.295786
617,8/31/2015,230.06,2.84,0.007884,0.467238,1.36,,,
618,8/28/2015,231.4,2.91,0.007433,0.481627,1.19,,,1134.996482
619,8/27/2015,224.77,2.87,0.007551,0.465475,1.15,,,1119.006322
620,8/26/2015,225.83,2.95,0.007492,0.496679,1.16,,,1120.749557
621,8/25/2015,221.61,2.94,0.007126,0.490286,1.14,,,1137.501138
622,8/24/2015,210.5,2.99,0.007397,0.434871,1.23,,,1166.493637
623,8/21/2015,232.57,3.57,0.007881,0.568307,1.4,,,1156.497201
624,8/20/2015,235.35,3.61,0.007872,0.597797,1.46,,,1147.697146
625,8/19/2015,226.68,3.48,0.007758,0.534101,1.26,,,1126.15149
626,8/18/2015,211.08,3.47,0.007552,0.493284,1.09,,,1111.444544
627,8/17/2015,257.98,3.98,0.008301,0.610122,1.2,,,1118.793493
628,8/14/2015,265.68,4.03,0.008337,0.609906,1.83,,,1118.255521
629,8/13/2015,264.08,3.88,0.008147,0.575855,1.83,,,1116.744467
630,8/12/2015,266.38,3.99,0.008271,0.622923,1.22,,,1118.993801
631,8/11/2015,270.39,4.16,0.008591,0.603582,1.07,,,1108.254278
632,8/10/2015,264.47,3.95,0.00875,0.656576,0.708448,,,1096.996424
633,8/7/2015,279.58,4.21,0.008152,0.742292,2.77,,,1093.50567
634,8/6/2015,278.58,4.06,0.008024,0.729102,,,,1089.751972
635,8/5/2015,281.88,4.35,0.008224,0.618616,,,,1085.104767
636,8/4/2015,285.22,4.38,0.008271,0.618406,,,,1090.655266
637,7/31/2015,284.65,4.64,0.008437,0.574956,,,,1098.394148
638,7/30/2015,287.72,4.58,0.008491,0.583228,,,,1087.500272
639,7/29/2015,289.59,4.8,0.008519,0.589967,,,,1090.250976
640,7/28/2015,294.43,5.06,0.008449,0.615015,,,,1096.202754
641,7/27/2015,293.62,4.67,0.008562,0.59605,,,,1100.0011
642,7/24/2015,288.28,4.6,0.007656,0.576016,,,,1080.800657
643,7/23/2015,276.05,3.78,0.007487,0.570335,,,,1097.405733
644,7/22/2015,277.22,3.82,0.007579,0.57342,,,,1088.601256
645,7/21/2015,275.83,3.77,0.007711,0.587578,,,,1105.595418
646,7/20/2015,278.98,3.94,0.007948,0.547709,,,,1104.594006
647,7/17/2015,279.47,3.79,0.008026,0.535182,,,,1132.797898
